------ Execution Data ------ 

Tamanho do Cubo: 25x25x25
N° de Células: 15625
Células Bloqueadas: 4687 (30%)
Número de Rotas (Start- Goal): 6000

 Block   ;G(n) ;Tempo (ms) 
[11,1,23]  ;  0  ;  0
[15,0,2]  ;  36  ;  74
[8,17,4]  ;  35  ;  91
[9,13,11]  ;  13  ;  2
[23,23,11]  ;  0  ;  0
[1,3,17]  ;  0  ;  0
[16,19,16]  ;  0  ;  0
[13,5,0]  ;  0  ;  0
[10,7,9]  ;  15  ;  5
[20,3,3]  ;  0  ;  0
[5,15,1]  ;  0  ;  0
[14,22,16]  ;  0  ;  0
[15,21,4]  ;  0  ;  0
[18,11,9]  ;  0  ;  0
[1,16,23]  ;  33  ;  19
[18,0,10]  ;  0  ;  0
[20,3,17]  ;  38  ;  100
[6,15,6]  ;  0  ;  0
[10,6,8]  ;  30  ;  27
[17,23,24]  ;  0  ;  0
[6,15,18]  ;  0  ;  0
[22,14,21]  ;  39  ;  99
[17,9,8]  ;  0  ;  0
[3,6,11]  ;  0  ;  0
[21,0,3]  ;  0  ;  0
[18,17,12]  ;  20  ;  7
[15,20,14]  ;  26  ;  5
[11,2,4]  ;  0  ;  0
[19,15,23]  ;  0  ;  0
[12,8,14]  ;  18  ;  5
[15,6,22]  ;  19  ;  2
[16,22,13]  ;  0  ;  0
[14,24,9]  ;  0  ;  0
[22,24,22]  ;  0  ;  0
[3,22,11]  ;  0  ;  0
[2,22,4]  ;  35  ;  72
[22,19,18]  ;  0  ;  0
[7,0,21]  ;  26  ;  19
[23,5,11]  ;  27  ;  35
[15,1,24]  ;  26  ;  12
[17,13,3]  ;  29  ;  21
[12,7,9]  ;  0  ;  0
[2,15,5]  ;  13  ;  2
[8,4,4]  ;  0  ;  0
[4,12,6]  ;  47  ;  137
[12,4,0]  ;  0  ;  0
[12,11,12]  ;  0  ;  0
[8,17,10]  ;  0  ;  0
[21,6,2]  ;  39  ;  129
[0,5,21]  ;  0  ;  0
[5,11,9]  ;  0  ;  0
[23,8,12]  ;  0  ;  0
[7,24,14]  ;  0  ;  0
[4,2,8]  ;  29  ;  10
[15,14,21]  ;  0  ;  0
[10,18,21]  ;  0  ;  0
[10,6,19]  ;  0  ;  0
[11,8,15]  ;  24  ;  21
[10,18,8]  ;  23  ;  18
[21,8,21]  ;  13  ;  1
[20,13,16]  ;  0  ;  0
[19,15,10]  ;  0  ;  0
[2,22,23]  ;  0  ;  0
[14,0,21]  ;  0  ;  0
[4,6,7]  ;  0  ;  0
[4,11,14]  ;  0  ;  0
[16,0,18]  ;  0  ;  0
[21,21,9]  ;  0  ;  0
[20,6,12]  ;  44  ;  101
[16,11,17]  ;  0  ;  0
[8,24,15]  ;  41  ;  75
[12,1,11]  ;  39  ;  61
[11,8,21]  ;  0  ;  0
[15,21,9]  ;  16  ;  3
[12,20,9]  ;  0  ;  0
[9,19,3]  ;  36  ;  65
[17,17,7]  ;  0  ;  0
[12,10,19]  ;  0  ;  0
[5,15,11]  ;  11  ;  4
[10,14,15]  ;  14  ;  2
[17,8,14]  ;  25  ;  8
[24,19,5]  ;  25  ;  10
[15,7,18]  ;  0  ;  0
[16,13,21]  ;  0  ;  0
[18,14,2]  ;  0  ;  0
[15,9,3]  ;  16  ;  2
[22,18,16]  ;  30  ;  39
[1,17,1]  ;  24  ;  3
[23,11,8]  ;  0  ;  0
[18,2,24]  ;  0  ;  0
[11,10,23]  ;  0  ;  0
[10,2,6]  ;  17  ;  5
[20,10,8]  ;  0  ;  0
[0,12,4]  ;  0  ;  0
[3,18,11]  ;  0  ;  0
[2,2,12]  ;  0  ;  0
[14,0,11]  ;  0  ;  0
[19,14,20]  ;  28  ;  33
[19,13,22]  ;  0  ;  0
[18,2,7]  ;  0  ;  0
[23,0,12]  ;  26  ;  7
[3,3,2]  ;  0  ;  0
[24,17,18]  ;  0  ;  0
[20,8,7]  ;  0  ;  0
[20,10,5]  ;  14  ;  2
[13,6,13]  ;  0  ;  0
[2,14,17]  ;  40  ;  103
[1,5,8]  ;  18  ;  4
[23,22,5]  ;  0  ;  0
[14,9,23]  ;  0  ;  0
[17,4,15]  ;  21  ;  6
[7,12,13]  ;  8  ;  0
[13,4,15]  ;  0  ;  0
[9,16,11]  ;  0  ;  0
[0,8,22]  ;  43  ;  125
[22,5,19]  ;  29  ;  42
[19,0,4]  ;  0  ;  0
[12,18,5]  ;  0  ;  0
[17,20,12]  ;  0  ;  0
[8,15,3]  ;  24  ;  16
[5,10,15]  ;  28  ;  17
[6,19,1]  ;  0  ;  0
[16,22,20]  ;  0  ;  0
[1,13,20]  ;  0  ;  0
[24,12,1]  ;  31  ;  23
[10,24,9]  ;  35  ;  60
[4,17,23]  ;  0  ;  0
[5,24,7]  ;  0  ;  0
[5,0,6]  ;  0  ;  0
[19,24,21]  ;  0  ;  0
[4,7,1]  ;  0  ;  0
[23,19,3]  ;  0  ;  0
[20,6,11]  ;  26  ;  30
[3,9,15]  ;  26  ;  17
[11,8,11]  ;  0  ;  0
[21,17,7]  ;  14  ;  2
[14,11,9]  ;  22  ;  8
[21,13,18]  ;  0  ;  0
[4,20,24]  ;  28  ;  19
[8,13,24]  ;  0  ;  0
[13,4,19]  ;  15  ;  2
[21,15,18]  ;  0  ;  0
[5,15,3]  ;  0  ;  0
[0,2,1]  ;  0  ;  0
[15,22,2]  ;  0  ;  0
[0,21,0]  ;  0  ;  0
[0,0,19]  ;  29  ;  16
[21,6,7]  ;  8  ;  0
[3,10,18]  ;  18  ;  6
[7,19,21]  ;  0  ;  0
[15,23,5]  ;  0  ;  0
[9,14,18]  ;  27  ;  36
[0,0,17]  ;  0  ;  0
[23,3,6]  ;  0  ;  0
[12,10,7]  ;  20  ;  10
[23,18,4]  ;  28  ;  11
[1,12,8]  ;  0  ;  0
[18,0,9]  ;  0  ;  0
[17,3,10]  ;  24  ;  17
[12,12,8]  ;  0  ;  0
[10,2,0]  ;  0  ;  0
[15,24,9]  ;  32  ;  31
[8,12,9]  ;  20  ;  6
[21,10,10]  ;  0  ;  0
[23,22,8]  ;  29  ;  22
[21,7,14]  ;  0  ;  0
[10,9,21]  ;  25  ;  17
[10,24,2]  ;  0  ;  0
[1,0,18]  ;  0  ;  0
[14,15,0]  ;  22  ;  13
[5,12,21]  ;  0  ;  0
[0,18,0]  ;  0  ;  0
[19,6,1]  ;  0  ;  0
[8,4,6]  ;  0  ;  0
[9,20,16]  ;  8  ;  1
[14,24,5]  ;  0  ;  0
[1,1,17]  ;  0  ;  0
[22,2,17]  ;  27  ;  14
[24,9,7]  ;  0  ;  0
[11,10,6]  ;  0  ;  0
[21,6,14]  ;  0  ;  0
[17,17,14]  ;  0  ;  0
[0,12,11]  ;  14  ;  1
[12,11,14]  ;  18  ;  6
[12,23,13]  ;  0  ;  0
[4,19,7]  ;  0  ;  0
[1,4,12]  ;  24  ;  10
[3,18,15]  ;  22  ;  9
[21,18,8]  ;  28  ;  7
[8,0,0]  ;  28  ;  34
[16,4,2]  ;  35  ;  41
[3,6,15]  ;  30  ;  27
[11,4,3]  ;  30  ;  16
[10,13,8]  ;  15  ;  4
[11,1,3]  ;  12  ;  1
[13,8,16]  ;  0  ;  0
[12,5,5]  ;  36  ;  69
[18,0,14]  ;  0  ;  0
[23,14,20]  ;  0  ;  0
[19,22,14]  ;  27  ;  11
[1,2,7]  ;  0  ;  0
[10,12,10]  ;  31  ;  32
[2,13,5]  ;  0  ;  0
[11,11,7]  ;  17  ;  7
[5,9,15]  ;  0  ;  0
[23,10,2]  ;  0  ;  0
[8,22,0]  ;  39  ;  76
[10,13,3]  ;  35  ;  51
[11,6,17]  ;  0  ;  0
[23,23,19]  ;  49  ;  281
[5,16,9]  ;  0  ;  0
[9,22,23]  ;  33  ;  33
[3,16,21]  ;  0  ;  0
[12,11,1]  ;  0  ;  0
[1,10,8]  ;  14  ;  2
[20,6,4]  ;  16  ;  3
[21,8,11]  ;  16  ;  4
[18,23,10]  ;  0  ;  0
[0,8,12]  ;  0  ;  0
[6,19,22]  ;  0  ;  0
[2,7,19]  ;  28  ;  14
[2,6,12]  ;  0  ;  0
[1,8,0]  ;  38  ;  102
[18,0,16]  ;  0  ;  0
[16,9,10]  ;  22  ;  12
[23,20,4]  ;  31  ;  42
[17,7,14]  ;  27  ;  24
[6,2,0]  ;  0  ;  0
[3,14,11]  ;  35  ;  38
[18,16,2]  ;  24  ;  17
[20,14,13]  ;  0  ;  0
[10,6,16]  ;  14  ;  2
[5,24,2]  ;  0  ;  0
[1,16,3]  ;  4  ;  1
[14,13,16]  ;  18  ;  4
[8,5,4]  ;  0  ;  0
[1,17,3]  ;  29  ;  11
[11,0,0]  ;  44  ;  127
[15,6,3]  ;  0  ;  0
[16,13,7]  ;  30  ;  91
[12,18,16]  ;  0  ;  0
[21,18,20]  ;  32  ;  26
[10,1,18]  ;  0  ;  0
[9,22,18]  ;  16  ;  3
[12,13,4]  ;  20  ;  11
[7,13,13]  ;  19  ;  8
[14,0,4]  ;  15  ;  1
[10,23,12]  ;  0  ;  0
[14,23,9]  ;  15  ;  2
[14,7,19]  ;  18  ;  4
[10,5,10]  ;  31  ;  41
[2,2,13]  ;  16  ;  5
[11,17,17]  ;  33  ;  33
[6,7,16]  ;  0  ;  0
[2,13,24]  ;  0  ;  0
[24,0,20]  ;  42  ;  90
[20,23,15]  ;  29  ;  18
[23,14,14]  ;  21  ;  11
[9,24,9]  ;  24  ;  9
[9,2,7]  ;  42  ;  116
[21,21,12]  ;  27  ;  5
[24,9,6]  ;  34  ;  57
[12,12,16]  ;  8  ;  1
[19,9,21]  ;  40  ;  90
[17,3,18]  ;  30  ;  88
[10,10,9]  ;  16  ;  3
[9,6,0]  ;  42  ;  104
[20,14,10]  ;  14  ;  3
[6,16,4]  ;  0  ;  0
[22,3,3]  ;  13  ;  1
[6,3,12]  ;  15  ;  4
[19,13,1]  ;  0  ;  0
[12,5,9]  ;  18  ;  4
[4,18,4]  ;  23  ;  16
[23,16,19]  ;  0  ;  0
[24,20,16]  ;  0  ;  0
[2,14,10]  ;  0  ;  0
[13,6,15]  ;  0  ;  0
[8,14,17]  ;  8  ;  1
[3,1,19]  ;  0  ;  0
[6,14,13]  ;  0  ;  0
[9,1,21]  ;  0  ;  0
[12,4,19]  ;  0  ;  0
[7,12,6]  ;  30  ;  64
[21,5,10]  ;  19  ;  6
[14,0,2]  ;  0  ;  0
[21,15,20]  ;  0  ;  0
[3,3,4]  ;  18  ;  5
[11,21,4]  ;  39  ;  64
[13,4,20]  ;  0  ;  0
[7,7,22]  ;  29  ;  14
[4,7,11]  ;  0  ;  0
[1,6,23]  ;  0  ;  0
[4,20,3]  ;  25  ;  12
[14,10,18]  ;  14  ;  3
[1,9,11]  ;  12  ;  1
[16,8,2]  ;  0  ;  0
[13,18,6]  ;  0  ;  0
[24,9,9]  ;  0  ;  0
[6,6,1]  ;  0  ;  0
[24,3,1]  ;  38  ;  57
[12,19,5]  ;  20  ;  8
[12,13,9]  ;  0  ;  0
[22,4,4]  ;  18  ;  1
[21,12,13]  ;  0  ;  0
[12,11,11]  ;  25  ;  19
[17,11,0]  ;  32  ;  26
[13,15,1]  ;  0  ;  0
[1,24,6]  ;  0  ;  0
[21,3,6]  ;  13  ;  2
[8,20,24]  ;  0  ;  0
[14,22,3]  ;  10  ;  1
[24,4,12]  ;  0  ;  0
[10,16,7]  ;  20  ;  11
[3,9,9]  ;  17  ;  3
[6,18,24]  ;  0  ;  0
[1,4,0]  ;  0  ;  0
[21,12,23]  ;  0  ;  0
[11,23,6]  ;  29  ;  24
[11,20,0]  ;  0  ;  0
[24,0,5]  ;  0  ;  0
[13,21,15]  ;  0  ;  0
[7,8,14]  ;  30  ;  46
[10,3,19]  ;  0  ;  0
[13,0,14]  ;  0  ;  0
[7,2,16]  ;  0  ;  0
[13,16,19]  ;  0  ;  0
[8,13,23]  ;  23  ;  7
[21,7,7]  ;  0  ;  0
[13,15,24]  ;  23  ;  16
[2,4,19]  ;  0  ;  0
[23,19,17]  ;  20  ;  5
[21,22,0]  ;  0  ;  0
[7,4,10]  ;  0  ;  0
[22,17,19]  ;  0  ;  0
[0,8,24]  ;  0  ;  0
[0,0,22]  ;  0  ;  0
[9,15,8]  ;  0  ;  0
[24,22,12]  ;  30  ;  17
[9,11,19]  ;  25  ;  12
[24,0,1]  ;  0  ;  0
[21,21,3]  ;  0  ;  0
[6,3,24]  ;  0  ;  0
[13,0,22]  ;  0  ;  0
[3,6,4]  ;  0  ;  0
[17,18,20]  ;  13  ;  3
[21,9,7]  ;  30  ;  15
[21,13,12]  ;  0  ;  0
[4,1,14]  ;  34  ;  30
[11,2,12]  ;  33  ;  34
[0,9,8]  ;  0  ;  0
[14,15,5]  ;  0  ;  0
[5,8,24]  ;  32  ;  51
[0,24,10]  ;  41  ;  132
[8,8,10]  ;  9  ;  2
[24,21,12]  ;  31  ;  31
[19,14,22]  ;  0  ;  0
[12,19,18]  ;  24  ;  15
[12,8,2]  ;  0  ;  0
[6,11,14]  ;  0  ;  0
[19,10,22]  ;  35  ;  120
[13,15,13]  ;  24  ;  16
[3,9,20]  ;  29  ;  42
[17,23,4]  ;  0  ;  0
[10,1,4]  ;  22  ;  8
[3,23,22]  ;  18  ;  3
[4,12,15]  ;  24  ;  13
[18,17,3]  ;  47  ;  179
[7,10,7]  ;  35  ;  36
[9,19,12]  ;  0  ;  0
[22,13,6]  ;  0  ;  0
[22,15,4]  ;  41  ;  169
[22,21,14]  ;  35  ;  51
[20,15,20]  ;  0  ;  0
[21,0,15]  ;  0  ;  0
[20,15,23]  ;  0  ;  0
[8,6,9]  ;  14  ;  0
[18,2,13]  ;  0  ;  0
[4,24,13]  ;  23  ;  19
[17,9,17]  ;  24  ;  16
[3,0,8]  ;  0  ;  0
[10,7,6]  ;  24  ;  12
[15,7,23]  ;  0  ;  0
[24,15,6]  ;  31  ;  30
[22,15,7]  ;  0  ;  0
[15,11,11]  ;  31  ;  44
[9,3,12]  ;  0  ;  0
[16,9,11]  ;  10  ;  1
[1,15,19]  ;  0  ;  0
[19,7,12]  ;  0  ;  0
[12,22,14]  ;  0  ;  0
[0,0,5]  ;  0  ;  0
[19,24,0]  ;  37  ;  92
[22,0,20]  ;  17  ;  3
[19,16,13]  ;  0  ;  0
[16,6,12]  ;  0  ;  0
[17,13,14]  ;  10  ;  1
[17,9,23]  ;  29  ;  30
[14,0,12]  ;  18  ;  5
[13,6,17]  ;  12  ;  2
[12,8,4]  ;  27  ;  31
[0,3,18]  ;  0  ;  0
[0,3,17]  ;  6  ;  1
[23,5,15]  ;  40  ;  113
[19,24,12]  ;  30  ;  39
[9,3,13]  ;  33  ;  18
[19,11,5]  ;  32  ;  27
[15,18,3]  ;  0  ;  0
[5,7,9]  ;  20  ;  10
[5,3,2]  ;  0  ;  0
[1,8,19]  ;  12  ;  1
[2,6,3]  ;  31  ;  42
[11,12,16]  ;  0  ;  0
[9,7,9]  ;  0  ;  0
[23,5,14]  ;  16  ;  7
[23,20,0]  ;  0  ;  0
[14,2,12]  ;  0  ;  0
[18,6,12]  ;  0  ;  0
[7,11,2]  ;  22  ;  13
[0,19,3]  ;  0  ;  0
[5,21,5]  ;  16  ;  3
[21,19,19]  ;  23  ;  7
[3,0,11]  ;  0  ;  0
[7,17,1]  ;  0  ;  0
[12,11,2]  ;  28  ;  29
[18,8,2]  ;  15  ;  3
[19,14,6]  ;  0  ;  0
[6,19,5]  ;  31  ;  32
[16,5,23]  ;  16  ;  7
[5,5,3]  ;  46  ;  192
[21,18,11]  ;  13  ;  2
[18,11,1]  ;  14  ;  2
[10,8,0]  ;  0  ;  0
[1,24,2]  ;  32  ;  15
[16,15,17]  ;  36  ;  51
[19,8,9]  ;  29  ;  18
[9,15,20]  ;  0  ;  0
[4,11,23]  ;  26  ;  11
[22,12,14]  ;  0  ;  0
[11,0,21]  ;  21  ;  4
[22,15,13]  ;  0  ;  0
[16,4,0]  ;  0  ;  0
[1,16,1]  ;  34  ;  23
[22,2,5]  ;  0  ;  0
[8,21,2]  ;  34  ;  39
[10,9,7]  ;  20  ;  4
[6,18,6]  ;  0  ;  0
[10,17,15]  ;  28  ;  23
[11,13,3]  ;  35  ;  58
[16,16,3]  ;  0  ;  0
[17,18,2]  ;  18  ;  7
[9,5,20]  ;  24  ;  17
[8,14,7]  ;  0  ;  0
[6,22,7]  ;  29  ;  20
[24,23,5]  ;  42  ;  151
[22,6,18]  ;  33  ;  34
[5,8,7]  ;  0  ;  0
[18,9,22]  ;  0  ;  0
[6,10,0]  ;  23  ;  8
[15,18,8]  ;  28  ;  30
[5,8,10]  ;  0  ;  0
[6,12,15]  ;  20  ;  11
[11,8,22]  ;  0  ;  0
[7,8,0]  ;  0  ;  0
[9,13,4]  ;  18  ;  5
[0,5,24]  ;  49  ;  229
[17,17,19]  ;  0  ;  0
[15,11,17]  ;  0  ;  0
[0,2,6]  ;  0  ;  0
[5,13,22]  ;  26  ;  32
[12,17,14]  ;  0  ;  0
[16,15,10]  ;  0  ;  0
[7,22,12]  ;  0  ;  0
[15,2,22]  ;  0  ;  0
[14,16,2]  ;  25  ;  9
[1,19,13]  ;  0  ;  0
[1,18,3]  ;  31  ;  26
[9,12,19]  ;  0  ;  0
[12,13,20]  ;  0  ;  0
[5,1,8]  ;  0  ;  0
[5,22,3]  ;  0  ;  0
[23,13,13]  ;  0  ;  0
[14,22,6]  ;  28  ;  35
[17,22,22]  ;  43  ;  182
[4,8,1]  ;  0  ;  0
[10,1,2]  ;  0  ;  0
[22,3,9]  ;  39  ;  64
[13,24,15]  ;  0  ;  0
[10,13,17]  ;  20  ;  5
[14,15,22]  ;  23  ;  6
[12,15,4]  ;  0  ;  0
[22,9,3]  ;  40  ;  77
[3,10,21]  ;  12  ;  2
[3,15,14]  ;  36  ;  44
[17,16,1]  ;  26  ;  7
[18,4,1]  ;  25  ;  8
[10,5,8]  ;  0  ;  0
[9,24,18]  ;  35  ;  61
[17,19,10]  ;  0  ;  0
[20,18,1]  ;  0  ;  0
[11,10,22]  ;  18  ;  4
[13,14,22]  ;  0  ;  0
[16,14,8]  ;  0  ;  0
[18,1,12]  ;  0  ;  0
[9,15,7]  ;  22  ;  6
[5,9,20]  ;  28  ;  66
[7,6,20]  ;  29  ;  25
[5,14,24]  ;  29  ;  25
[4,19,17]  ;  0  ;  0
[3,3,23]  ;  26  ;  7
[0,6,12]  ;  31  ;  14
[9,18,18]  ;  16  ;  5
[5,4,2]  ;  24  ;  21
[4,7,20]  ;  0  ;  0
[11,9,6]  ;  0  ;  0
[23,12,3]  ;  0  ;  0
[8,4,20]  ;  0  ;  0
[9,5,3]  ;  18  ;  3
[21,14,10]  ;  0  ;  0
[4,9,24]  ;  9  ;  1
[22,1,18]  ;  23  ;  9
[7,23,9]  ;  40  ;  127
[1,22,6]  ;  0  ;  0
[1,10,11]  ;  0  ;  0
[2,19,24]  ;  0  ;  0
[9,0,24]  ;  0  ;  0
[8,24,1]  ;  30  ;  34
[14,17,5]  ;  29  ;  17
[14,14,18]  ;  30  ;  41
[20,2,1]  ;  30  ;  26
[8,1,4]  ;  0  ;  0
[18,2,4]  ;  0  ;  0
[23,22,16]  ;  16  ;  5
[10,8,3]  ;  25  ;  15
[14,24,23]  ;  0  ;  0
[20,20,12]  ;  31  ;  38
[18,3,19]  ;  0  ;  0
[17,13,16]  ;  0  ;  0
[6,14,23]  ;  0  ;  0
[5,20,15]  ;  0  ;  0
[15,10,23]  ;  31  ;  85
[13,12,11]  ;  9  ;  0
[9,3,14]  ;  17  ;  6
[8,7,17]  ;  18  ;  3
[5,6,12]  ;  0  ;  0
[11,22,5]  ;  30  ;  33
[14,21,3]  ;  3  ;  1
[20,0,1]  ;  55  ;  348
[21,9,0]  ;  37  ;  41
[19,6,23]  ;  0  ;  0
[24,0,7]  ;  0  ;  0
[22,6,9]  ;  0  ;  0
[20,13,8]  ;  21  ;  4
[20,22,22]  ;  0  ;  0
[1,3,6]  ;  23  ;  20
[20,3,6]  ;  23  ;  11
[12,14,12]  ;  20  ;  12
[14,19,19]  ;  0  ;  0
[11,0,2]  ;  25  ;  4
[2,22,19]  ;  0  ;  0
[14,7,10]  ;  37  ;  78
[23,17,14]  ;  26  ;  15
[8,3,0]  ;  0  ;  0
[21,22,8]  ;  0  ;  0
[18,7,20]  ;  16  ;  4
[22,11,15]  ;  20  ;  9
[6,0,0]  ;  38  ;  31
[22,2,18]  ;  31  ;  34
[7,1,1]  ;  0  ;  0
[2,19,10]  ;  22  ;  13
[10,19,5]  ;  23  ;  7
[15,3,12]  ;  13  ;  2
[12,15,14]  ;  14  ;  3
[8,21,17]  ;  34  ;  65
[3,17,14]  ;  0  ;  0
[0,14,0]  ;  14  ;  2
[19,19,6]  ;  0  ;  0
[1,12,5]  ;  17  ;  5
[18,18,18]  ;  0  ;  0
[7,22,10]  ;  40  ;  128
[23,9,9]  ;  0  ;  0
[14,17,14]  ;  0  ;  0
[13,21,22]  ;  0  ;  0
[1,19,0]  ;  0  ;  0
[13,16,24]  ;  32  ;  48
[5,4,22]  ;  29  ;  26
[13,10,1]  ;  0  ;  0
[11,7,17]  ;  26  ;  10
[15,8,5]  ;  0  ;  0
[24,9,24]  ;  34  ;  36
[12,0,20]  ;  32  ;  28
[15,18,0]  ;  25  ;  13
[9,22,19]  ;  0  ;  0
[2,18,9]  ;  0  ;  0
[15,19,13]  ;  0  ;  0
[16,13,3]  ;  20  ;  9
[10,24,14]  ;  40  ;  91
[14,14,10]  ;  0  ;  0
[23,23,22]  ;  0  ;  0
[23,22,18]  ;  0  ;  0
[17,1,6]  ;  0  ;  0
[21,14,7]  ;  0  ;  0
[21,11,10]  ;  18  ;  5
[2,12,22]  ;  9  ;  0
[3,12,10]  ;  0  ;  0
[5,24,13]  ;  12  ;  1
[18,9,5]  ;  0  ;  0
[2,20,23]  ;  0  ;  0
[10,16,12]  ;  23  ;  16
[10,7,11]  ;  0  ;  0
[18,17,9]  ;  0  ;  0
[2,22,17]  ;  32  ;  17
[9,17,6]  ;  0  ;  0
[24,16,15]  ;  0  ;  0
[17,11,5]  ;  0  ;  0
[13,22,19]  ;  0  ;  0
[6,22,23]  ;  52  ;  261
[12,2,8]  ;  0  ;  0
[9,1,20]  ;  26  ;  27
[8,4,8]  ;  0  ;  0
[4,18,15]  ;  0  ;  0
[6,11,22]  ;  15  ;  2
[21,11,20]  ;  23  ;  14
[18,21,12]  ;  0  ;  0
[3,6,3]  ;  34  ;  61
[21,7,13]  ;  19  ;  7
[14,18,19]  ;  0  ;  0
[16,1,16]  ;  0  ;  0
[14,6,2]  ;  26  ;  6
[20,13,6]  ;  32  ;  31
[18,3,8]  ;  33  ;  33
[1,6,17]  ;  19  ;  3
[20,1,11]  ;  0  ;  0
[8,13,14]  ;  0  ;  0
[23,12,4]  ;  0  ;  0
[21,21,23]  ;  0  ;  0
[16,5,1]  ;  0  ;  0
[16,5,8]  ;  0  ;  0
[12,10,3]  ;  0  ;  0
[9,12,22]  ;  8  ;  0
[15,4,8]  ;  0  ;  0
[9,14,17]  ;  6  ;  0
[10,13,14]  ;  9  ;  1
[6,17,12]  ;  0  ;  0
[13,9,17]  ;  0  ;  0
[13,15,2]  ;  12  ;  1
[6,1,21]  ;  29  ;  31
[2,5,15]  ;  0  ;  0
[12,0,24]  ;  21  ;  6
[13,0,24]  ;  0  ;  0
[24,24,16]  ;  0  ;  0
[16,6,6]  ;  30  ;  28
[7,15,20]  ;  36  ;  68
[0,24,14]  ;  0  ;  0
[1,3,2]  ;  0  ;  0
[7,21,1]  ;  44  ;  144
[9,9,19]  ;  0  ;  0
[21,21,15]  ;  12  ;  2
[13,19,15]  ;  30  ;  30
[18,24,14]  ;  20  ;  5
[1,8,16]  ;  37  ;  53
[23,4,1]  ;  14  ;  1
[22,13,9]  ;  34  ;  33
[16,3,17]  ;  20  ;  4
[22,5,20]  ;  0  ;  0
[21,20,16]  ;  0  ;  0
[11,0,24]  ;  24  ;  18
[6,11,21]  ;  16  ;  6
[7,12,21]  ;  0  ;  0
[12,23,23]  ;  23  ;  10
[7,13,23]  ;  30  ;  33
[21,2,20]  ;  16  ;  2
[6,23,21]  ;  0  ;  0
[11,0,1]  ;  35  ;  53
[23,14,17]  ;  49  ;  178
[23,14,7]  ;  34  ;  31
[15,20,22]  ;  0  ;  0
[9,18,23]  ;  33  ;  31
[7,1,4]  ;  23  ;  7
[3,23,23]  ;  0  ;  0
[12,15,3]  ;  0  ;  0
[11,9,15]  ;  7  ;  1
[9,6,8]  ;  9  ;  0
[12,5,13]  ;  20  ;  8
[0,1,16]  ;  15  ;  2
[12,3,24]  ;  0  ;  0
[9,6,15]  ;  0  ;  0
[15,2,16]  ;  29  ;  39
[0,1,5]  ;  0  ;  0
[11,17,6]  ;  28  ;  20
[11,6,5]  ;  24  ;  10
[18,0,6]  ;  0  ;  0
[3,0,2]  ;  18  ;  1
[8,15,2]  ;  4  ;  1
[11,24,1]  ;  18  ;  3
[19,13,7]  ;  22  ;  7
[6,19,4]  ;  23  ;  7
[6,13,9]  ;  7  ;  0
[11,4,4]  ;  36  ;  74
[18,5,14]  ;  20  ;  3
[20,9,17]  ;  0  ;  0
[7,13,18]  ;  28  ;  27
[23,23,20]  ;  0  ;  0
[17,7,23]  ;  20  ;  9
[3,21,5]  ;  0  ;  0
[23,2,13]  ;  0  ;  0
[9,14,23]  ;  25  ;  16
[8,24,0]  ;  37  ;  84
[12,23,12]  ;  27  ;  16
[9,23,5]  ;  0  ;  0
[3,0,21]  ;  37  ;  56
[4,6,6]  ;  22  ;  6
[16,1,24]  ;  0  ;  0
[24,20,4]  ;  0  ;  0
[19,21,7]  ;  39  ;  81
[20,24,1]  ;  54  ;  295
[7,16,11]  ;  30  ;  22
[15,4,15]  ;  0  ;  0
[12,20,21]  ;  40  ;  118
[6,2,3]  ;  0  ;  0
[18,11,8]  ;  0  ;  0
[6,13,10]  ;  13  ;  3
[13,22,11]  ;  35  ;  76
[11,5,11]  ;  0  ;  0
[2,10,4]  ;  0  ;  0
[16,19,17]  ;  27  ;  28
[17,11,4]  ;  0  ;  0
[19,1,2]  ;  0  ;  0
[16,10,13]  ;  0  ;  0
[21,17,19]  ;  0  ;  0
[7,6,1]  ;  0  ;  0
[2,10,2]  ;  39  ;  56
[3,5,5]  ;  0  ;  0
[10,20,22]  ;  18  ;  6
[4,12,22]  ;  0  ;  0
[3,5,20]  ;  26  ;  11
[4,23,2]  ;  0  ;  0
[22,4,17]  ;  0  ;  0
[4,19,15]  ;  0  ;  0
[2,1,2]  ;  37  ;  39
[0,24,3]  ;  0  ;  0
[0,11,0]  ;  30  ;  32
[6,14,9]  ;  0  ;  0
[10,14,10]  ;  29  ;  29
[21,4,0]  ;  0  ;  0
[13,8,9]  ;  0  ;  0
[18,21,17]  ;  0  ;  0
[24,17,0]  ;  0  ;  0
[12,8,8]  ;  0  ;  0
[23,7,8]  ;  27  ;  21
[13,18,0]  ;  33  ;  38
[7,12,12]  ;  0  ;  0
[5,9,16]  ;  24  ;  8
[21,3,20]  ;  0  ;  0
[11,5,14]  ;  0  ;  0
[6,7,21]  ;  0  ;  0
[5,7,0]  ;  24  ;  7
[12,16,4]  ;  29  ;  44
[19,1,20]  ;  0  ;  0
[17,10,7]  ;  25  ;  13
[1,10,12]  ;  6  ;  0
[0,5,14]  ;  30  ;  23
[24,23,8]  ;  0  ;  0
[4,24,22]  ;  0  ;  0
[10,13,9]  ;  0  ;  0
[10,3,8]  ;  26  ;  23
[5,12,1]  ;  0  ;  0
[6,20,12]  ;  0  ;  0
[12,0,9]  ;  0  ;  0
[3,16,5]  ;  32  ;  40
[11,21,23]  ;  0  ;  0
[15,2,12]  ;  0  ;  0
