------ Execution Data ------ 

Tamanho do Cubo: 25x25x25
N° de Células: 15625
Células Bloqueadas: 4687 (30%)
Número de Rotas (Start- Goal): 6000

 Block   ;G(n) ;Tempo (ms) 
[11,0,6]  ;  0  ;  0
[7,1,5]  ;  14  ;  4
[12,9,17]  ;  0  ;  0
[24,10,4]  ;  0  ;  0
[12,21,24]  ;  0  ;  0
[4,5,14]  ;  0  ;  0
[4,6,20]  ;  7  ;  1
[22,2,21]  ;  27  ;  21
[2,4,0]  ;  0  ;  0
[2,1,8]  ;  40  ;  124
[7,15,9]  ;  0  ;  0
[8,2,13]  ;  14  ;  4
[17,12,21]  ;  0  ;  0
[1,16,11]  ;  0  ;  0
[7,5,14]  ;  21  ;  11
[1,14,18]  ;  0  ;  0
[24,16,19]  ;  0  ;  0
[0,16,16]  ;  0  ;  0
[24,11,15]  ;  0  ;  0
[20,16,8]  ;  0  ;  0
[23,6,22]  ;  0  ;  0
[1,3,19]  ;  0  ;  0
[20,16,17]  ;  10  ;  1
[7,19,11]  ;  0  ;  0
[2,4,2]  ;  0  ;  0
[17,16,24]  ;  16  ;  3
[23,8,0]  ;  0  ;  0
[3,19,16]  ;  0  ;  0
[18,6,3]  ;  0  ;  0
[0,9,17]  ;  0  ;  0
[14,6,19]  ;  0  ;  0
[10,18,7]  ;  17  ;  4
[23,9,18]  ;  0  ;  0
[11,6,1]  ;  25  ;  18
[4,24,12]  ;  15  ;  3
[8,7,7]  ;  17  ;  1
[3,15,19]  ;  21  ;  15
[14,24,20]  ;  0  ;  0
[6,15,1]  ;  24  ;  19
[21,14,0]  ;  0  ;  0
[12,12,10]  ;  23  ;  10
[0,19,14]  ;  34  ;  117
[16,20,9]  ;  20  ;  5
[6,5,10]  ;  21  ;  12
[4,5,22]  ;  18  ;  4
[3,16,3]  ;  0  ;  0
[15,16,23]  ;  0  ;  0
[10,23,3]  ;  46  ;  155
[24,5,13]  ;  47  ;  149
[8,21,18]  ;  0  ;  0
[16,15,8]  ;  6  ;  0
[2,16,6]  ;  0  ;  0
[14,15,19]  ;  6  ;  0
[11,13,7]  ;  24  ;  12
[17,5,5]  ;  0  ;  0
[23,23,2]  ;  32  ;  26
[0,11,10]  ;  7  ;  0
[13,5,5]  ;  0  ;  0
[8,2,8]  ;  38  ;  102
[6,3,8]  ;  0  ;  0
[14,22,0]  ;  0  ;  0
[15,16,1]  ;  37  ;  48
[22,13,2]  ;  23  ;  6
[2,15,2]  ;  21  ;  5
[6,24,14]  ;  19  ;  8
[11,6,0]  ;  32  ;  19
[17,2,9]  ;  0  ;  0
[2,12,20]  ;  22  ;  10
[3,7,23]  ;  45  ;  149
[4,11,17]  ;  22  ;  4
[19,1,0]  ;  0  ;  0
[15,10,8]  ;  0  ;  0
[20,5,23]  ;  42  ;  113
[0,9,20]  ;  0  ;  0
[4,21,24]  ;  0  ;  0
[1,4,20]  ;  0  ;  0
[16,19,19]  ;  36  ;  94
[2,16,15]  ;  35  ;  60
[14,7,13]  ;  0  ;  0
[7,17,19]  ;  38  ;  52
[15,11,14]  ;  14  ;  2
[2,24,21]  ;  0  ;  0
[6,22,4]  ;  25  ;  15
[15,8,10]  ;  0  ;  0
[8,4,17]  ;  0  ;  0
[0,2,18]  ;  29  ;  35
[20,7,11]  ;  0  ;  0
[19,5,11]  ;  42  ;  104
[10,4,8]  ;  23  ;  10
[6,12,17]  ;  0  ;  0
[3,10,1]  ;  24  ;  8
[5,9,22]  ;  10  ;  0
[16,19,20]  ;  0  ;  0
[6,6,16]  ;  0  ;  0
[14,17,15]  ;  13  ;  2
[20,15,17]  ;  23  ;  15
[4,5,4]  ;  0  ;  0
[18,7,3]  ;  14  ;  4
[10,2,20]  ;  37  ;  131
[16,18,17]  ;  0  ;  0
[13,17,19]  ;  0  ;  0
[6,18,0]  ;  0  ;  0
[19,18,5]  ;  0  ;  0
[0,18,18]  ;  13  ;  3
[3,11,0]  ;  0  ;  0
[1,6,24]  ;  0  ;  0
[17,19,14]  ;  27  ;  25
[18,24,10]  ;  7  ;  0
[17,2,15]  ;  19  ;  10
[2,13,18]  ;  0  ;  0
[6,24,20]  ;  39  ;  98
[23,20,22]  ;  0  ;  0
[14,16,1]  ;  0  ;  0
[17,4,11]  ;  33  ;  40
[20,13,2]  ;  0  ;  0
[5,10,10]  ;  23  ;  19
[12,23,15]  ;  25  ;  13
[10,22,20]  ;  0  ;  0
[10,9,3]  ;  22  ;  8
[13,18,17]  ;  0  ;  0
[6,3,13]  ;  0  ;  0
[3,19,20]  ;  17  ;  6
[5,2,24]  ;  0  ;  0
[0,2,13]  ;  25  ;  20
[18,7,4]  ;  21  ;  7
[20,13,7]  ;  0  ;  0
[10,3,10]  ;  0  ;  0
[9,17,19]  ;  0  ;  0
[2,8,24]  ;  0  ;  0
[24,21,15]  ;  29  ;  27
[12,19,12]  ;  16  ;  3
[12,3,3]  ;  0  ;  0
[19,16,19]  ;  17  ;  6
[13,0,13]  ;  0  ;  0
[4,10,22]  ;  0  ;  0
[15,6,4]  ;  42  ;  145
[1,2,21]  ;  26  ;  5
[11,22,3]  ;  0  ;  0
[23,7,14]  ;  0  ;  0
[17,17,20]  ;  17  ;  7
[18,19,20]  ;  0  ;  0
[13,14,13]  ;  20  ;  9
[3,24,11]  ;  47  ;  194
[5,23,24]  ;  0  ;  0
[5,18,12]  ;  0  ;  0
[16,11,1]  ;  0  ;  0
[20,1,6]  ;  0  ;  0
[1,20,19]  ;  28  ;  7
[17,20,8]  ;  15  ;  3
[20,10,22]  ;  0  ;  0
[16,20,22]  ;  33  ;  40
[13,20,12]  ;  14  ;  2
[11,5,12]  ;  0  ;  0
[3,4,11]  ;  0  ;  0
[6,12,6]  ;  27  ;  9
[10,9,0]  ;  0  ;  0
[0,20,18]  ;  0  ;  0
[15,19,1]  ;  0  ;  0
[3,4,5]  ;  0  ;  0
[24,13,23]  ;  18  ;  6
[19,1,19]  ;  0  ;  0
[13,18,3]  ;  0  ;  0
[16,11,3]  ;  0  ;  0
[19,15,5]  ;  0  ;  0
[9,11,22]  ;  0  ;  0
[10,15,7]  ;  27  ;  28
[2,0,10]  ;  0  ;  0
[8,22,10]  ;  20  ;  12
[14,15,12]  ;  0  ;  0
[24,22,15]  ;  40  ;  28
[6,14,14]  ;  26  ;  21
[19,4,18]  ;  35  ;  42
[19,0,9]  ;  0  ;  0
[11,14,5]  ;  19  ;  6
[7,17,10]  ;  0  ;  0
[3,12,1]  ;  0  ;  0
[2,12,14]  ;  0  ;  0
[23,10,15]  ;  34  ;  42
[13,2,23]  ;  0  ;  0
[16,22,2]  ;  24  ;  10
[3,17,23]  ;  0  ;  0
[0,4,2]  ;  30  ;  23
[0,24,15]  ;  0  ;  0
[6,9,19]  ;  6  ;  1
[23,16,5]  ;  0  ;  0
[5,14,4]  ;  0  ;  0
[19,12,22]  ;  0  ;  0
[13,17,21]  ;  18  ;  4
[10,15,21]  ;  23  ;  8
[5,4,8]  ;  0  ;  0
[3,2,23]  ;  0  ;  0
[10,10,16]  ;  20  ;  9
[23,3,2]  ;  21  ;  3
[6,14,11]  ;  0  ;  0
[0,17,19]  ;  24  ;  8
[3,18,4]  ;  0  ;  0
[14,9,4]  ;  17  ;  4
[15,5,18]  ;  0  ;  0
[7,24,16]  ;  0  ;  0
[24,20,24]  ;  32  ;  47
[9,24,0]  ;  45  ;  131
[22,13,16]  ;  38  ;  71
[7,23,23]  ;  43  ;  168
[1,5,1]  ;  0  ;  0
[17,10,21]  ;  0  ;  0
[10,0,20]  ;  15  ;  4
[0,7,17]  ;  0  ;  0
[16,1,12]  ;  0  ;  0
[20,4,0]  ;  0  ;  0
[21,14,21]  ;  0  ;  0
[24,8,6]  ;  0  ;  0
[3,17,7]  ;  0  ;  0
[20,9,11]  ;  13  ;  4
[0,16,1]  ;  36  ;  58
[4,5,11]  ;  0  ;  0
[24,4,24]  ;  0  ;  0
[11,14,3]  ;  0  ;  0
[15,23,22]  ;  0  ;  0
[7,4,7]  ;  0  ;  0
[8,22,1]  ;  10  ;  1
[12,1,0]  ;  35  ;  62
[23,10,5]  ;  0  ;  0
[20,7,2]  ;  0  ;  0
[15,5,8]  ;  0  ;  0
[8,13,17]  ;  0  ;  0
[24,11,16]  ;  0  ;  0
[24,21,7]  ;  32  ;  30
[13,14,15]  ;  0  ;  0
[22,6,7]  ;  0  ;  0
[5,7,13]  ;  0  ;  0
[11,2,3]  ;  7  ;  0
[11,13,18]  ;  32  ;  47
[13,14,1]  ;  20  ;  8
[1,19,11]  ;  0  ;  0
[5,18,0]  ;  20  ;  8
[2,19,1]  ;  0  ;  0
[10,17,1]  ;  30  ;  21
[20,4,23]  ;  0  ;  0
[12,11,8]  ;  0  ;  0
[13,1,24]  ;  24  ;  10
[14,13,4]  ;  24  ;  12
[20,21,4]  ;  0  ;  0
[7,19,4]  ;  7  ;  0
[0,17,13]  ;  0  ;  0
[18,20,22]  ;  29  ;  22
[10,17,14]  ;  0  ;  0
[8,24,8]  ;  29  ;  24
[12,23,8]  ;  14  ;  2
[13,22,24]  ;  0  ;  0
[21,3,13]  ;  0  ;  0
[15,7,2]  ;  0  ;  0
[11,16,9]  ;  0  ;  0
[5,3,16]  ;  0  ;  0
[16,21,8]  ;  0  ;  0
[0,17,12]  ;  0  ;  0
[6,15,22]  ;  0  ;  0
[9,5,1]  ;  0  ;  0
[21,0,24]  ;  46  ;  164
[9,10,9]  ;  24  ;  12
[6,5,15]  ;  0  ;  0
[19,10,16]  ;  37  ;  95
[14,15,7]  ;  0  ;  0
[3,6,20]  ;  22  ;  9
[9,21,12]  ;  0  ;  0
[7,7,5]  ;  0  ;  0
[18,12,23]  ;  21  ;  9
[7,20,14]  ;  0  ;  0
[18,15,12]  ;  0  ;  0
[18,23,11]  ;  0  ;  0
[23,15,1]  ;  0  ;  0
[7,5,12]  ;  14  ;  3
[6,17,5]  ;  0  ;  0
[18,10,20]  ;  29  ;  22
[10,4,21]  ;  26  ;  19
[20,22,1]  ;  23  ;  13
[4,20,23]  ;  19  ;  5
[22,9,8]  ;  0  ;  0
[3,23,0]  ;  0  ;  0
[19,17,9]  ;  25  ;  28
[22,4,18]  ;  55  ;  255
[17,9,1]  ;  0  ;  0
[12,3,10]  ;  0  ;  0
[7,18,6]  ;  45  ;  189
[12,5,8]  ;  17  ;  2
[5,19,9]  ;  0  ;  0
[9,8,18]  ;  0  ;  0
[9,4,4]  ;  22  ;  11
[5,5,23]  ;  0  ;  0
[2,4,21]  ;  28  ;  18
[4,10,16]  ;  27  ;  25
[23,15,0]  ;  34  ;  24
[18,6,8]  ;  19  ;  6
[22,11,24]  ;  24  ;  17
[16,12,5]  ;  0  ;  0
[17,8,8]  ;  30  ;  26
[9,5,2]  ;  0  ;  0
[0,11,6]  ;  0  ;  0
[1,24,5]  ;  0  ;  0
[6,17,20]  ;  0  ;  0
[23,17,7]  ;  28  ;  31
[22,17,6]  ;  15  ;  2
[10,18,0]  ;  42  ;  50
[8,11,16]  ;  0  ;  0
[16,17,3]  ;  0  ;  0
[7,20,10]  ;  0  ;  0
[23,17,17]  ;  0  ;  0
[17,2,14]  ;  25  ;  8
[12,6,24]  ;  38  ;  100
[8,15,5]  ;  0  ;  0
[19,1,17]  ;  25  ;  16
[7,16,14]  ;  0  ;  0
[24,19,20]  ;  0  ;  0
[16,4,15]  ;  0  ;  0
[19,7,15]  ;  0  ;  0
[4,21,15]  ;  0  ;  0
[24,18,24]  ;  0  ;  0
[21,24,6]  ;  0  ;  0
[23,1,18]  ;  28  ;  5
[17,12,4]  ;  0  ;  0
[6,13,7]  ;  0  ;  0
[4,17,4]  ;  28  ;  14
[18,12,19]  ;  0  ;  0
[14,12,18]  ;  13  ;  1
[12,5,7]  ;  13  ;  2
[2,24,19]  ;  26  ;  15
[22,7,16]  ;  0  ;  0
[10,13,10]  ;  15  ;  0
[3,10,24]  ;  0  ;  0
[18,15,2]  ;  0  ;  0
[23,9,6]  ;  0  ;  0
[15,21,0]  ;  7  ;  0
[2,21,5]  ;  0  ;  0
[4,8,12]  ;  0  ;  0
[23,8,7]  ;  40  ;  131
[0,3,2]  ;  0  ;  0
[10,20,17]  ;  26  ;  6
[6,6,7]  ;  22  ;  6
[0,14,18]  ;  26  ;  6
[21,17,15]  ;  0  ;  0
[5,24,15]  ;  0  ;  0
[6,15,20]  ;  34  ;  78
[11,21,3]  ;  18  ;  8
[6,7,9]  ;  0  ;  0
[3,2,16]  ;  0  ;  0
[20,20,18]  ;  12  ;  2
[11,20,4]  ;  25  ;  7
[0,23,17]  ;  33  ;  109
[15,1,7]  ;  28  ;  24
[9,3,8]  ;  29  ;  36
[22,13,13]  ;  0  ;  0
[19,22,4]  ;  42  ;  144
[2,14,7]  ;  0  ;  0
[14,6,23]  ;  0  ;  0
[8,24,22]  ;  0  ;  0
[1,15,5]  ;  0  ;  0
[21,4,20]  ;  0  ;  0
[19,4,3]  ;  0  ;  0
[2,0,5]  ;  25  ;  7
[23,8,24]  ;  45  ;  140
[19,1,7]  ;  0  ;  0
[0,18,12]  ;  0  ;  0
[7,13,7]  ;  17  ;  3
[10,10,14]  ;  0  ;  0
[24,16,12]  ;  24  ;  14
[21,15,23]  ;  0  ;  0
[15,1,23]  ;  0  ;  0
[11,12,5]  ;  23  ;  3
[1,24,3]  ;  38  ;  72
[21,2,13]  ;  0  ;  0
[23,21,12]  ;  31  ;  41
[24,10,0]  ;  0  ;  0
[24,5,18]  ;  0  ;  0
[24,13,19]  ;  31  ;  50
[2,22,0]  ;  53  ;  306
[9,3,5]  ;  16  ;  2
[12,3,13]  ;  21  ;  15
[22,22,4]  ;  0  ;  0
[23,0,23]  ;  0  ;  0
[9,1,24]  ;  37  ;  46
[12,1,17]  ;  29  ;  34
[15,17,19]  ;  0  ;  0
[22,9,15]  ;  0  ;  0
[9,2,2]  ;  10  ;  1
[11,6,11]  ;  27  ;  7
[20,19,13]  ;  37  ;  153
[22,11,14]  ;  22  ;  7
[2,14,18]  ;  0  ;  0
[14,5,23]  ;  0  ;  0
[24,1,5]  ;  8  ;  0
[11,14,15]  ;  0  ;  0
[9,20,19]  ;  0  ;  0
[0,8,16]  ;  0  ;  0
[6,7,3]  ;  25  ;  17
[0,14,4]  ;  13  ;  2
[0,6,4]  ;  45  ;  213
[19,0,12]  ;  0  ;  0
[5,11,1]  ;  0  ;  0
[11,6,19]  ;  0  ;  0
[12,19,19]  ;  29  ;  23
[5,0,17]  ;  0  ;  0
[14,11,3]  ;  0  ;  0
[8,14,22]  ;  0  ;  0
[9,19,23]  ;  28  ;  31
[8,6,2]  ;  20  ;  11
[7,22,6]  ;  0  ;  0
[3,15,7]  ;  25  ;  26
[17,5,15]  ;  0  ;  0
[1,6,18]  ;  0  ;  0
[10,7,2]  ;  0  ;  0
[0,7,0]  ;  23  ;  7
[22,11,16]  ;  0  ;  0
[17,24,3]  ;  20  ;  10
[22,23,3]  ;  43  ;  104
[19,2,22]  ;  19  ;  5
[6,13,18]  ;  27  ;  33
[17,13,0]  ;  0  ;  0
[3,18,16]  ;  0  ;  0
[10,5,16]  ;  0  ;  0
[6,4,5]  ;  24  ;  8
[4,15,16]  ;  24  ;  7
[3,13,5]  ;  0  ;  0
[4,6,4]  ;  38  ;  83
[24,20,15]  ;  0  ;  0
[10,22,1]  ;  0  ;  0
[13,15,9]  ;  0  ;  0
[20,3,5]  ;  39  ;  140
[20,4,14]  ;  15  ;  4
[15,11,15]  ;  6  ;  1
[21,2,3]  ;  0  ;  0
[4,18,23]  ;  36  ;  79
[5,18,6]  ;  0  ;  0
[9,15,16]  ;  0  ;  0
[8,24,2]  ;  0  ;  0
[5,20,3]  ;  21  ;  4
[1,1,23]  ;  13  ;  2
[18,4,3]  ;  25  ;  21
[6,13,3]  ;  0  ;  0
[18,8,11]  ;  31  ;  34
[18,8,12]  ;  14  ;  4
[14,20,3]  ;  0  ;  0
[12,17,19]  ;  16  ;  3
[23,3,8]  ;  0  ;  0
[21,12,11]  ;  21  ;  7
[5,3,18]  ;  0  ;  0
[15,12,19]  ;  0  ;  0
[10,4,22]  ;  0  ;  0
[6,5,16]  ;  0  ;  0
[12,2,5]  ;  24  ;  10
[6,9,7]  ;  32  ;  49
[24,9,3]  ;  28  ;  25
[20,5,4]  ;  14  ;  3
[0,23,4]  ;  0  ;  0
[4,3,6]  ;  28  ;  21
[0,20,12]  ;  45  ;  113
[2,24,6]  ;  0  ;  0
[18,10,12]  ;  33  ;  60
[22,21,23]  ;  24  ;  15
[0,21,7]  ;  35  ;  59
[3,24,9]  ;  20  ;  3
[20,13,15]  ;  27  ;  16
[13,12,17]  ;  0  ;  0
[16,4,1]  ;  19  ;  5
[12,1,21]  ;  0  ;  0
[15,6,1]  ;  33  ;  34
[24,18,12]  ;  0  ;  0
[3,21,19]  ;  0  ;  0
[4,0,5]  ;  0  ;  0
[24,23,4]  ;  34  ;  43
[21,24,1]  ;  0  ;  0
[21,10,9]  ;  0  ;  0
[6,11,18]  ;  14  ;  2
[7,21,8]  ;  0  ;  0
[4,12,12]  ;  0  ;  0
[24,9,20]  ;  0  ;  0
[13,16,5]  ;  0  ;  0
[22,8,18]  ;  17  ;  4
[14,10,2]  ;  34  ;  70
[10,3,13]  ;  0  ;  0
[24,0,14]  ;  36  ;  57
[20,0,22]  ;  0  ;  0
[19,3,16]  ;  0  ;  0
[18,17,13]  ;  0  ;  0
[22,11,19]  ;  36  ;  56
[1,15,12]  ;  21  ;  8
[13,0,16]  ;  0  ;  0
[0,1,4]  ;  0  ;  0
[11,24,12]  ;  0  ;  0
[1,10,0]  ;  24  ;  17
[13,18,15]  ;  34  ;  50
[9,8,17]  ;  29  ;  20
[15,2,9]  ;  0  ;  0
[23,23,24]  ;  0  ;  0
[16,19,13]  ;  32  ;  28
[0,3,20]  ;  16  ;  4
[1,1,16]  ;  0  ;  0
[9,8,6]  ;  20  ;  7
[3,14,13]  ;  0  ;  0
[6,13,16]  ;  0  ;  0
[24,8,18]  ;  33  ;  37
[2,17,22]  ;  29  ;  21
[21,23,14]  ;  31  ;  13
[14,21,13]  ;  0  ;  0
[13,2,17]  ;  27  ;  8
[24,8,0]  ;  0  ;  0
[1,17,6]  ;  32  ;  18
[17,21,15]  ;  14  ;  3
[14,3,10]  ;  0  ;  0
[10,20,1]  ;  0  ;  0
[16,24,7]  ;  37  ;  49
[17,11,7]  ;  0  ;  0
[19,8,24]  ;  0  ;  0
[18,4,6]  ;  0  ;  0
[4,3,14]  ;  0  ;  0
[24,16,18]  ;  32  ;  29
[21,14,15]  ;  0  ;  0
[12,18,11]  ;  32  ;  92
[3,4,17]  ;  33  ;  38
[9,22,11]  ;  0  ;  0
[19,17,16]  ;  20  ;  5
[15,22,16]  ;  29  ;  29
[19,10,4]  ;  16  ;  4
[17,22,19]  ;  24  ;  18
[1,12,15]  ;  0  ;  0
[16,8,5]  ;  0  ;  0
[10,5,14]  ;  0  ;  0
[15,15,21]  ;  0  ;  0
[2,21,20]  ;  0  ;  0
[12,11,19]  ;  0  ;  0
[8,10,9]  ;  0  ;  0
[12,21,15]  ;  14  ;  4
[24,23,18]  ;  0  ;  0
[17,5,8]  ;  31  ;  32
[17,23,12]  ;  38  ;  74
[12,8,20]  ;  17  ;  6
[10,1,0]  ;  28  ;  9
[9,13,3]  ;  0  ;  0
[9,13,15]  ;  0  ;  0
[20,15,10]  ;  33  ;  39
[20,5,9]  ;  29  ;  30
[10,22,17]  ;  36  ;  56
[16,7,8]  ;  31  ;  42
[13,16,17]  ;  23  ;  14
[20,1,12]  ;  0  ;  0
[2,12,18]  ;  27  ;  12
[22,21,17]  ;  0  ;  0
[21,12,10]  ;  0  ;  0
[1,13,22]  ;  13  ;  2
[24,23,15]  ;  0  ;  0
[9,10,18]  ;  14  ;  3
[9,18,10]  ;  0  ;  0
[20,20,8]  ;  37  ;  84
[15,1,20]  ;  0  ;  0
[0,3,9]  ;  0  ;  0
[12,17,24]  ;  0  ;  0
[19,22,2]  ;  13  ;  4
[0,23,15]  ;  0  ;  0
[2,23,7]  ;  24  ;  9
[0,18,10]  ;  24  ;  15
[16,3,21]  ;  14  ;  2
[20,11,14]  ;  13  ;  8
[9,0,10]  ;  15  ;  3
[22,18,17]  ;  27  ;  11
[22,8,22]  ;  39  ;  70
[2,6,5]  ;  0  ;  0
[24,4,13]  ;  0  ;  0
[6,17,0]  ;  24  ;  17
[14,24,15]  ;  30  ;  18
[16,15,2]  ;  0  ;  0
[24,9,13]  ;  0  ;  0
[17,10,24]  ;  0  ;  0
[12,16,18]  ;  23  ;  14
[24,7,4]  ;  21  ;  4
[10,3,16]  ;  25  ;  16
[7,18,10]  ;  26  ;  16
[13,21,14]  ;  0  ;  0
[21,13,24]  ;  0  ;  0
[6,9,22]  ;  32  ;  42
[0,20,20]  ;  0  ;  0
[6,10,15]  ;  0  ;  0
[11,6,9]  ;  39  ;  60
[7,6,10]  ;  0  ;  0
[5,1,24]  ;  0  ;  0
[17,0,4]  ;  0  ;  0
[14,9,7]  ;  0  ;  0
[21,12,20]  ;  7  ;  1
[20,13,5]  ;  19  ;  6
[14,8,16]  ;  0  ;  0
[20,19,20]  ;  8  ;  0
[17,16,17]  ;  14  ;  3
[5,0,18]  ;  20  ;  6
[7,15,5]  ;  0  ;  0
[20,22,2]  ;  32  ;  52
[7,15,1]  ;  0  ;  0
[20,23,22]  ;  32  ;  16
[18,0,21]  ;  0  ;  0
[11,12,14]  ;  0  ;  0
[13,3,3]  ;  0  ;  0
[16,24,13]  ;  0  ;  0
[22,19,6]  ;  0  ;  0
[10,0,10]  ;  0  ;  0
[21,13,17]  ;  29  ;  31
[0,10,18]  ;  0  ;  0
[15,8,1]  ;  0  ;  0
[22,20,24]  ;  10  ;  1
[17,20,13]  ;  33  ;  39
[0,2,19]  ;  16  ;  3
[22,0,9]  ;  26  ;  10
[7,2,9]  ;  0  ;  0
[8,20,9]  ;  29  ;  40
[15,18,6]  ;  10  ;  1
[5,5,4]  ;  12  ;  2
[19,14,10]  ;  0  ;  0
[13,22,6]  ;  38  ;  49
[3,10,17]  ;  0  ;  0
[3,21,11]  ;  0  ;  0
[24,4,3]  ;  0  ;  0
[23,5,12]  ;  0  ;  0
[20,24,13]  ;  0  ;  0
[16,7,14]  ;  18  ;  5
[8,15,16]  ;  12  ;  2
[4,10,2]  ;  8  ;  0
[20,18,3]  ;  0  ;  0
[7,2,5]  ;  0  ;  0
[6,21,2]  ;  14  ;  2
[8,12,10]  ;  19  ;  8
[13,6,14]  ;  0  ;  0
[7,17,7]  ;  9  ;  0
[14,1,23]  ;  0  ;  0
[17,12,5]  ;  23  ;  8
[3,18,8]  ;  16  ;  4
[19,1,8]  ;  40  ;  54
[10,14,1]  ;  0  ;  0
[2,21,3]  ;  39  ;  68
[22,6,21]  ;  27  ;  15
[12,10,17]  ;  0  ;  0
[23,22,22]  ;  23  ;  2
[20,7,12]  ;  0  ;  0
[22,17,22]  ;  28  ;  20
[14,4,18]  ;  0  ;  0
[15,13,17]  ;  25  ;  18
[4,7,10]  ;  29  ;  29
[9,12,14]  ;  15  ;  4
[5,15,18]  ;  29  ;  25
[16,16,13]  ;  0  ;  0
[10,0,3]  ;  0  ;  0
[12,10,13]  ;  18  ;  8
[0,8,11]  ;  37  ;  43
[7,5,3]  ;  0  ;  0
[11,10,8]  ;  0  ;  0
[3,13,4]  ;  0  ;  0
[8,17,0]  ;  36  ;  65
[20,24,0]  ;  38  ;  49
[22,9,20]  ;  0  ;  0
[3,5,14]  ;  0  ;  0
[6,18,14]  ;  0  ;  0
[19,12,23]  ;  0  ;  0
[16,5,4]  ;  38  ;  36
[3,18,2]  ;  0  ;  0
[20,10,1]  ;  0  ;  0
[10,11,11]  ;  0  ;  0
[4,3,23]  ;  0  ;  0
[13,24,20]  ;  30  ;  7
[1,21,23]  ;  36  ;  36
[21,11,17]  ;  0  ;  0
[2,15,17]  ;  16  ;  4
[6,12,22]  ;  18  ;  4
[18,21,2]  ;  0  ;  0
[24,16,13]  ;  0  ;  0
[11,16,8]  ;  0  ;  0
[17,16,19]  ;  0  ;  0
[12,1,10]  ;  20  ;  4
[18,17,17]  ;  0  ;  0
[6,3,20]  ;  29  ;  12
[4,3,12]  ;  22  ;  7
[11,24,14]  ;  28  ;  15
[14,13,12]  ;  0  ;  0
[18,1,3]  ;  0  ;  0
[14,22,23]  ;  0  ;  0
[16,18,8]  ;  22  ;  9
[2,1,7]  ;  20  ;  1
[14,6,4]  ;  0  ;  0
[14,14,24]  ;  29  ;  20
[4,14,4]  ;  23  ;  4
[15,21,6]  ;  0  ;  0
[5,10,6]  ;  0  ;  0
[14,7,17]  ;  37  ;  58
[2,11,24]  ;  0  ;  0
[23,17,21]  ;  40  ;  103
[4,6,15]  ;  0  ;  0
[1,9,8]  ;  0  ;  0
[10,14,8]  ;  20  ;  5
[24,6,1]  ;  0  ;  0
[13,2,15]  ;  0  ;  0
[9,12,7]  ;  29  ;  21
[5,12,16]  ;  11  ;  3
[8,7,0]  ;  28  ;  26
[24,11,4]  ;  0  ;  0
[9,4,10]  ;  34  ;  32
[23,21,16]  ;  17  ;  3
[23,16,24]  ;  0  ;  0
[16,7,19]  ;  28  ;  28
[3,16,7]  ;  26  ;  21
[4,10,8]  ;  22  ;  8
[8,8,3]  ;  31  ;  21
[7,1,3]  ;  0  ;  0
[6,23,12]  ;  0  ;  0
[6,21,20]  ;  0  ;  0
[22,20,12]  ;  23  ;  10
[0,21,19]  ;  22  ;  7
[6,10,6]  ;  21  ;  11
[19,0,8]  ;  0  ;  0
[16,5,16]  ;  26  ;  25
[19,3,12]  ;  0  ;  0
[4,5,10]  ;  0  ;  0
[21,11,16]  ;  17  ;  9
[22,2,22]  ;  0  ;  0
[22,6,4]  ;  0  ;  0
[15,18,14]  ;  0  ;  0
[3,3,10]  ;  0  ;  0
[7,9,11]  ;  0  ;  0
[17,5,13]  ;  30  ;  47
[19,13,19]  ;  16  ;  4
[13,0,12]  ;  0  ;  0
[20,13,11]  ;  23  ;  10
[9,4,5]  ;  0  ;  0
[18,12,5]  ;  0  ;  0
[8,7,22]  ;  0  ;  0
[10,4,16]  ;  20  ;  6
[21,18,1]  ;  0  ;  0
[20,10,10]  ;  0  ;  0
[18,12,6]  ;  34  ;  50
[1,14,11]  ;  0  ;  0
[15,9,23]  ;  29  ;  28
[7,12,3]  ;  0  ;  0
[7,19,10]  ;  19  ;  8
[1,15,6]  ;  0  ;  0
[7,6,23]  ;  24  ;  16
[10,12,0]  ;  0  ;  0
[6,8,13]  ;  0  ;  0
[8,6,6]  ;  23  ;  9
[21,1,22]  ;  0  ;  0
[17,5,1]  ;  0  ;  0
[0,1,8]  ;  47  ;  119
[14,15,20]  ;  0  ;  0
[11,10,0]  ;  0  ;  0
[3,11,22]  ;  0  ;  0
[8,9,13]  ;  0  ;  0
[8,15,0]  ;  0  ;  0
[22,5,8]  ;  17  ;  4
[10,22,2]  ;  32  ;  19
[17,16,23]  ;  17  ;  3
[2,5,1]  ;  43  ;  192
[18,4,15]  ;  24  ;  8
[18,24,4]  ;  27  ;  35
[9,8,3]  ;  0  ;  0
[11,15,17]  ;  0  ;  0
[2,15,23]  ;  0  ;  0
[18,19,17]  ;  0  ;  0
[19,11,13]  ;  23  ;  12
[12,8,24]  ;  37  ;  78
[23,10,10]  ;  0  ;  0
[11,7,13]  ;  0  ;  0
[0,2,4]  ;  0  ;  0
[2,3,0]  ;  27  ;  17
[9,15,15]  ;  0  ;  0
[16,8,11]  ;  25  ;  13
[9,4,12]  ;  36  ;  48
[24,1,1]  ;  0  ;  0
[2,14,21]  ;  12  ;  2
[15,15,18]  ;  0  ;  0
[4,20,2]  ;  0  ;  0
[23,4,23]  ;  26  ;  12
