------ Execution Data ------

Tamanho do Cubo: 15x15x15
N° de Células: 3375
Células Bloqueadas: 337 (10%)
Número de Rotas (Start- Goal): 3000
 
 Block   ;G(n) ;Tempo (ms) 
[6,10,3]  ;  20  ;  31
[11,5,0]  ;  16  ;  13
[9,10,7]  ;  10  ;  5
[14,0,12]  ;  25  ;  61
[4,1,4]  ;  10  ;  5
[0,4,14]  ;  14  ;  4
[14,9,11]  ;  24  ;  49
[8,0,1]  ;  0  ;  0
[10,10,12]  ;  25  ;  82
[1,3,4]  ;  6  ;  1
[7,4,12]  ;  7  ;  2
[12,11,1]  ;  0  ;  0
[6,12,1]  ;  0  ;  0
[7,13,6]  ;  15  ;  16
[7,14,3]  ;  4  ;  1
[14,5,13]  ;  27  ;  63
[5,0,9]  ;  16  ;  11
[11,5,2]  ;  12  ;  7
[3,3,8]  ;  16  ;  19
[7,14,12]  ;  25  ;  76
[8,13,5]  ;  0  ;  0
[8,8,2]  ;  13  ;  8
[14,9,2]  ;  15  ;  8
[8,14,10]  ;  0  ;  0
[9,12,1]  ;  0  ;  0
[0,6,3]  ;  18  ;  7
[13,13,10]  ;  18  ;  28
[11,2,3]  ;  9  ;  4
[3,13,4]  ;  11  ;  4
[13,7,10]  ;  18  ;  31
[2,0,9]  ;  23  ;  76
[1,1,0]  ;  26  ;  78
[12,12,11]  ;  0  ;  0
[8,7,2]  ;  15  ;  15
[11,10,8]  ;  14  ;  6
[11,12,12]  ;  10  ;  3
[4,4,7]  ;  13  ;  10
[13,5,10]  ;  0  ;  0
[0,8,9]  ;  9  ;  2
[13,9,6]  ;  0  ;  0
[14,2,0]  ;  19  ;  26
[8,11,0]  ;  0  ;  0
[8,13,10]  ;  22  ;  51
[14,6,9]  ;  18  ;  18
[4,11,1]  ;  0  ;  0
[2,4,8]  ;  13  ;  10
[14,14,6]  ;  0  ;  0
[3,3,14]  ;  0  ;  0
[6,11,3]  ;  12  ;  7
[6,1,1]  ;  24  ;  80
[12,13,8]  ;  10  ;  5
[12,11,11]  ;  16  ;  13
[8,12,10]  ;  13  ;  8
[6,1,14]  ;  16  ;  13
[12,6,2]  ;  12  ;  7
[4,13,8]  ;  15  ;  6
[9,1,5]  ;  19  ;  27
[6,5,12]  ;  7  ;  2
[3,14,2]  ;  16  ;  14
[4,10,5]  ;  2  ;  0
[0,1,5]  ;  0  ;  0
[3,14,9]  ;  23  ;  47
[2,2,8]  ;  0  ;  0
[13,6,9]  ;  4  ;  1
[14,0,13]  ;  34  ;  146
[8,3,4]  ;  15  ;  6
[3,4,12]  ;  12  ;  7
[0,1,3]  ;  16  ;  3
[3,4,8]  ;  8  ;  2
[14,7,6]  ;  20  ;  20
[7,3,12]  ;  13  ;  7
[3,2,3]  ;  13  ;  4
[1,4,12]  ;  20  ;  40
[10,3,7]  ;  0  ;  0
[12,14,9]  ;  5  ;  1
[13,2,6]  ;  0  ;  0
[4,10,2]  ;  14  ;  4
[9,11,2]  ;  0  ;  0
[7,3,9]  ;  5  ;  1
[5,10,8]  ;  13  ;  11
[0,3,10]  ;  18  ;  33
[1,13,12]  ;  19  ;  10
[4,3,12]  ;  0  ;  0
[0,4,7]  ;  8  ;  4
[13,0,7]  ;  18  ;  25
[2,13,3]  ;  18  ;  32
[2,6,1]  ;  26  ;  66
[11,9,13]  ;  0  ;  0
[10,1,1]  ;  0  ;  0
[6,5,9]  ;  10  ;  2
[3,5,5]  ;  10  ;  5
[7,4,1]  ;  23  ;  57
[7,8,14]  ;  0  ;  0
[5,2,12]  ;  21  ;  50
[4,0,2]  ;  0  ;  0
[13,8,11]  ;  29  ;  90
[13,0,1]  ;  12  ;  7
[8,13,12]  ;  20  ;  42
[8,12,6]  ;  2  ;  0
[14,3,11]  ;  11  ;  7
[10,9,0]  ;  18  ;  28
[9,6,1]  ;  12  ;  12
[2,11,3]  ;  24  ;  51
[0,12,11]  ;  0  ;  0
[6,14,10]  ;  10  ;  4
[2,2,2]  ;  5  ;  0
[8,9,2]  ;  8  ;  1
[14,6,2]  ;  16  ;  19
[0,9,6]  ;  25  ;  61
[8,0,8]  ;  12  ;  0
[7,12,13]  ;  28  ;  175
[7,3,2]  ;  0  ;  0
[8,1,5]  ;  8  ;  3
[14,4,1]  ;  20  ;  46
[13,13,5]  ;  7  ;  1
[1,3,12]  ;  25  ;  125
[10,8,10]  ;  11  ;  5
[13,8,9]  ;  4  ;  0
[9,5,4]  ;  16  ;  18
[11,3,0]  ;  22  ;  84
[0,13,8]  ;  25  ;  54
[7,14,5]  ;  14  ;  18
[14,5,7]  ;  4  ;  1
[3,13,12]  ;  11  ;  8
[7,12,2]  ;  11  ;  7
[3,4,1]  ;  20  ;  28
[7,9,10]  ;  11  ;  5
[6,14,14]  ;  16  ;  11
[9,10,4]  ;  15  ;  13
[8,0,2]  ;  17  ;  30
[7,3,11]  ;  0  ;  0
[9,0,6]  ;  9  ;  4
[11,9,1]  ;  0  ;  0
[8,0,11]  ;  16  ;  24
[11,2,13]  ;  13  ;  19
[13,1,13]  ;  28  ;  135
[14,8,3]  ;  21  ;  49
[3,4,7]  ;  22  ;  56
[5,1,10]  ;  7  ;  2
[11,1,2]  ;  25  ;  87
[8,6,4]  ;  0  ;  0
[8,14,5]  ;  18  ;  37
[0,10,2]  ;  16  ;  32
[5,6,5]  ;  0  ;  0
[13,4,11]  ;  0  ;  0
[10,14,4]  ;  8  ;  2
[2,8,4]  ;  9  ;  4
[5,10,12]  ;  0  ;  0
[11,11,0]  ;  21  ;  28
[2,11,1]  ;  20  ;  20
[0,7,14]  ;  15  ;  11
[11,14,13]  ;  0  ;  0
[13,6,12]  ;  14  ;  6
[10,1,8]  ;  0  ;  0
[11,10,3]  ;  15  ;  29
[0,4,0]  ;  26  ;  130
[12,3,13]  ;  30  ;  136
[13,2,7]  ;  31  ;  106
[1,4,6]  ;  8  ;  2
[4,8,14]  ;  19  ;  34
[6,7,13]  ;  6  ;  1
[10,14,1]  ;  8  ;  3
[5,1,1]  ;  18  ;  24
[9,11,1]  ;  21  ;  53
[0,2,10]  ;  18  ;  11
[0,5,14]  ;  15  ;  4
[5,5,2]  ;  23  ;  62
[6,14,6]  ;  14  ;  11
[9,2,14]  ;  23  ;  67
[14,11,2]  ;  14  ;  3
[3,11,11]  ;  10  ;  7
[4,4,1]  ;  23  ;  83
[4,9,7]  ;  9  ;  3
[0,1,4]  ;  7  ;  3
[0,3,11]  ;  26  ;  88
[4,13,4]  ;  20  ;  30
[13,14,4]  ;  19  ;  22
[3,12,11]  ;  0  ;  0
[0,8,4]  ;  0  ;  0
[14,4,2]  ;  6  ;  1
[9,14,12]  ;  22  ;  45
[8,6,7]  ;  7  ;  2
[4,11,6]  ;  15  ;  8
[7,5,1]  ;  0  ;  0
[7,5,2]  ;  9  ;  4
[2,8,1]  ;  3  ;  1
[10,14,3]  ;  13  ;  6
[6,9,3]  ;  5  ;  0
[6,1,12]  ;  12  ;  3
[13,4,8]  ;  24  ;  50
[8,11,6]  ;  16  ;  13
[8,4,3]  ;  7  ;  1
[12,13,11]  ;  10  ;  2
[5,5,5]  ;  11  ;  7
[3,0,12]  ;  9  ;  2
[10,7,3]  ;  10  ;  3
[10,3,3]  ;  6  ;  2
[7,5,10]  ;  5  ;  0
[2,1,5]  ;  18  ;  16
[5,13,12]  ;  16  ;  22
[13,6,10]  ;  0  ;  0
[7,13,14]  ;  10  ;  3
[12,3,8]  ;  24  ;  65
[2,1,11]  ;  17  ;  13
[6,6,10]  ;  8  ;  1
[11,3,11]  ;  0  ;  0
[11,6,6]  ;  0  ;  0
[2,2,14]  ;  8  ;  1
[10,5,6]  ;  15  ;  15
[5,1,0]  ;  17  ;  25
[10,13,5]  ;  0  ;  0
[4,5,1]  ;  14  ;  8
[11,3,13]  ;  0  ;  0
[8,5,8]  ;  11  ;  6
[4,14,2]  ;  11  ;  5
[8,13,7]  ;  11  ;  8
[7,13,3]  ;  12  ;  3
[8,8,14]  ;  19  ;  41
[9,14,3]  ;  20  ;  44
[2,3,0]  ;  25  ;  58
[10,0,0]  ;  31  ;  129
[8,0,12]  ;  19  ;  37
[9,2,6]  ;  12  ;  6
[3,7,5]  ;  7  ;  0
[14,5,11]  ;  0  ;  0
[10,7,10]  ;  6  ;  1
[7,4,10]  ;  0  ;  0
[6,3,4]  ;  13  ;  11
[14,12,5]  ;  0  ;  0
[0,14,8]  ;  5  ;  0
[13,1,9]  ;  12  ;  1
[1,8,14]  ;  16  ;  15
[5,10,14]  ;  17  ;  24
[2,10,13]  ;  0  ;  0
[7,13,5]  ;  0  ;  0
[14,2,14]  ;  32  ;  130
[13,7,0]  ;  24  ;  61
[4,1,10]  ;  22  ;  37
[4,8,3]  ;  7  ;  1
[11,9,14]  ;  0  ;  0
[14,11,14]  ;  9  ;  1
[7,3,0]  ;  11  ;  2
[14,9,4]  ;  24  ;  32
[8,11,9]  ;  16  ;  17
[9,3,13]  ;  7  ;  2
[8,14,8]  ;  0  ;  0
[7,9,14]  ;  11  ;  6
[4,3,14]  ;  0  ;  0
[0,0,10]  ;  19  ;  25
[12,9,6]  ;  0  ;  0
[4,4,4]  ;  11  ;  6
[6,12,7]  ;  16  ;  9
[10,12,12]  ;  0  ;  0
[7,13,9]  ;  12  ;  5
[11,3,9]  ;  17  ;  13
[9,7,13]  ;  0  ;  0
[6,13,9]  ;  5  ;  0
[10,3,11]  ;  22  ;  44
[14,2,8]  ;  18  ;  14
[4,1,11]  ;  13  ;  6
[6,6,6]  ;  0  ;  0
[5,12,3]  ;  13  ;  9
[14,6,1]  ;  22  ;  23
[14,4,11]  ;  0  ;  0
[3,2,14]  ;  16  ;  15
[8,4,7]  ;  11  ;  5
[1,11,14]  ;  28  ;  100
[10,10,6]  ;  10  ;  0
[1,2,14]  ;  15  ;  7
[11,1,0]  ;  25  ;  49
[1,11,2]  ;  11  ;  2
[1,11,8]  ;  12  ;  7
[5,2,13]  ;  28  ;  76
[2,14,9]  ;  0  ;  0
[14,3,12]  ;  15  ;  17
[11,6,13]  ;  22  ;  33
[14,8,7]  ;  14  ;  19
[7,13,13]  ;  23  ;  52
[8,1,0]  ;  0  ;  0
[6,6,2]  ;  6  ;  0
[1,0,7]  ;  19  ;  25
[9,7,12]  ;  0  ;  0
[14,0,9]  ;  20  ;  27
[14,13,7]  ;  0  ;  0
[8,14,6]  ;  22  ;  29
[10,8,2]  ;  16  ;  18
[1,1,12]  ;  12  ;  1
[7,10,8]  ;  19  ;  20
[9,2,2]  ;  16  ;  15
[10,14,6]  ;  13  ;  10
[7,4,13]  ;  5  ;  1
[5,7,0]  ;  19  ;  46
[4,11,12]  ;  8  ;  3
[4,3,4]  ;  9  ;  4
[12,6,13]  ;  0  ;  0
[7,10,3]  ;  12  ;  8
[10,8,1]  ;  19  ;  26
[2,6,9]  ;  15  ;  11
[11,8,7]  ;  19  ;  23
[4,4,3]  ;  22  ;  66
[1,11,13]  ;  27  ;  98
[12,10,8]  ;  16  ;  18
[0,14,13]  ;  25  ;  63
[14,4,5]  ;  11  ;  3
[4,5,0]  ;  8  ;  3
[14,2,11]  ;  25  ;  42
[8,6,9]  ;  13  ;  14
[8,13,8]  ;  5  ;  0
[13,1,8]  ;  26  ;  71
[12,1,3]  ;  25  ;  63
[14,5,9]  ;  22  ;  36
[5,10,0]  ;  0  ;  0
[12,4,9]  ;  7  ;  2
[2,9,4]  ;  7  ;  1
[9,7,8]  ;  11  ;  6
[10,2,6]  ;  14  ;  10
[6,4,2]  ;  10  ;  4
[6,9,10]  ;  13  ;  6
[10,4,11]  ;  0  ;  0
[8,6,3]  ;  19  ;  29
[13,14,11]  ;  16  ;  20
[10,11,4]  ;  20  ;  28
[7,8,9]  ;  11  ;  6
[8,12,8]  ;  9  ;  3
[3,4,4]  ;  19  ;  35
[10,4,5]  ;  14  ;  9
[0,13,1]  ;  24  ;  43
[13,0,12]  ;  10  ;  3
[8,14,13]  ;  0  ;  0
[11,1,4]  ;  14  ;  13
[2,12,11]  ;  18  ;  23
[13,2,12]  ;  0  ;  0
[4,6,6]  ;  15  ;  12
[2,1,3]  ;  0  ;  0
[2,12,7]  ;  28  ;  84
[14,13,5]  ;  16  ;  15
[14,0,10]  ;  27  ;  90
[10,1,4]  ;  0  ;  0
[3,12,13]  ;  0  ;  0
[9,3,6]  ;  5  ;  1
[3,14,13]  ;  0  ;  0
[9,9,6]  ;  17  ;  18
[11,11,3]  ;  7  ;  2
[2,1,12]  ;  21  ;  54
[1,1,7]  ;  0  ;  0
[4,4,12]  ;  16  ;  11
[1,11,11]  ;  20  ;  20
[5,7,14]  ;  0  ;  0
[13,5,5]  ;  18  ;  19
[14,13,6]  ;  27  ;  91
[11,12,7]  ;  11  ;  4
[0,5,13]  ;  18  ;  28
[12,5,5]  ;  0  ;  0
[13,3,10]  ;  18  ;  19
[9,11,10]  ;  0  ;  0
[3,9,3]  ;  11  ;  3
[8,11,2]  ;  18  ;  17
[13,2,8]  ;  13  ;  7
[13,5,0]  ;  6  ;  1
[3,8,7]  ;  9  ;  2
[14,12,1]  ;  12  ;  4
[1,3,9]  ;  7  ;  3
[6,2,14]  ;  17  ;  25
[3,14,3]  ;  19  ;  14
[6,6,8]  ;  12  ;  6
[3,14,1]  ;  19  ;  35
[5,7,11]  ;  10  ;  1
[2,9,11]  ;  14  ;  5
[11,13,12]  ;  0  ;  0
[14,6,6]  ;  14  ;  12
[10,4,0]  ;  0  ;  0
[4,10,7]  ;  7  ;  2
[0,5,6]  ;  6  ;  2
[1,8,8]  ;  16  ;  16
[1,8,12]  ;  20  ;  32
[2,10,11]  ;  4  ;  1
[11,10,6]  ;  12  ;  7
[6,2,11]  ;  11  ;  3
[9,7,2]  ;  0  ;  0
[12,3,11]  ;  16  ;  15
[5,7,12]  ;  17  ;  23
[9,13,7]  ;  13  ;  3
[5,3,14]  ;  6  ;  1
[11,1,8]  ;  23  ;  52
[7,14,4]  ;  20  ;  27
[8,3,5]  ;  12  ;  10
[11,9,5]  ;  8  ;  2
[10,14,2]  ;  30  ;  138
[5,9,12]  ;  20  ;  28
[3,4,0]  ;  16  ;  19
[9,10,8]  ;  10  ;  9
[1,6,4]  ;  9  ;  3
[1,14,9]  ;  20  ;  23
[11,6,0]  ;  28  ;  82
[8,6,10]  ;  10  ;  5
[2,12,3]  ;  23  ;  34
[12,3,4]  ;  13  ;  9
[1,13,8]  ;  15  ;  15
[14,12,3]  ;  6  ;  1
[5,4,8]  ;  12  ;  5
[5,3,3]  ;  16  ;  19
[1,6,2]  ;  17  ;  22
[11,3,4]  ;  0  ;  0
[3,14,14]  ;  29  ;  123
[10,7,7]  ;  8  ;  2
[8,13,14]  ;  17  ;  26
[4,10,4]  ;  23  ;  59
[1,11,9]  ;  13  ;  12
[11,0,6]  ;  9  ;  3
[11,1,12]  ;  22  ;  48
[3,13,8]  ;  0  ;  0
[2,12,10]  ;  13  ;  8
[7,5,6]  ;  0  ;  0
[14,3,10]  ;  7  ;  1
[4,9,0]  ;  15  ;  5
[8,13,13]  ;  8  ;  1
[3,11,7]  ;  11  ;  5
[6,11,4]  ;  4  ;  1
[3,1,5]  ;  21  ;  56
[1,1,2]  ;  0  ;  0
[13,3,3]  ;  30  ;  112
[3,4,14]  ;  18  ;  18
[5,4,9]  ;  15  ;  11
[8,13,1]  ;  0  ;  0
[12,3,10]  ;  19  ;  19
[8,8,11]  ;  18  ;  18
[6,13,6]  ;  8  ;  1
[13,14,1]  ;  6  ;  1
[4,0,6]  ;  14  ;  9
[14,13,9]  ;  26  ;  74
[3,0,1]  ;  9  ;  4
[4,11,2]  ;  6  ;  2
[13,14,3]  ;  0  ;  0
[13,10,7]  ;  12  ;  10
[7,8,4]  ;  6  ;  1
[12,5,3]  ;  10  ;  5
[1,9,11]  ;  14  ;  7
[10,13,8]  ;  0  ;  0
[5,11,12]  ;  14  ;  5
[2,10,14]  ;  0  ;  0
[3,3,7]  ;  0  ;  0
[1,11,3]  ;  10  ;  3
[10,12,1]  ;  4  ;  1
[6,2,13]  ;  20  ;  27
[9,13,8]  ;  6  ;  2
[8,1,1]  ;  22  ;  64
[3,12,1]  ;  0  ;  0
[11,9,8]  ;  17  ;  12
[8,2,2]  ;  20  ;  30
[5,13,14]  ;  16  ;  20
[14,1,11]  ;  32  ;  164
[13,8,4]  ;  24  ;  42
[2,8,0]  ;  12  ;  5
[5,0,1]  ;  0  ;  0
[5,11,1]  ;  11  ;  5
[11,4,3]  ;  13  ;  7
[10,12,5]  ;  4  ;  1
[10,0,11]  ;  21  ;  40
[0,13,13]  ;  0  ;  0
[11,8,11]  ;  7  ;  2
[4,2,3]  ;  10  ;  4
[5,7,6]  ;  9  ;  4
[8,5,4]  ;  12  ;  6
[14,9,7]  ;  0  ;  0
[12,8,12]  ;  21  ;  54
[12,14,13]  ;  23  ;  25
[8,14,4]  ;  12  ;  4
[14,8,11]  ;  25  ;  54
[7,2,8]  ;  10  ;  3
[2,7,6]  ;  9  ;  4
[2,0,13]  ;  14  ;  9
[9,0,10]  ;  20  ;  42
[10,11,12]  ;  11  ;  1
[10,3,4]  ;  4  ;  0
[14,4,13]  ;  11  ;  7
[1,2,10]  ;  0  ;  0
[9,3,9]  ;  19  ;  23
[13,10,0]  ;  27  ;  101
[10,12,0]  ;  15  ;  7
[11,2,10]  ;  0  ;  0
[1,12,4]  ;  21  ;  32
[1,3,13]  ;  18  ;  26
[9,14,2]  ;  15  ;  13
[7,7,10]  ;  10  ;  7
[1,7,10]  ;  15  ;  14
[13,9,4]  ;  22  ;  49
[12,8,6]  ;  4  ;  0
[12,10,14]  ;  14  ;  11
[10,14,11]  ;  15  ;  6
[6,10,6]  ;  15  ;  15
[13,12,5]  ;  5  ;  0
[0,11,14]  ;  0  ;  0
[8,9,12]  ;  13  ;  11
[14,2,6]  ;  14  ;  6
[5,0,0]  ;  21  ;  47
[2,11,5]  ;  13  ;  9
[6,8,11]  ;  12  ;  5
[5,9,5]  ;  0  ;  0
[10,2,0]  ;  12  ;  2
[6,4,9]  ;  14  ;  12
[3,10,13]  ;  14  ;  11
[8,0,3]  ;  0  ;  0
[5,6,10]  ;  0  ;  0
[6,8,9]  ;  16  ;  16
[4,7,13]  ;  0  ;  0
[9,6,0]  ;  13  ;  7
[9,5,6]  ;  10  ;  4
[2,0,3]  ;  23  ;  42
[3,4,2]  ;  0  ;  0
[2,14,2]  ;  19  ;  31
[14,7,4]  ;  0  ;  0
[4,10,6]  ;  17  ;  24
[12,11,14]  ;  7  ;  0
[4,8,10]  ;  15  ;  12
[5,9,1]  ;  12  ;  9
[0,12,5]  ;  21  ;  25
[6,9,9]  ;  0  ;  0
[14,7,2]  ;  0  ;  0
[14,14,12]  ;  22  ;  40
[11,7,12]  ;  19  ;  38
[13,11,10]  ;  28  ;  99
[5,8,4]  ;  17  ;  17
[14,4,3]  ;  6  ;  1
[2,2,6]  ;  16  ;  14
[4,9,12]  ;  22  ;  45
[4,0,14]  ;  0  ;  0
[14,1,8]  ;  19  ;  17
[7,8,8]  ;  12  ;  8
[12,9,10]  ;  14  ;  5
[3,1,12]  ;  13  ;  7
[0,7,5]  ;  0  ;  0
[10,8,8]  ;  6  ;  1
[3,10,11]  ;  14  ;  15
[7,6,7]  ;  0  ;  0
[2,7,3]  ;  0  ;  0
[8,12,4]  ;  0  ;  0
[7,2,6]  ;  11  ;  7
[14,11,6]  ;  24  ;  50
[8,9,3]  ;  3  ;  1
[14,2,1]  ;  21  ;  42
[2,3,8]  ;  7  ;  1
[10,12,4]  ;  0  ;  0
[8,12,0]  ;  19  ;  19
[12,4,13]  ;  12  ;  2
[4,10,1]  ;  13  ;  7
[2,10,12]  ;  27  ;  97
[7,6,11]  ;  17  ;  26
[5,8,9]  ;  10  ;  4
[12,5,10]  ;  6  ;  1
[4,6,5]  ;  0  ;  0
[10,9,2]  ;  14  ;  14
[2,6,8]  ;  23  ;  48
[13,4,13]  ;  15  ;  6
[5,2,5]  ;  13  ;  7
[12,0,7]  ;  10  ;  4
[1,9,14]  ;  12  ;  7
[5,5,3]  ;  16  ;  22
[7,13,7]  ;  0  ;  0
[11,7,9]  ;  5  ;  0
[9,11,3]  ;  12  ;  4
[14,6,5]  ;  10  ;  4
[3,5,4]  ;  22  ;  40
[11,11,8]  ;  9  ;  0
[8,1,12]  ;  5  ;  1
[2,5,1]  ;  19  ;  46
[3,1,2]  ;  32  ;  137
[1,11,1]  ;  17  ;  13
[10,1,11]  ;  10  ;  2
[5,11,2]  ;  15  ;  11
[3,7,2]  ;  18  ;  20
[14,1,9]  ;  9  ;  0
[10,11,9]  ;  15  ;  10
[6,7,0]  ;  8  ;  0
[10,8,14]  ;  12  ;  8
[6,4,14]  ;  14  ;  5
[7,1,13]  ;  9  ;  3
[6,11,2]  ;  5  ;  1
[0,7,12]  ;  22  ;  48
[11,14,14]  ;  18  ;  29
[9,6,11]  ;  0  ;  0
[14,10,10]  ;  12  ;  8
[8,12,12]  ;  23  ;  72
[2,4,4]  ;  14  ;  10
[7,3,14]  ;  5  ;  1
[10,4,10]  ;  18  ;  33
[8,7,9]  ;  17  ;  20
[8,8,0]  ;  9  ;  3
[1,3,10]  ;  13  ;  11
[8,8,5]  ;  9  ;  3
[4,2,13]  ;  0  ;  0
[3,13,7]  ;  12  ;  8
[13,8,0]  ;  0  ;  0
[6,14,5]  ;  11  ;  4
[0,0,8]  ;  25  ;  78
[2,13,1]  ;  16  ;  20
[7,4,7]  ;  15  ;  13
[0,11,0]  ;  11  ;  9
[5,7,7]  ;  17  ;  15
[6,1,0]  ;  9  ;  4
[6,0,5]  ;  18  ;  23
[11,14,0]  ;  23  ;  36
[13,2,10]  ;  28  ;  91
[5,0,14]  ;  8  ;  1
[0,0,6]  ;  0  ;  0
[2,9,2]  ;  0  ;  0
[14,5,0]  ;  18  ;  16
[6,10,12]  ;  10  ;  4
[9,1,9]  ;  29  ;  81
[2,0,2]  ;  8  ;  1
[7,7,6]  ;  13  ;  8
[1,8,13]  ;  14  ;  7
[2,3,3]  ;  14  ;  9
[3,2,13]  ;  17  ;  11
[7,5,9]  ;  15  ;  14
[10,3,12]  ;  17  ;  9
[8,10,7]  ;  11  ;  9
[11,8,9]  ;  3  ;  0
[2,8,11]  ;  12  ;  8
[0,10,7]  ;  9  ;  2
[6,5,14]  ;  24  ;  58
[10,6,2]  ;  9  ;  3
[13,10,1]  ;  14  ;  7
[13,3,6]  ;  12  ;  5
[0,3,12]  ;  12  ;  4
[7,10,0]  ;  6  ;  0
[4,4,2]  ;  0  ;  0
[9,14,13]  ;  0  ;  0
[13,11,11]  ;  25  ;  95
[9,4,7]  ;  13  ;  12
[6,3,11]  ;  22  ;  49
[7,12,10]  ;  7  ;  1
[13,4,7]  ;  10  ;  3
[10,14,14]  ;  1  ;  0
[0,7,13]  ;  8  ;  2
[4,14,1]  ;  12  ;  6
[13,2,5]  ;  7  ;  1
[1,7,0]  ;  0  ;  0
[8,12,9]  ;  12  ;  9
[3,11,12]  ;  20  ;  29
[3,3,0]  ;  9  ;  5
[11,11,7]  ;  0  ;  0
[0,7,0]  ;  21  ;  48
[13,9,14]  ;  7  ;  1
[5,8,10]  ;  16  ;  20
[1,9,9]  ;  0  ;  0
[1,13,7]  ;  23  ;  65
[2,10,0]  ;  23  ;  43
[8,6,6]  ;  0  ;  0
[4,6,4]  ;  14  ;  15
[4,1,5]  ;  12  ;  2
[13,12,12]  ;  0  ;  0
[11,8,12]  ;  11  ;  1
[2,8,5]  ;  0  ;  0
[12,5,6]  ;  9  ;  2
[14,7,12]  ;  21  ;  40
[14,9,13]  ;  31  ;  104
[7,7,13]  ;  20  ;  28
[2,5,5]  ;  17  ;  16
[5,0,4]  ;  0  ;  0
[5,13,2]  ;  19  ;  36
[1,5,2]  ;  23  ;  61
[13,14,0]  ;  25  ;  75
[14,8,1]  ;  14  ;  10
[11,3,12]  ;  15  ;  10
[1,12,2]  ;  17  ;  14
[8,3,12]  ;  20  ;  36
[12,7,10]  ;  19  ;  16
[1,5,12]  ;  12  ;  6
[3,12,0]  ;  16  ;  18
[14,14,2]  ;  19  ;  24
[6,9,4]  ;  20  ;  41
[3,9,4]  ;  0  ;  0
[8,1,14]  ;  0  ;  0
[0,9,3]  ;  21  ;  43
[3,9,12]  ;  9  ;  4
[1,11,4]  ;  3  ;  0
[12,6,6]  ;  2  ;  0
[2,1,6]  ;  19  ;  27
[14,14,1]  ;  0  ;  0
[8,13,0]  ;  18  ;  30
[0,11,12]  ;  18  ;  28
[4,12,14]  ;  18  ;  34
[9,4,10]  ;  23  ;  58
[10,5,7]  ;  11  ;  5
[14,6,0]  ;  0  ;  0
[7,14,7]  ;  0  ;  0
[6,10,14]  ;  9  ;  2
[2,13,14]  ;  22  ;  26
[10,8,12]  ;  12  ;  7
[3,2,9]  ;  0  ;  0
[11,12,1]  ;  0  ;  0
[6,11,12]  ;  10  ;  3
[11,13,1]  ;  18  ;  26
[9,14,11]  ;  16  ;  17
[7,9,1]  ;  13  ;  6
Total Time for Computation: 180391ms
