------ Execution Data ------

Tamanho do Cubo: 15x15x15
N° de Células: 3375
Células Bloqueadas: 337 (10%)
Número de Rotas (Start- Goal): 3000
 
 Block   ;G(n) ;Tempo (ms) 
[11,0,10]  ;  29  ;  107
[11,1,10]  ;  15  ;  19
[11,13,4]  ;  12  ;  5
[0,5,0]  ;  25  ;  45
[12,0,3]  ;  14  ;  4
[4,13,2]  ;  0  ;  0
[0,4,5]  ;  15  ;  9
[3,8,14]  ;  15  ;  17
[12,2,7]  ;  13  ;  13
[2,12,1]  ;  16  ;  17
[11,5,5]  ;  18  ;  17
[6,3,1]  ;  14  ;  11
[4,10,13]  ;  20  ;  41
[13,1,11]  ;  16  ;  20
[2,7,12]  ;  24  ;  57
[12,12,10]  ;  14  ;  10
[4,14,6]  ;  15  ;  17
[1,3,2]  ;  0  ;  0
[0,11,7]  ;  0  ;  0
[7,7,3]  ;  14  ;  16
[9,1,3]  ;  0  ;  0
[7,8,6]  ;  0  ;  0
[0,10,3]  ;  17  ;  17
[1,6,5]  ;  19  ;  31
[4,11,11]  ;  24  ;  52
[6,12,4]  ;  19  ;  27
[4,14,14]  ;  17  ;  21
[4,7,6]  ;  20  ;  37
[6,13,7]  ;  10  ;  3
[12,4,10]  ;  0  ;  0
[2,11,7]  ;  11  ;  6
[6,1,7]  ;  19  ;  31
[11,10,12]  ;  14  ;  12
[7,8,0]  ;  9  ;  1
[1,13,14]  ;  13  ;  13
[9,1,6]  ;  0  ;  0
[2,5,13]  ;  0  ;  0
[4,11,0]  ;  11  ;  6
[0,4,10]  ;  11  ;  0
[6,8,6]  ;  0  ;  0
[11,9,9]  ;  16  ;  20
[13,0,3]  ;  0  ;  0
[12,14,5]  ;  10  ;  4
[2,2,12]  ;  0  ;  0
[11,8,5]  ;  15  ;  17
[9,6,9]  ;  17  ;  21
[14,8,12]  ;  5  ;  1
[6,0,6]  ;  0  ;  0
[13,7,12]  ;  15  ;  16
[10,13,2]  ;  6  ;  1
[6,0,13]  ;  18  ;  26
[0,9,5]  ;  0  ;  0
[9,7,14]  ;  22  ;  27
[3,11,4]  ;  16  ;  10
[6,5,4]  ;  5  ;  0
[14,1,3]  ;  14  ;  9
[14,12,2]  ;  7  ;  2
[8,10,1]  ;  0  ;  0
[14,4,12]  ;  0  ;  0
[2,10,10]  ;  18  ;  22
[7,8,10]  ;  19  ;  32
[0,3,14]  ;  19  ;  18
[9,5,5]  ;  11  ;  6
[11,13,9]  ;  14  ;  15
[9,12,8]  ;  0  ;  0
[2,9,13]  ;  18  ;  24
[7,2,11]  ;  19  ;  38
[8,11,1]  ;  16  ;  22
[2,7,13]  ;  16  ;  7
[13,12,7]  ;  9  ;  3
[3,7,6]  ;  0  ;  0
[10,3,0]  ;  24  ;  44
[13,11,2]  ;  23  ;  62
[0,2,14]  ;  9  ;  4
[14,13,11]  ;  15  ;  12
[9,11,4]  ;  0  ;  0
[1,14,13]  ;  24  ;  74
[5,8,12]  ;  10  ;  7
[1,6,8]  ;  0  ;  0
[7,2,2]  ;  19  ;  24
[0,14,11]  ;  7  ;  1
[1,13,3]  ;  8  ;  2
[13,7,3]  ;  7  ;  3
[8,5,6]  ;  9  ;  3
[2,7,7]  ;  20  ;  26
[6,12,3]  ;  17  ;  23
[14,3,5]  ;  15  ;  8
[2,0,10]  ;  13  ;  7
[6,13,2]  ;  10  ;  2
[0,8,8]  ;  12  ;  3
[4,14,8]  ;  22  ;  37
[4,11,10]  ;  5  ;  1
[4,3,9]  ;  15  ;  16
[7,0,9]  ;  15  ;  17
[9,5,2]  ;  0  ;  0
[8,2,0]  ;  10  ;  2
[0,2,3]  ;  26  ;  100
[1,5,0]  ;  0  ;  0
[2,10,7]  ;  14  ;  14
[10,6,4]  ;  10  ;  5
[3,5,10]  ;  0  ;  0
[3,1,7]  ;  15  ;  12
[10,11,1]  ;  14  ;  9
[5,2,14]  ;  19  ;  25
[14,9,10]  ;  14  ;  7
[9,11,8]  ;  0  ;  0
[9,0,3]  ;  27  ;  88
[0,2,7]  ;  18  ;  18
[14,6,13]  ;  19  ;  19
[3,10,9]  ;  12  ;  6
[10,3,6]  ;  11  ;  2
[10,8,6]  ;  7  ;  1
[6,10,0]  ;  20  ;  49
[12,0,5]  ;  11  ;  4
[9,4,13]  ;  15  ;  12
[13,12,2]  ;  9  ;  2
[0,2,11]  ;  22  ;  51
[0,4,13]  ;  15  ;  10
[8,13,6]  ;  14  ;  10
[8,5,7]  ;  16  ;  20
[3,10,5]  ;  9  ;  2
[14,12,13]  ;  18  ;  30
[11,5,13]  ;  0  ;  0
[4,13,1]  ;  9  ;  3
[9,9,0]  ;  12  ;  6
[12,9,13]  ;  15  ;  10
[13,4,14]  ;  7  ;  1
[1,0,1]  ;  5  ;  1
[3,10,2]  ;  23  ;  50
[0,10,4]  ;  0  ;  0
[10,13,1]  ;  6  ;  1
[7,7,0]  ;  7  ;  1
[10,6,8]  ;  11  ;  6
[5,12,0]  ;  20  ;  29
[0,14,0]  ;  0  ;  0
[8,6,8]  ;  12  ;  6
[11,10,4]  ;  0  ;  0
[6,4,1]  ;  0  ;  0
[9,8,13]  ;  12  ;  9
[3,9,8]  ;  4  ;  1
[12,4,8]  ;  0  ;  0
[2,5,6]  ;  14  ;  13
[14,9,14]  ;  0  ;  0
[6,12,11]  ;  17  ;  18
[0,0,11]  ;  14  ;  6
[13,11,7]  ;  8  ;  2
[13,14,13]  ;  14  ;  16
[11,2,12]  ;  14  ;  9
[7,13,0]  ;  26  ;  75
[14,3,3]  ;  21  ;  45
[6,10,8]  ;  14  ;  12
[6,2,3]  ;  8  ;  0
[13,12,6]  ;  19  ;  37
[8,3,10]  ;  11  ;  3
[10,2,4]  ;  0  ;  0
[9,5,10]  ;  20  ;  38
[9,5,7]  ;  11  ;  4
[13,10,11]  ;  0  ;  0
[0,6,13]  ;  18  ;  26
[6,6,3]  ;  5  ;  1
[5,14,3]  ;  12  ;  6
[14,13,0]  ;  11  ;  7
[3,2,4]  ;  13  ;  13
[0,12,7]  ;  0  ;  0
[5,6,6]  ;  11  ;  6
[8,1,3]  ;  19  ;  35
[10,12,14]  ;  12  ;  3
[9,14,4]  ;  19  ;  18
[4,7,0]  ;  19  ;  36
[6,6,7]  ;  12  ;  6
[12,12,0]  ;  4  ;  0
[3,4,10]  ;  17  ;  22
[3,8,2]  ;  21  ;  34
[5,3,2]  ;  0  ;  0
[6,13,14]  ;  20  ;  23
[6,9,11]  ;  21  ;  36
[12,11,4]  ;  16  ;  16
[11,6,5]  ;  17  ;  24
[11,3,6]  ;  19  ;  39
[13,5,2]  ;  15  ;  2
[11,6,11]  ;  12  ;  11
[9,2,7]  ;  0  ;  0
[0,8,13]  ;  19  ;  26
[0,6,5]  ;  18  ;  25
[8,5,3]  ;  15  ;  14
[9,10,6]  ;  0  ;  0
[3,5,2]  ;  13  ;  11
[4,13,5]  ;  0  ;  0
[0,12,4]  ;  11  ;  7
[7,7,9]  ;  9  ;  3
[0,1,14]  ;  32  ;  139
[1,2,8]  ;  22  ;  53
[6,7,7]  ;  8  ;  2
[14,14,3]  ;  17  ;  9
[5,1,6]  ;  15  ;  27
[2,0,11]  ;  17  ;  14
[0,8,0]  ;  9  ;  4
[9,13,0]  ;  15  ;  11
[9,2,1]  ;  6  ;  1
[0,3,0]  ;  18  ;  22
[13,13,3]  ;  0  ;  0
[8,4,10]  ;  20  ;  15
[0,3,2]  ;  14  ;  9
[2,7,8]  ;  20  ;  33
[0,5,1]  ;  28  ;  102
[5,13,7]  ;  0  ;  0
[13,9,2]  ;  14  ;  13
[10,7,6]  ;  11  ;  8
[5,12,8]  ;  11  ;  3
[11,5,7]  ;  15  ;  19
[10,9,7]  ;  13  ;  8
[3,0,11]  ;  16  ;  8
[13,8,8]  ;  15  ;  12
[7,9,12]  ;  20  ;  34
[9,9,2]  ;  17  ;  18
[7,10,9]  ;  0  ;  0
[11,5,6]  ;  0  ;  0
[10,11,13]  ;  25  ;  72
[14,8,14]  ;  22  ;  31
[8,13,4]  ;  8  ;  1
[10,10,7]  ;  0  ;  0
[13,6,7]  ;  15  ;  17
[9,14,5]  ;  23  ;  52
[14,9,1]  ;  14  ;  8
[13,10,9]  ;  4  ;  0
[3,12,4]  ;  0  ;  0
[5,2,6]  ;  21  ;  33
[1,4,7]  ;  6  ;  0
[6,12,5]  ;  14  ;  7
[2,3,13]  ;  14  ;  4
[4,8,12]  ;  12  ;  2
[7,3,10]  ;  22  ;  44
[14,1,2]  ;  15  ;  1
[0,4,1]  ;  13  ;  3
[4,6,12]  ;  15  ;  28
[8,8,8]  ;  0  ;  0
[13,0,10]  ;  14  ;  9
[9,2,12]  ;  8  ;  2
[6,14,9]  ;  22  ;  34
[13,1,6]  ;  11  ;  1
[7,8,11]  ;  11  ;  6
[10,4,7]  ;  13  ;  11
[5,10,1]  ;  21  ;  45
[10,5,11]  ;  13  ;  8
[4,8,0]  ;  0  ;  0
[5,11,11]  ;  18  ;  24
[14,4,14]  ;  21  ;  32
[5,6,4]  ;  8  ;  2
[10,9,5]  ;  11  ;  6
[7,12,8]  ;  0  ;  0
[3,11,13]  ;  19  ;  27
[1,4,10]  ;  14  ;  15
[12,0,9]  ;  16  ;  17
[12,6,4]  ;  22  ;  38
[4,9,10]  ;  0  ;  0
[8,3,2]  ;  14  ;  6
[14,7,3]  ;  13  ;  4
[12,8,7]  ;  0  ;  0
[4,2,4]  ;  5  ;  0
[2,11,13]  ;  12  ;  5
[14,7,14]  ;  19  ;  32
[3,7,14]  ;  15  ;  5
[12,5,9]  ;  10  ;  3
[7,11,6]  ;  10  ;  7
[9,11,5]  ;  16  ;  14
[9,1,13]  ;  13  ;  1
[1,11,10]  ;  14  ;  15
[5,14,1]  ;  0  ;  0
[6,0,10]  ;  20  ;  30
[3,10,4]  ;  12  ;  7
[3,6,2]  ;  9  ;  4
[8,0,14]  ;  0  ;  0
[14,6,8]  ;  17  ;  9
[6,7,6]  ;  4  ;  1
[0,1,8]  ;  19  ;  39
[0,10,8]  ;  19  ;  29
[10,6,11]  ;  12  ;  7
[1,8,10]  ;  12  ;  7
[0,10,10]  ;  15  ;  9
[11,0,8]  ;  15  ;  14
[6,4,10]  ;  0  ;  0
[10,6,14]  ;  8  ;  2
[8,3,0]  ;  0  ;  0
[4,3,13]  ;  11  ;  7
[8,12,1]  ;  10  ;  6
[3,3,6]  ;  25  ;  62
[9,12,5]  ;  11  ;  4
[5,5,0]  ;  25  ;  56
[6,14,13]  ;  31  ;  104
[13,11,9]  ;  21  ;  89
[4,6,13]  ;  12  ;  7
[12,10,5]  ;  23  ;  72
[7,6,5]  ;  0  ;  0
[8,10,6]  ;  8  ;  3
[10,5,14]  ;  22  ;  59
[3,0,5]  ;  12  ;  7
[12,13,10]  ;  21  ;  39
[12,9,3]  ;  18  ;  20
[1,0,11]  ;  0  ;  0
[12,9,0]  ;  24  ;  51
[5,14,7]  ;  0  ;  0
[13,0,8]  ;  15  ;  6
[3,3,3]  ;  0  ;  0
[8,1,8]  ;  7  ;  2
[0,2,6]  ;  15  ;  20
[14,14,10]  ;  0  ;  0
[0,2,8]  ;  0  ;  0
[9,13,9]  ;  17  ;  20
[11,6,2]  ;  12  ;  5
[0,12,13]  ;  25  ;  64
[5,3,13]  ;  20  ;  16
[9,10,13]  ;  27  ;  94
[12,2,6]  ;  21  ;  36
[8,5,12]  ;  16  ;  17
[6,8,10]  ;  6  ;  1
[3,2,7]  ;  14  ;  10
[1,13,1]  ;  0  ;  0
[4,14,10]  ;  23  ;  53
[14,1,10]  ;  9  ;  1
[3,10,7]  ;  6  ;  1
[2,14,1]  ;  26  ;  82
[4,11,13]  ;  9  ;  4
[0,12,0]  ;  0  ;  0
[10,2,1]  ;  9  ;  3
[10,6,9]  ;  13  ;  8
[9,12,13]  ;  0  ;  0
[14,11,9]  ;  10  ;  8
[9,11,11]  ;  7  ;  2
[0,12,3]  ;  0  ;  0
[12,8,9]  ;  0  ;  0
[5,10,2]  ;  10  ;  5
[8,14,7]  ;  7  ;  4
[0,6,0]  ;  0  ;  0
[13,5,7]  ;  0  ;  0
[4,12,12]  ;  20  ;  46
[3,1,10]  ;  14  ;  11
[11,10,0]  ;  21  ;  33
[6,0,14]  ;  12  ;  1
[3,5,14]  ;  22  ;  33
[11,10,14]  ;  22  ;  44
[9,5,1]  ;  13  ;  8
[12,9,7]  ;  14  ;  15
[5,11,9]  ;  13  ;  6
[1,13,2]  ;  0  ;  0
[7,10,13]  ;  8  ;  1
[12,11,2]  ;  0  ;  0
[1,8,11]  ;  10  ;  2
[6,8,1]  ;  18  ;  31
[7,6,9]  ;  0  ;  0
[5,14,12]  ;  18  ;  29
[11,12,4]  ;  9  ;  1
[14,2,13]  ;  19  ;  23
[3,9,0]  ;  17  ;  27
[9,8,8]  ;  12  ;  7
[6,1,2]  ;  0  ;  0
[5,4,13]  ;  18  ;  15
[3,4,6]  ;  10  ;  4
[10,4,12]  ;  20  ;  31
[14,9,5]  ;  23  ;  23
[0,9,4]  ;  6  ;  0
[2,14,3]  ;  22  ;  30
[0,3,4]  ;  22  ;  25
[6,2,8]  ;  21  ;  33
[0,14,6]  ;  0  ;  0
[2,6,5]  ;  12  ;  4
[9,1,1]  ;  12  ;  2
[9,1,8]  ;  19  ;  21
[5,9,4]  ;  5  ;  1
[6,0,1]  ;  21  ;  46
[14,6,14]  ;  0  ;  0
[11,9,7]  ;  20  ;  29
[8,2,12]  ;  0  ;  0
[8,2,3]  ;  16  ;  33
[14,3,0]  ;  28  ;  106
[2,8,6]  ;  21  ;  32
[13,6,0]  ;  19  ;  14
[2,10,2]  ;  23  ;  49
[5,1,14]  ;  0  ;  0
[4,4,0]  ;  24  ;  61
[11,6,10]  ;  16  ;  8
[2,9,12]  ;  30  ;  119
[3,7,10]  ;  15  ;  10
[5,1,11]  ;  12  ;  9
[7,10,2]  ;  16  ;  16
[6,14,7]  ;  0  ;  0
[7,0,12]  ;  24  ;  48
[13,12,9]  ;  16  ;  4
[10,0,6]  ;  14  ;  11
[4,3,11]  ;  10  ;  4
[12,4,1]  ;  16  ;  19
[14,7,5]  ;  20  ;  36
[6,0,3]  ;  11  ;  7
[3,6,9]  ;  13  ;  5
[13,2,11]  ;  33  ;  146
[5,13,10]  ;  0  ;  0
[5,6,12]  ;  24  ;  64
[12,3,2]  ;  16  ;  11
[4,3,3]  ;  11  ;  7
[6,4,3]  ;  13  ;  11
[10,13,10]  ;  13  ;  8
[4,4,8]  ;  13  ;  6
[11,14,4]  ;  0  ;  0
[9,7,11]  ;  18  ;  35
[3,11,14]  ;  12  ;  6
[6,5,7]  ;  0  ;  0
[14,10,12]  ;  12  ;  13
[14,10,13]  ;  0  ;  0
[2,14,11]  ;  15  ;  9
[0,4,9]  ;  0  ;  0
[5,8,13]  ;  0  ;  0
[0,5,12]  ;  13  ;  6
[14,6,4]  ;  17  ;  18
[5,5,14]  ;  16  ;  15
[14,12,7]  ;  18  ;  25
[4,13,10]  ;  28  ;  88
[12,7,11]  ;  3  ;  0
[2,0,8]  ;  0  ;  0
[0,13,7]  ;  6  ;  1
[8,2,11]  ;  0  ;  0
[2,7,4]  ;  11  ;  5
[13,11,5]  ;  0  ;  0
[10,7,13]  ;  3  ;  1
[4,6,3]  ;  5  ;  1
[14,2,5]  ;  16  ;  27
[0,4,3]  ;  11  ;  2
[9,13,13]  ;  22  ;  63
[2,10,3]  ;  0  ;  0
[4,12,6]  ;  16  ;  23
[9,0,2]  ;  9  ;  3
[9,14,1]  ;  11  ;  6
[10,2,8]  ;  19  ;  40
[7,3,6]  ;  10  ;  3
[10,4,14]  ;  21  ;  32
[6,1,5]  ;  24  ;  68
[4,7,12]  ;  7  ;  3
[4,7,10]  ;  0  ;  0
[14,5,12]  ;  0  ;  0
[5,12,13]  ;  0  ;  0
[7,9,7]  ;  15  ;  12
[0,5,3]  ;  18  ;  17
[4,6,2]  ;  23  ;  30
[5,0,2]  ;  0  ;  0
[7,5,11]  ;  19  ;  30
[12,4,5]  ;  14  ;  9
[13,8,6]  ;  0  ;  0
[2,14,4]  ;  13  ;  8
[5,8,8]  ;  9  ;  4
[1,2,6]  ;  15  ;  4
[13,1,0]  ;  16  ;  8
[13,8,1]  ;  0  ;  0
[13,12,11]  ;  12  ;  5
[14,12,9]  ;  15  ;  20
[3,9,5]  ;  15  ;  10
[12,4,6]  ;  16  ;  14
[7,1,5]  ;  22  ;  47
[13,3,7]  ;  11  ;  8
[9,6,3]  ;  14  ;  12
[0,9,2]  ;  8  ;  1
[6,11,6]  ;  18  ;  31
[3,10,8]  ;  11  ;  3
[3,4,9]  ;  0  ;  0
[4,14,0]  ;  26  ;  63
[2,4,5]  ;  7  ;  1
[11,5,10]  ;  0  ;  0
[11,12,11]  ;  26  ;  46
[7,7,4]  ;  5  ;  0
[12,4,12]  ;  5  ;  0
[11,0,1]  ;  33  ;  151
[2,11,12]  ;  0  ;  0
[1,12,0]  ;  22  ;  47
[4,13,13]  ;  0  ;  0
[0,10,11]  ;  0  ;  0
[7,7,1]  ;  19  ;  30
[13,14,8]  ;  18  ;  15
[5,11,6]  ;  0  ;  0
[10,6,3]  ;  10  ;  2
[10,6,7]  ;  0  ;  0
[14,12,0]  ;  24  ;  68
[1,8,2]  ;  14  ;  11
[12,9,4]  ;  8  ;  3
[8,6,11]  ;  0  ;  0
[2,13,5]  ;  19  ;  47
[5,4,12]  ;  8  ;  3
[5,10,4]  ;  16  ;  15
[4,14,12]  ;  6  ;  1
[8,7,14]  ;  0  ;  0
[7,5,8]  ;  14  ;  12
[5,4,11]  ;  10  ;  7
[5,10,13]  ;  20  ;  30
[6,7,9]  ;  6  ;  0
[2,8,7]  ;  18  ;  35
[3,11,1]  ;  18  ;  12
[12,12,2]  ;  10  ;  5
[0,14,5]  ;  33  ;  136
[14,11,8]  ;  23  ;  41
[6,8,4]  ;  12  ;  5
[10,4,3]  ;  0  ;  0
[6,9,14]  ;  0  ;  0
[9,8,14]  ;  0  ;  0
[1,9,4]  ;  6  ;  1
[8,4,2]  ;  0  ;  0
[13,9,9]  ;  20  ;  35
[11,4,10]  ;  0  ;  0
[8,10,12]  ;  15  ;  11
[10,7,1]  ;  0  ;  0
[11,0,13]  ;  0  ;  0
[4,11,7]  ;  19  ;  23
[13,5,3]  ;  25  ;  57
[3,6,13]  ;  0  ;  0
[7,9,4]  ;  15  ;  13
[11,0,12]  ;  25  ;  34
[13,3,9]  ;  0  ;  0
[8,2,5]  ;  0  ;  0
[6,6,0]  ;  19  ;  30
[5,0,12]  ;  20  ;  33
[12,6,9]  ;  0  ;  0
[13,4,3]  ;  0  ;  0
[5,11,5]  ;  14  ;  8
[7,9,2]  ;  25  ;  54
[7,0,13]  ;  19  ;  26
[7,8,3]  ;  25  ;  48
[1,2,11]  ;  22  ;  50
[2,3,6]  ;  6  ;  1
[2,14,8]  ;  25  ;  64
[4,10,14]  ;  12  ;  5
[3,6,12]  ;  10  ;  1
[4,3,2]  ;  17  ;  14
[8,14,11]  ;  14  ;  13
[9,13,11]  ;  12  ;  6
[9,12,9]  ;  19  ;  27
[2,13,8]  ;  16  ;  6
[6,0,2]  ;  21  ;  32
[2,0,0]  ;  9  ;  3
[13,2,3]  ;  31  ;  125
[5,9,9]  ;  0  ;  0
[2,7,10]  ;  11  ;  4
[5,4,6]  ;  12  ;  5
[11,12,8]  ;  9  ;  3
[0,10,6]  ;  0  ;  0
[6,6,9]  ;  14  ;  12
[4,12,1]  ;  21  ;  34
[9,4,5]  ;  10  ;  2
[5,1,9]  ;  10  ;  3
[14,0,11]  ;  13  ;  5
[10,3,8]  ;  11  ;  4
[5,9,2]  ;  9  ;  1
[12,9,14]  ;  21  ;  46
[4,0,8]  ;  8  ;  1
[1,6,13]  ;  0  ;  0
[1,14,5]  ;  27  ;  69
[5,13,1]  ;  28  ;  89
[8,8,12]  ;  11  ;  9
[5,12,2]  ;  0  ;  0
[0,3,9]  ;  0  ;  0
[10,13,3]  ;  21  ;  36
[4,6,14]  ;  15  ;  15
[11,8,2]  ;  0  ;  0
[13,13,8]  ;  0  ;  0
[1,7,12]  ;  5  ;  1
[13,8,12]  ;  0  ;  0
[8,1,2]  ;  21  ;  30
[1,7,7]  ;  10  ;  3
[8,11,11]  ;  4  ;  1
[13,1,5]  ;  15  ;  4
[12,9,2]  ;  9  ;  1
[2,11,0]  ;  30  ;  116
[14,11,4]  ;  11  ;  6
[2,11,4]  ;  0  ;  0
[14,0,4]  ;  3  ;  0
[6,9,1]  ;  26  ;  70
[12,7,7]  ;  0  ;  0
[4,9,11]  ;  10  ;  2
[2,7,14]  ;  13  ;  3
[1,9,0]  ;  0  ;  0
[4,14,5]  ;  15  ;  10
[6,5,3]  ;  5  ;  0
[6,5,0]  ;  12  ;  6
[4,0,0]  ;  0  ;  0
[10,2,3]  ;  10  ;  1
[14,0,2]  ;  8  ;  1
[0,0,12]  ;  21  ;  24
[9,3,7]  ;  5  ;  1
[11,2,14]  ;  25  ;  68
[7,13,11]  ;  18  ;  12
[7,11,3]  ;  24  ;  47
[11,6,7]  ;  13  ;  9
[1,8,7]  ;  19  ;  20
[3,9,9]  ;  14  ;  14
[11,3,3]  ;  0  ;  0
[4,5,8]  ;  0  ;  0
[4,8,8]  ;  14  ;  13
[13,4,2]  ;  0  ;  0
[6,3,0]  ;  9  ;  3
[9,12,2]  ;  21  ;  36
[14,4,8]  ;  0  ;  0
[7,1,14]  ;  11  ;  2
[3,7,8]  ;  0  ;  0
[7,11,10]  ;  0  ;  0
[7,0,10]  ;  10  ;  6
[7,10,7]  ;  12  ;  5
[4,12,4]  ;  14  ;  5
[9,10,0]  ;  6  ;  0
[8,2,8]  ;  5  ;  2
[3,5,12]  ;  13  ;  8
[9,11,6]  ;  14  ;  10
[11,5,8]  ;  16  ;  15
[0,2,1]  ;  0  ;  0
[11,11,1]  ;  0  ;  0
[8,7,1]  ;  13  ;  7
[8,8,9]  ;  5  ;  0
[3,0,8]  ;  12  ;  3
[9,13,3]  ;  17  ;  30
[10,8,5]  ;  14  ;  14
[1,4,2]  ;  12  ;  6
[1,4,1]  ;  8  ;  1
[6,2,10]  ;  4  ;  0
[6,11,7]  ;  11  ;  8
[0,13,11]  ;  0  ;  0
[11,3,5]  ;  9  ;  6
[8,2,13]  ;  18  ;  25
[9,4,14]  ;  15  ;  9
[6,9,7]  ;  0  ;  0
[3,8,11]  ;  6  ;  1
[11,8,4]  ;  10  ;  2
[0,6,7]  ;  14  ;  7
[4,9,3]  ;  10  ;  5
[3,11,6]  ;  0  ;  0
[7,1,4]  ;  11  ;  4
[14,4,4]  ;  16  ;  9
[0,12,12]  ;  17  ;  19
[13,1,1]  ;  0  ;  0
[4,2,10]  ;  14  ;  10
[14,0,8]  ;  0  ;  0
[3,3,9]  ;  22  ;  59
[5,4,10]  ;  9  ;  3
[12,7,3]  ;  11  ;  5
[1,4,5]  ;  0  ;  0
[11,12,9]  ;  8  ;  3
[3,13,13]  ;  11  ;  8
[0,1,7]  ;  14  ;  6
[9,5,11]  ;  13  ;  9
[10,8,7]  ;  10  ;  4
[4,11,8]  ;  8  ;  2
[9,10,5]  ;  15  ;  11
[9,5,9]  ;  13  ;  7
[4,9,6]  ;  11  ;  6
[10,4,9]  ;  10  ;  2
[1,14,6]  ;  0  ;  0
[1,10,12]  ;  25  ;  81
[2,14,13]  ;  0  ;  0
[10,2,9]  ;  9  ;  2
[1,4,9]  ;  5  ;  1
[4,9,2]  ;  8  ;  3
[10,3,14]  ;  6  ;  2
[7,4,2]  ;  8  ;  2
[1,3,5]  ;  25  ;  84
[12,13,9]  ;  15  ;  17
[0,0,4]  ;  23  ;  38
[13,1,10]  ;  0  ;  0
[14,8,2]  ;  0  ;  0
[3,1,4]  ;  15  ;  14
[10,9,12]  ;  15  ;  12
[6,5,13]  ;  21  ;  47
[14,13,10]  ;  17  ;  13
[14,8,4]  ;  15  ;  8
[0,10,9]  ;  11  ;  3
[12,8,5]  ;  11  ;  4
[9,5,3]  ;  14  ;  7
[9,13,5]  ;  14  ;  10
[2,10,6]  ;  13  ;  9
[13,2,0]  ;  0  ;  0
[8,10,9]  ;  15  ;  16
[9,4,8]  ;  0  ;  0
[11,1,5]  ;  7  ;  2
[2,2,3]  ;  26  ;  100
[9,8,6]  ;  17  ;  24
[11,8,14]  ;  19  ;  19
[4,12,5]  ;  0  ;  0
[10,12,9]  ;  9  ;  1
[5,4,0]  ;  9  ;  1
[9,2,11]  ;  9  ;  4
[12,3,9]  ;  0  ;  0
[3,13,9]  ;  16  ;  16
[14,13,3]  ;  7  ;  1
[5,11,3]  ;  12  ;  5
[13,4,4]  ;  14  ;  11
[10,1,0]  ;  16  ;  7
[1,3,7]  ;  0  ;  0
[3,6,3]  ;  5  ;  1
[12,4,2]  ;  10  ;  2
[11,2,9]  ;  15  ;  6
[11,8,6]  ;  14  ;  15
[7,7,14]  ;  0  ;  0
[7,9,11]  ;  11  ;  7
[9,14,7]  ;  13  ;  1
[10,13,14]  ;  17  ;  18
[4,2,0]  ;  16  ;  21
[5,4,5]  ;  16  ;  11
[9,7,4]  ;  12  ;  9
[12,12,6]  ;  21  ;  40
[9,10,11]  ;  17  ;  24
[1,5,4]  ;  19  ;  40
[10,13,4]  ;  16  ;  7
[14,10,7]  ;  19  ;  22
[2,12,0]  ;  31  ;  122
[5,14,5]  ;  20  ;  22
[4,0,5]  ;  0  ;  0
[12,5,0]  ;  0  ;  0
[2,5,8]  ;  17  ;  17
[12,14,7]  ;  18  ;  16
[13,3,5]  ;  17  ;  9
[14,7,8]  ;  9  ;  2
[7,5,5]  ;  0  ;  0
[4,7,1]  ;  8  ;  2
[1,5,8]  ;  19  ;  34
[9,1,11]  ;  10  ;  3
[9,13,12]  ;  22  ;  53
[8,7,12]  ;  6  ;  1
[14,8,13]  ;  20  ;  20
[4,5,3]  ;  24  ;  66
[9,10,3]  ;  10  ;  2
[11,14,5]  ;  19  ;  45
[9,1,0]  ;  26  ;  53
[14,14,5]  ;  0  ;  0
[4,8,11]  ;  22  ;  55
[13,10,6]  ;  21  ;  61
[13,6,5]  ;  0  ;  0
[10,8,9]  ;  12  ;  7
[2,2,4]  ;  0  ;  0
[6,10,9]  ;  14  ;  7
[12,10,3]  ;  22  ;  38
[10,14,7]  ;  19  ;  13
[9,3,12]  ;  8  ;  3
[4,4,10]  ;  6  ;  2
[12,9,11]  ;  24  ;  65
[4,1,0]  ;  21  ;  45
[9,5,0]  ;  9  ;  2
[8,3,6]  ;  18  ;  24
[12,5,13]  ;  14  ;  2
[8,12,5]  ;  18  ;  21
[13,10,8]  ;  0  ;  0
[8,10,13]  ;  12  ;  9
[9,3,11]  ;  13  ;  7
[8,8,7]  ;  0  ;  0
[12,1,6]  ;  15  ;  9
[6,7,12]  ;  5  ;  0
[3,5,11]  ;  12  ;  6
[6,9,8]  ;  10  ;  6
[0,11,8]  ;  25  ;  67
[6,13,3]  ;  14  ;  5
[5,0,5]  ;  0  ;  0
[5,12,14]  ;  22  ;  28
[14,6,11]  ;  10  ;  4
[12,13,14]  ;  0  ;  0
[3,9,1]  ;  0  ;  0
[10,1,7]  ;  3  ;  1
[14,5,6]  ;  21  ;  36
[4,6,7]  ;  3  ;  1
[12,3,12]  ;  4  ;  1
[10,4,4]  ;  0  ;  0
[7,12,5]  ;  12  ;  4
[11,12,5]  ;  11  ;  8
[13,7,1]  ;  14  ;  2
[1,12,10]  ;  16  ;  10
[4,12,13]  ;  21  ;  23
[7,1,12]  ;  6  ;  1
[7,8,7]  ;  6  ;  1
[8,6,13]  ;  0  ;  0
[3,8,4]  ;  7  ;  1
[9,3,5]  ;  13  ;  13
[1,9,3]  ;  15  ;  15
[14,14,14]  ;  18  ;  18
