------ Execution Data ------ 

Tamanho do Cubo: 20x20x20
N° de Células: 8000
Células Bloqueadas: 2000 (25%)
Número de Rotas (Start- Goal): 5000

 Block   ;G(n) ;Tempo (ms) 
[7,7,14]  ;  12  ;  8
[3,14,17]  ;  0  ;  0
[10,9,2]  ;  0  ;  0
[12,14,5]  ;  19  ;  32
[18,11,15]  ;  12  ;  9
[9,14,7]  ;  12  ;  11
[19,13,5]  ;  20  ;  37
[18,9,14]  ;  32  ;  137
[11,8,12]  ;  18  ;  36
[6,0,13]  ;  0  ;  0
[11,3,12]  ;  20  ;  31
[13,2,19]  ;  31  ;  53
[17,14,18]  ;  0  ;  0
[1,5,8]  ;  0  ;  0
[0,13,2]  ;  0  ;  0
[2,10,11]  ;  0  ;  0
[14,5,6]  ;  0  ;  0
[3,12,19]  ;  36  ;  223
[8,18,4]  ;  18  ;  32
[3,12,4]  ;  23  ;  24
[0,1,1]  ;  19  ;  14
[12,17,6]  ;  10  ;  6
[12,11,9]  ;  18  ;  12
[14,13,4]  ;  0  ;  0
[7,18,4]  ;  0  ;  0
[3,16,8]  ;  25  ;  58
[9,17,8]  ;  0  ;  0
[19,11,12]  ;  0  ;  0
[18,16,18]  ;  0  ;  0
[8,5,2]  ;  0  ;  0
[4,2,7]  ;  0  ;  0
[4,2,5]  ;  24  ;  37
[0,19,11]  ;  10  ;  4
[9,9,7]  ;  21  ;  43
[0,10,17]  ;  31  ;  135
[15,12,3]  ;  0  ;  0
[16,5,13]  ;  0  ;  0
[17,11,8]  ;  0  ;  0
[3,11,8]  ;  0  ;  0
[15,10,1]  ;  23  ;  18
[14,16,15]  ;  0  ;  0
[16,12,13]  ;  24  ;  60
[19,7,7]  ;  21  ;  46
[7,8,7]  ;  0  ;  0
[16,16,13]  ;  21  ;  47
[8,15,10]  ;  9  ;  4
[11,14,4]  ;  19  ;  29
[5,12,2]  ;  10  ;  4
[17,4,0]  ;  24  ;  34
[16,12,2]  ;  0  ;  0
[18,12,2]  ;  18  ;  14
[0,11,19]  ;  38  ;  263
[12,2,4]  ;  27  ;  79
[2,8,15]  ;  0  ;  0
[2,7,8]  ;  13  ;  6
[2,10,4]  ;  30  ;  117
[14,6,4]  ;  0  ;  0
[12,15,4]  ;  0  ;  0
[2,14,4]  ;  0  ;  0
[5,13,8]  ;  18  ;  23
[7,10,3]  ;  12  ;  5
[16,17,17]  ;  12  ;  7
[15,19,9]  ;  0  ;  0
[1,7,7]  ;  11  ;  4
[16,12,14]  ;  6  ;  2
[17,5,18]  ;  0  ;  0
[13,6,9]  ;  0  ;  0
[7,17,13]  ;  9  ;  1
[8,14,9]  ;  0  ;  0
[10,4,8]  ;  16  ;  15
[17,18,12]  ;  18  ;  17
[14,9,7]  ;  0  ;  0
[1,19,9]  ;  30  ;  117
[12,8,11]  ;  12  ;  4
[3,14,9]  ;  0  ;  0
[14,12,13]  ;  0  ;  0
[6,2,13]  ;  14  ;  13
[16,14,6]  ;  11  ;  6
[9,11,12]  ;  17  ;  20
[1,12,12]  ;  3  ;  0
[7,11,7]  ;  0  ;  0
[18,1,1]  ;  0  ;  0
[8,19,8]  ;  18  ;  25
[15,7,1]  ;  0  ;  0
[11,15,15]  ;  11  ;  4
[11,1,13]  ;  35  ;  169
[16,0,19]  ;  23  ;  31
[15,19,11]  ;  16  ;  10
[5,2,9]  ;  19  ;  18
[14,11,10]  ;  17  ;  20
[2,6,18]  ;  0  ;  0
[16,14,8]  ;  0  ;  0
[19,8,16]  ;  0  ;  0
[5,8,11]  ;  24  ;  49
[12,18,0]  ;  27  ;  44
[6,1,5]  ;  4  ;  1
[16,10,3]  ;  31  ;  140
[3,1,6]  ;  12  ;  5
[13,15,15]  ;  16  ;  22
[15,18,16]  ;  0  ;  0
[11,16,7]  ;  0  ;  0
[1,1,3]  ;  19  ;  11
[15,5,16]  ;  14  ;  14
[4,11,11]  ;  0  ;  0
[4,14,16]  ;  7  ;  1
[7,19,7]  ;  19  ;  23
[7,2,13]  ;  13  ;  8
[12,18,4]  ;  0  ;  0
[8,13,0]  ;  0  ;  0
[2,15,15]  ;  17  ;  12
[8,8,4]  ;  7  ;  2
[11,10,12]  ;  28  ;  71
[15,11,18]  ;  0  ;  0
[8,9,3]  ;  0  ;  0
[2,0,17]  ;  20  ;  22
[5,19,12]  ;  0  ;  0
[2,9,15]  ;  30  ;  105
[15,15,11]  ;  15  ;  12
[13,6,2]  ;  23  ;  43
[10,2,10]  ;  0  ;  0
[8,11,1]  ;  0  ;  0
[16,3,1]  ;  23  ;  43
[2,1,5]  ;  0  ;  0
[1,0,1]  ;  0  ;  0
[10,5,8]  ;  17  ;  14
[5,13,14]  ;  0  ;  0
[8,4,18]  ;  0  ;  0
[4,4,8]  ;  0  ;  0
[7,7,0]  ;  14  ;  9
[4,18,6]  ;  0  ;  0
[19,6,10]  ;  11  ;  4
[14,17,2]  ;  21  ;  10
[18,4,18]  ;  28  ;  53
[13,15,17]  ;  22  ;  27
[12,10,15]  ;  0  ;  0
[3,11,4]  ;  13  ;  8
[15,2,5]  ;  0  ;  0
[19,7,18]  ;  0  ;  0
[10,12,1]  ;  0  ;  0
[10,1,1]  ;  0  ;  0
[14,11,17]  ;  19  ;  19
[6,4,3]  ;  0  ;  0
[8,13,3]  ;  12  ;  7
[14,4,5]  ;  0  ;  0
[18,12,18]  ;  17  ;  8
[3,11,10]  ;  0  ;  0
[12,7,11]  ;  0  ;  0
[14,10,18]  ;  23  ;  58
[15,14,18]  ;  0  ;  0
[6,3,14]  ;  19  ;  14
[4,10,13]  ;  0  ;  0
[5,8,9]  ;  15  ;  14
[4,8,2]  ;  11  ;  4
[3,13,6]  ;  16  ;  15
[16,3,8]  ;  9  ;  3
[17,16,1]  ;  13  ;  2
[17,6,5]  ;  0  ;  0
[5,6,4]  ;  18  ;  23
[6,12,7]  ;  0  ;  0
[19,15,6]  ;  22  ;  15
[5,12,16]  ;  30  ;  75
[1,3,3]  ;  25  ;  34
[17,1,13]  ;  20  ;  24
[17,11,15]  ;  7  ;  2
[0,11,6]  ;  18  ;  17
[19,19,1]  ;  23  ;  55
[6,12,5]  ;  25  ;  41
[18,2,16]  ;  0  ;  0
[14,14,10]  ;  14  ;  11
[12,16,17]  ;  19  ;  31
[17,18,2]  ;  0  ;  0
[9,8,8]  ;  20  ;  26
[18,2,15]  ;  23  ;  54
[17,13,17]  ;  33  ;  163
[16,19,12]  ;  21  ;  19
[4,4,3]  ;  31  ;  72
[19,6,5]  ;  0  ;  0
[8,1,13]  ;  27  ;  83
[7,2,2]  ;  0  ;  0
[14,8,11]  ;  0  ;  0
[19,12,2]  ;  13  ;  9
[7,2,7]  ;  23  ;  29
[0,8,4]  ;  0  ;  0
[19,10,8]  ;  18  ;  20
[4,5,18]  ;  15  ;  11
[15,9,8]  ;  13  ;  8
[2,9,8]  ;  0  ;  0
[7,15,4]  ;  0  ;  0
[16,19,15]  ;  0  ;  0
[0,17,9]  ;  0  ;  0
[11,12,2]  ;  12  ;  9
[17,9,16]  ;  0  ;  0
[17,11,19]  ;  0  ;  0
[18,13,9]  ;  15  ;  12
[1,12,13]  ;  31  ;  79
[5,9,14]  ;  0  ;  0
[5,3,12]  ;  24  ;  35
[19,8,15]  ;  0  ;  0
[10,14,10]  ;  0  ;  0
[19,1,14]  ;  21  ;  42
[7,16,15]  ;  0  ;  0
[7,9,3]  ;  0  ;  0
[13,6,1]  ;  23  ;  44
[16,7,4]  ;  0  ;  0
[16,11,8]  ;  8  ;  3
[3,12,7]  ;  0  ;  0
[19,11,9]  ;  0  ;  0
[10,2,5]  ;  17  ;  7
[8,12,15]  ;  26  ;  45
[15,3,0]  ;  28  ;  113
[17,8,11]  ;  0  ;  0
[11,2,4]  ;  0  ;  0
[1,7,13]  ;  26  ;  62
[8,17,14]  ;  15  ;  12
[12,4,10]  ;  0  ;  0
[16,7,1]  ;  0  ;  0
[3,7,1]  ;  25  ;  52
[15,5,8]  ;  0  ;  0
[16,3,11]  ;  19  ;  30
[14,9,11]  ;  14  ;  9
[16,1,16]  ;  32  ;  144
[1,0,12]  ;  8  ;  1
[7,16,18]  ;  22  ;  28
[17,16,16]  ;  0  ;  0
[12,2,7]  ;  0  ;  0
[14,15,6]  ;  0  ;  0
[10,15,7]  ;  11  ;  3
[16,1,6]  ;  14  ;  7
[8,19,4]  ;  0  ;  0
[0,8,1]  ;  0  ;  0
[1,8,19]  ;  0  ;  0
[0,2,15]  ;  32  ;  50
[9,7,5]  ;  0  ;  0
[18,7,5]  ;  0  ;  0
[10,1,12]  ;  30  ;  75
[6,0,14]  ;  0  ;  0
[18,0,15]  ;  0  ;  0
[12,9,11]  ;  18  ;  12
[0,6,6]  ;  14  ;  11
[2,16,6]  ;  0  ;  0
[14,4,1]  ;  23  ;  24
[10,3,16]  ;  23  ;  49
[17,9,19]  ;  0  ;  0
[5,10,0]  ;  10  ;  3
[7,1,4]  ;  29  ;  107
[12,2,16]  ;  17  ;  21
[15,18,4]  ;  0  ;  0
[17,3,7]  ;  32  ;  165
[16,18,1]  ;  10  ;  6
[19,11,5]  ;  26  ;  70
[10,10,4]  ;  0  ;  0
[6,5,13]  ;  20  ;  33
[16,15,11]  ;  0  ;  0
[15,12,5]  ;  0  ;  0
[14,17,5]  ;  0  ;  0
[0,16,5]  ;  8  ;  2
[7,10,2]  ;  16  ;  7
[6,12,4]  ;  27  ;  45
[8,14,16]  ;  22  ;  45
[5,2,11]  ;  0  ;  0
[10,1,7]  ;  20  ;  35
[7,14,19]  ;  0  ;  0
[15,14,5]  ;  0  ;  0
[17,9,2]  ;  14  ;  11
[15,1,12]  ;  19  ;  7
[5,4,4]  ;  0  ;  0
[13,2,1]  ;  0  ;  0
[0,18,10]  ;  31  ;  71
[0,0,3]  ;  0  ;  0
[13,8,13]  ;  18  ;  17
[6,8,19]  ;  16  ;  8
[6,5,19]  ;  0  ;  0
[15,1,0]  ;  40  ;  236
[19,3,14]  ;  14  ;  6
[7,1,1]  ;  15  ;  5
[17,14,1]  ;  30  ;  108
[3,17,0]  ;  36  ;  62
[9,15,12]  ;  0  ;  0
[1,12,4]  ;  0  ;  0
[18,14,12]  ;  0  ;  0
[2,13,3]  ;  0  ;  0
[9,8,16]  ;  31  ;  100
[3,10,6]  ;  16  ;  14
[17,0,4]  ;  21  ;  41
[8,1,11]  ;  7  ;  0
[16,9,13]  ;  17  ;  13
[19,14,2]  ;  14  ;  2
[10,5,18]  ;  0  ;  0
[16,7,15]  ;  0  ;  0
[16,13,3]  ;  9  ;  1
[13,5,8]  ;  17  ;  17
[4,2,3]  ;  20  ;  21
[15,2,11]  ;  7  ;  1
[7,16,8]  ;  18  ;  21
[18,17,19]  ;  26  ;  65
[3,14,6]  ;  0  ;  0
[14,14,4]  ;  26  ;  51
[16,9,4]  ;  12  ;  5
[10,19,9]  ;  19  ;  29
[15,6,16]  ;  0  ;  0
[13,4,18]  ;  17  ;  7
[15,19,2]  ;  0  ;  0
[0,14,3]  ;  30  ;  142
[12,14,17]  ;  19  ;  28
[3,8,16]  ;  21  ;  33
[17,19,10]  ;  0  ;  0
[4,18,15]  ;  27  ;  27
[13,11,14]  ;  0  ;  0
[18,4,16]  ;  19  ;  11
[11,5,14]  ;  17  ;  7
[15,16,8]  ;  14  ;  10
[4,5,14]  ;  17  ;  24
[2,16,1]  ;  23  ;  29
[1,0,19]  ;  32  ;  36
[4,2,17]  ;  0  ;  0
[9,8,10]  ;  0  ;  0
[2,10,14]  ;  0  ;  0
[5,9,7]  ;  0  ;  0
[19,17,11]  ;  27  ;  72
[8,4,14]  ;  9  ;  3
[5,12,14]  ;  0  ;  0
[11,4,10]  ;  27  ;  71
[15,14,14]  ;  19  ;  11
[10,6,16]  ;  0  ;  0
[0,10,4]  ;  24  ;  54
[11,11,3]  ;  0  ;  0
[2,1,1]  ;  37  ;  175
[11,19,2]  ;  0  ;  0
[10,11,18]  ;  0  ;  0
[8,0,13]  ;  0  ;  0
[13,18,0]  ;  0  ;  0
[16,10,14]  ;  0  ;  0
[9,13,18]  ;  28  ;  64
[17,16,0]  ;  0  ;  0
[3,14,14]  ;  29  ;  138
[5,7,15]  ;  0  ;  0
[16,4,6]  ;  25  ;  40
[12,16,19]  ;  0  ;  0
[1,6,8]  ;  0  ;  0
[5,14,0]  ;  0  ;  0
[12,14,8]  ;  9  ;  2
[2,9,3]  ;  0  ;  0
[19,10,9]  ;  19  ;  24
[17,1,17]  ;  14  ;  13
[10,15,5]  ;  0  ;  0
[3,0,2]  ;  24  ;  29
[11,11,14]  ;  0  ;  0
[10,3,2]  ;  0  ;  0
[9,19,17]  ;  0  ;  0
[12,7,15]  ;  15  ;  11
[9,4,14]  ;  0  ;  0
[1,12,5]  ;  21  ;  29
[9,2,8]  ;  26  ;  85
[19,6,13]  ;  0  ;  0
[17,18,10]  ;  21  ;  11
[18,13,8]  ;  14  ;  12
[18,5,0]  ;  0  ;  0
[14,11,8]  ;  0  ;  0
[15,0,11]  ;  0  ;  0
[4,14,1]  ;  0  ;  0
[4,15,15]  ;  23  ;  40
[5,16,17]  ;  32  ;  169
[0,9,3]  ;  0  ;  0
[5,3,19]  ;  16  ;  12
[4,19,12]  ;  24  ;  26
[19,5,19]  ;  0  ;  0
[1,9,4]  ;  0  ;  0
[19,2,1]  ;  0  ;  0
[2,12,5]  ;  0  ;  0
[14,16,2]  ;  0  ;  0
[1,9,14]  ;  0  ;  0
[5,2,3]  ;  0  ;  0
[8,13,12]  ;  9  ;  2
[8,8,13]  ;  0  ;  0
[15,1,5]  ;  27  ;  82
[5,11,0]  ;  15  ;  11
[17,18,16]  ;  29  ;  94
[19,9,19]  ;  36  ;  180
[19,17,18]  ;  0  ;  0
[5,4,10]  ;  19  ;  23
[15,5,1]  ;  37  ;  190
[4,9,10]  ;  0  ;  0
[6,13,13]  ;  23  ;  39
[14,7,6]  ;  23  ;  49
[17,11,0]  ;  26  ;  21
[0,12,3]  ;  0  ;  0
[2,19,5]  ;  29  ;  67
[17,15,3]  ;  0  ;  0
[0,15,4]  ;  24  ;  28
[3,16,18]  ;  19  ;  15
[2,11,13]  ;  24  ;  46
[3,9,17]  ;  34  ;  114
[19,19,11]  ;  0  ;  0
[9,2,16]  ;  0  ;  0
[12,2,12]  ;  14  ;  5
[4,4,6]  ;  20  ;  10
[3,3,0]  ;  19  ;  13
[19,15,14]  ;  0  ;  0
[10,17,9]  ;  12  ;  4
[10,1,9]  ;  0  ;  0
[8,2,17]  ;  0  ;  0
[13,12,11]  ;  0  ;  0
[5,17,7]  ;  0  ;  0
[17,6,13]  ;  22  ;  39
[2,17,13]  ;  18  ;  14
[8,15,0]  ;  29  ;  108
[16,17,5]  ;  24  ;  36
[10,9,18]  ;  23  ;  39
[6,8,1]  ;  16  ;  19
[6,2,9]  ;  0  ;  0
[13,14,18]  ;  0  ;  0
[11,9,11]  ;  0  ;  0
[9,8,1]  ;  0  ;  0
[1,0,5]  ;  25  ;  88
[8,4,13]  ;  21  ;  19
[12,0,13]  ;  23  ;  46
[3,12,5]  ;  28  ;  67
[10,11,19]  ;  0  ;  0
[1,17,1]  ;  0  ;  0
[6,18,9]  ;  0  ;  0
[10,3,13]  ;  0  ;  0
[16,14,15]  ;  0  ;  0
[19,12,7]  ;  23  ;  18
[12,14,4]  ;  26  ;  32
[13,13,18]  ;  22  ;  34
[12,12,13]  ;  8  ;  2
[14,7,18]  ;  0  ;  0
[8,15,5]  ;  24  ;  43
[10,2,13]  ;  25  ;  51
[18,9,18]  ;  0  ;  0
[14,11,16]  ;  21  ;  24
[13,7,5]  ;  20  ;  21
[6,5,12]  ;  17  ;  15
[17,4,2]  ;  31  ;  79
[15,12,1]  ;  0  ;  0
[14,9,18]  ;  24  ;  40
[17,15,11]  ;  0  ;  0
[10,12,13]  ;  0  ;  0
[8,9,1]  ;  0  ;  0
[12,7,9]  ;  0  ;  0
[10,11,11]  ;  15  ;  15
[19,1,9]  ;  0  ;  0
[9,9,19]  ;  15  ;  7
[14,3,17]  ;  28  ;  76
[7,13,14]  ;  0  ;  0
[11,9,16]  ;  17  ;  11
[19,13,14]  ;  0  ;  0
[15,13,13]  ;  0  ;  0
[19,13,10]  ;  27  ;  70
[1,7,15]  ;  0  ;  0
[2,8,10]  ;  23  ;  31
[17,17,1]  ;  13  ;  3
[11,2,15]  ;  22  ;  16
[8,6,19]  ;  18  ;  14
[13,7,7]  ;  15  ;  8
[2,16,7]  ;  0  ;  0
[1,13,18]  ;  0  ;  0
[1,11,17]  ;  19  ;  22
[18,5,12]  ;  0  ;  0
[19,9,10]  ;  0  ;  0
[10,5,16]  ;  0  ;  0
[11,5,12]  ;  0  ;  0
[11,16,8]  ;  0  ;  0
[10,11,13]  ;  9  ;  4
[5,17,10]  ;  0  ;  0
[12,10,6]  ;  0  ;  0
[15,15,15]  ;  3  ;  1
[10,11,1]  ;  27  ;  75
[2,7,7]  ;  23  ;  38
[18,11,5]  ;  7  ;  1
[7,9,16]  ;  16  ;  9
[14,13,10]  ;  0  ;  0
[10,3,1]  ;  0  ;  0
[6,9,0]  ;  2  ;  0
[1,7,10]  ;  0  ;  0
[10,14,9]  ;  0  ;  0
[6,9,16]  ;  0  ;  0
[18,0,13]  ;  33  ;  130
[18,5,17]  ;  12  ;  5
[14,13,17]  ;  17  ;  27
[5,9,3]  ;  0  ;  0
[9,12,12]  ;  0  ;  0
[6,3,16]  ;  17  ;  10
[3,7,16]  ;  22  ;  58
[3,1,3]  ;  26  ;  47
[6,9,3]  ;  0  ;  0
[16,11,1]  ;  0  ;  0
[17,9,1]  ;  9  ;  8
[19,19,13]  ;  36  ;  236
[10,11,8]  ;  0  ;  0
[9,2,19]  ;  22  ;  23
[15,16,14]  ;  15  ;  11
[19,4,12]  ;  11  ;  7
[7,11,16]  ;  22  ;  33
[13,12,18]  ;  23  ;  34
[5,15,9]  ;  0  ;  0
[4,16,11]  ;  0  ;  0
[13,2,0]  ;  19  ;  12
[10,2,1]  ;  0  ;  0
[8,11,19]  ;  0  ;  0
[14,19,2]  ;  19  ;  8
[13,16,9]  ;  0  ;  0
[13,5,13]  ;  0  ;  0
[19,18,19]  ;  20  ;  16
[14,4,7]  ;  0  ;  0
[17,1,15]  ;  25  ;  62
[9,3,11]  ;  19  ;  24
[4,8,13]  ;  19  ;  23
[10,6,10]  ;  13  ;  12
[13,6,6]  ;  19  ;  18
[6,2,15]  ;  26  ;  43
[9,2,5]  ;  20  ;  33
[17,7,2]  ;  0  ;  0
[16,3,9]  ;  0  ;  0
[8,11,8]  ;  23  ;  34
[4,8,19]  ;  15  ;  9
[15,16,10]  ;  0  ;  0
[1,15,1]  ;  0  ;  0
[19,17,9]  ;  18  ;  22
[14,7,12]  ;  0  ;  0
[17,1,8]  ;  0  ;  0
[8,0,17]  ;  0  ;  0
[17,7,3]  ;  0  ;  0
[12,3,6]  ;  24  ;  67
[6,11,10]  ;  13  ;  6
[9,8,14]  ;  0  ;  0
[5,18,2]  ;  0  ;  0
[3,9,10]  ;  14  ;  10
[12,19,7]  ;  29  ;  100
[15,17,5]  ;  31  ;  132
[7,6,18]  ;  0  ;  0
[11,10,3]  ;  0  ;  0
[1,10,19]  ;  15  ;  12
[9,2,12]  ;  0  ;  0
[17,10,12]  ;  30  ;  82
[13,5,18]  ;  25  ;  46
[7,0,13]  ;  0  ;  0
[10,16,14]  ;  21  ;  36
[10,0,4]  ;  0  ;  0
[11,10,2]  ;  0  ;  0
[7,14,3]  ;  0  ;  0
[2,13,8]  ;  13  ;  7
[5,8,4]  ;  0  ;  0
[12,16,13]  ;  0  ;  0
[15,19,19]  ;  0  ;  0
[16,15,13]  ;  21  ;  22
[14,11,7]  ;  10  ;  3
[18,1,8]  ;  39  ;  195
[6,15,10]  ;  0  ;  0
[3,2,9]  ;  0  ;  0
[6,2,14]  ;  26  ;  69
[7,9,11]  ;  0  ;  0
[5,14,10]  ;  0  ;  0
[4,19,8]  ;  0  ;  0
[1,7,6]  ;  0  ;  0
[19,13,11]  ;  24  ;  55
[11,11,11]  ;  0  ;  0
[16,0,1]  ;  41  ;  241
[17,9,5]  ;  0  ;  0
[17,0,6]  ;  40  ;  235
[4,11,9]  ;  0  ;  0
[16,6,5]  ;  19  ;  17
[8,14,0]  ;  0  ;  0
[3,13,8]  ;  24  ;  32
[4,2,16]  ;  0  ;  0
[15,6,17]  ;  28  ;  55
[6,2,19]  ;  0  ;  0
[16,9,0]  ;  0  ;  0
[0,17,0]  ;  22  ;  46
[15,11,12]  ;  0  ;  0
[5,7,18]  ;  9  ;  3
[15,17,1]  ;  15  ;  10
[11,9,14]  ;  19  ;  22
[13,12,4]  ;  20  ;  26
[18,8,8]  ;  18  ;  19
[12,17,16]  ;  0  ;  0
[19,13,1]  ;  0  ;  0
[18,1,3]  ;  21  ;  33
[8,11,14]  ;  0  ;  0
[0,18,6]  ;  18  ;  8
[9,0,12]  ;  0  ;  0
[5,2,6]  ;  21  ;  30
[15,1,19]  ;  25  ;  31
[7,2,8]  ;  23  ;  25
[8,10,9]  ;  23  ;  32
[2,17,0]  ;  0  ;  0
[11,18,3]  ;  0  ;  0
[7,14,11]  ;  21  ;  19
[6,6,2]  ;  0  ;  0
[8,0,0]  ;  0  ;  0
[14,10,15]  ;  0  ;  0
[9,5,13]  ;  0  ;  0
[3,5,18]  ;  19  ;  15
[5,5,4]  ;  0  ;  0
[12,15,17]  ;  0  ;  0
[5,11,13]  ;  12  ;  5
[7,15,18]  ;  20  ;  27
[19,15,8]  ;  0  ;  0
[1,3,14]  ;  31  ;  110
[2,15,9]  ;  0  ;  0
[9,17,19]  ;  0  ;  0
[3,16,3]  ;  0  ;  0
[5,15,6]  ;  0  ;  0
[2,11,10]  ;  0  ;  0
[15,16,6]  ;  0  ;  0
[2,12,4]  ;  25  ;  61
[8,10,16]  ;  24  ;  42
[7,15,14]  ;  18  ;  28
[13,13,13]  ;  0  ;  0
[3,6,8]  ;  0  ;  0
[18,6,4]  ;  35  ;  183
[7,15,17]  ;  0  ;  0
[3,17,1]  ;  11  ;  2
[18,19,3]  ;  29  ;  34
[0,16,18]  ;  37  ;  102
[14,6,0]  ;  41  ;  232
[17,9,15]  ;  0  ;  0
[8,8,19]  ;  24  ;  30
[7,0,10]  ;  13  ;  6
[9,13,13]  ;  0  ;  0
[0,10,10]  ;  0  ;  0
[12,18,18]  ;  19  ;  28
[17,0,16]  ;  15  ;  7
[13,15,2]  ;  11  ;  4
[6,9,4]  ;  10  ;  1
[13,2,11]  ;  0  ;  0
[8,8,9]  ;  15  ;  15
[14,9,17]  ;  31  ;  118
[0,15,12]  ;  21  ;  23
[19,19,16]  ;  12  ;  3
[15,6,11]  ;  0  ;  0
[4,17,2]  ;  41  ;  321
[3,3,18]  ;  0  ;  0
[15,0,8]  ;  0  ;  0
[18,12,0]  ;  19  ;  17
[16,6,17]  ;  0  ;  0
[10,17,14]  ;  20  ;  22
[0,0,17]  ;  22  ;  16
[0,0,9]  ;  0  ;  0
[12,8,5]  ;  0  ;  0
[19,15,1]  ;  39  ;  170
[1,19,14]  ;  0  ;  0
[17,17,4]  ;  23  ;  34
[15,4,7]  ;  24  ;  75
[4,1,14]  ;  0  ;  0
[16,15,17]  ;  13  ;  5
[2,18,11]  ;  38  ;  203
[2,14,7]  ;  10  ;  3
[14,17,15]  ;  11  ;  7
[14,13,3]  ;  38  ;  199
[1,14,19]  ;  25  ;  50
[14,7,8]  ;  15  ;  14
[17,15,4]  ;  0  ;  0
[16,6,13]  ;  0  ;  0
[8,0,18]  ;  0  ;  0
[18,12,9]  ;  28  ;  87
[7,4,9]  ;  23  ;  49
[19,12,1]  ;  19  ;  20
[13,12,14]  ;  15  ;  16
[0,19,14]  ;  41  ;  259
[5,5,10]  ;  5  ;  0
[9,3,0]  ;  21  ;  18
[18,9,1]  ;  30  ;  87
[14,7,9]  ;  15  ;  12
[12,9,9]  ;  16  ;  9
[15,8,2]  ;  28  ;  40
[13,6,4]  ;  0  ;  0
[10,8,12]  ;  0  ;  0
