------ Execution Data ------ 

Tamanho do Cubo: 20x20x20
N° de Células: 8000
Células Bloqueadas: 2000 (25%)
Número de Rotas (Start- Goal): 5000

 Block   ;G(n) ;Tempo (ms) 
[10,15,11]  ;  27  ;  64
[11,7,1]  ;  0  ;  0
[3,10,14]  ;  0  ;  0
[6,7,9]  ;  14  ;  13
[9,7,9]  ;  17  ;  21
[3,10,3]  ;  8  ;  2
[15,19,7]  ;  42  ;  255
[16,10,9]  ;  12  ;  6
[9,15,8]  ;  21  ;  27
[8,15,9]  ;  0  ;  0
[17,4,14]  ;  15  ;  11
[5,1,7]  ;  23  ;  38
[17,16,6]  ;  21  ;  24
[18,15,15]  ;  0  ;  0
[4,8,3]  ;  20  ;  26
[7,0,5]  ;  0  ;  0
[11,8,5]  ;  25  ;  47
[7,3,11]  ;  11  ;  6
[10,1,11]  ;  14  ;  13
[4,11,18]  ;  17  ;  19
[9,5,3]  ;  27  ;  66
[2,5,8]  ;  0  ;  0
[0,4,4]  ;  24  ;  53
[3,5,2]  ;  8  ;  2
[0,9,6]  ;  0  ;  0
[11,2,9]  ;  0  ;  0
[5,10,19]  ;  20  ;  12
[18,19,5]  ;  0  ;  0
[16,6,7]  ;  0  ;  0
[17,9,9]  ;  0  ;  0
[2,19,0]  ;  0  ;  0
[11,0,15]  ;  4  ;  0
[18,2,5]  ;  0  ;  0
[10,18,16]  ;  0  ;  0
[6,19,7]  ;  10  ;  3
[13,11,17]  ;  16  ;  14
[10,10,9]  ;  21  ;  34
[8,19,5]  ;  0  ;  0
[1,1,0]  ;  0  ;  0
[6,10,8]  ;  12  ;  6
[19,10,17]  ;  0  ;  0
[12,7,6]  ;  26  ;  40
[13,7,3]  ;  0  ;  0
[15,15,7]  ;  0  ;  0
[7,12,13]  ;  24  ;  45
[6,4,18]  ;  27  ;  54
[3,11,11]  ;  12  ;  4
[11,16,2]  ;  0  ;  0
[11,3,13]  ;  0  ;  0
[7,18,8]  ;  15  ;  3
[14,9,10]  ;  0  ;  0
[11,14,17]  ;  0  ;  0
[10,9,11]  ;  12  ;  7
[14,14,6]  ;  0  ;  0
[9,14,17]  ;  19  ;  20
[11,4,5]  ;  0  ;  0
[17,14,10]  ;  0  ;  0
[1,18,10]  ;  0  ;  0
[11,0,5]  ;  25  ;  28
[5,3,13]  ;  0  ;  0
[7,11,13]  ;  14  ;  9
[15,10,8]  ;  0  ;  0
[19,9,14]  ;  10  ;  4
[5,3,5]  ;  18  ;  14
[12,4,14]  ;  20  ;  19
[11,11,8]  ;  14  ;  10
[5,7,3]  ;  0  ;  0
[3,18,15]  ;  0  ;  0
[18,9,15]  ;  15  ;  1
[16,8,9]  ;  0  ;  0
[19,14,0]  ;  40  ;  258
[19,2,0]  ;  24  ;  31
[13,12,13]  ;  16  ;  17
[15,0,2]  ;  0  ;  0
[14,12,11]  ;  14  ;  11
[0,19,16]  ;  0  ;  0
[8,19,18]  ;  31  ;  138
[8,6,15]  ;  3  ;  0
[1,12,6]  ;  33  ;  129
[7,10,10]  ;  22  ;  42
[1,14,9]  ;  25  ;  25
[12,15,3]  ;  31  ;  84
[2,8,11]  ;  17  ;  8
[16,10,2]  ;  0  ;  0
[13,17,8]  ;  0  ;  0
[15,1,7]  ;  6  ;  0
[12,15,16]  ;  19  ;  13
[8,6,12]  ;  0  ;  0
[18,7,0]  ;  0  ;  0
[0,18,0]  ;  0  ;  0
[15,9,13]  ;  12  ;  6
[0,13,17]  ;  0  ;  0
[2,4,10]  ;  20  ;  4
[6,9,14]  ;  0  ;  0
[8,19,19]  ;  27  ;  61
[2,16,8]  ;  22  ;  49
[12,2,10]  ;  0  ;  0
[1,12,3]  ;  16  ;  12
[19,9,8]  ;  0  ;  0
[12,18,15]  ;  21  ;  12
[15,1,1]  ;  0  ;  0
[1,15,0]  ;  35  ;  192
[8,17,15]  ;  0  ;  0
[15,2,7]  ;  0  ;  0
[17,14,14]  ;  28  ;  78
[5,12,13]  ;  0  ;  0
[18,11,3]  ;  0  ;  0
[12,14,19]  ;  0  ;  0
[2,10,17]  ;  16  ;  14
[0,5,3]  ;  24  ;  55
[13,13,7]  ;  22  ;  35
[9,0,10]  ;  36  ;  102
[14,9,12]  ;  23  ;  28
[17,17,15]  ;  0  ;  0
[15,7,7]  ;  0  ;  0
[0,13,16]  ;  15  ;  13
[0,7,8]  ;  0  ;  0
[9,5,19]  ;  0  ;  0
[17,9,0]  ;  0  ;  0
[2,19,12]  ;  9  ;  2
[3,14,15]  ;  22  ;  12
[0,18,7]  ;  0  ;  0
[6,1,12]  ;  0  ;  0
[7,10,8]  ;  8  ;  1
[16,0,17]  ;  0  ;  0
[12,13,9]  ;  0  ;  0
[15,5,15]  ;  14  ;  6
[13,2,15]  ;  23  ;  43
[8,7,5]  ;  0  ;  0
[9,5,2]  ;  0  ;  0
[2,15,5]  ;  28  ;  94
[8,7,19]  ;  4  ;  0
[11,5,2]  ;  29  ;  76
[14,8,7]  ;  15  ;  1
[18,6,1]  ;  34  ;  136
[17,10,11]  ;  23  ;  38
[1,2,4]  ;  30  ;  87
[14,10,7]  ;  0  ;  0
[5,14,7]  ;  21  ;  21
[9,17,12]  ;  0  ;  0
[13,1,15]  ;  0  ;  0
[19,0,11]  ;  0  ;  0
[6,3,19]  ;  0  ;  0
[10,4,19]  ;  0  ;  0
[12,19,16]  ;  17  ;  12
[0,9,11]  ;  20  ;  21
[9,19,3]  ;  30  ;  108
[6,13,9]  ;  0  ;  0
[8,13,6]  ;  17  ;  11
[2,7,17]  ;  10  ;  5
[16,13,5]  ;  17  ;  6
[18,10,19]  ;  0  ;  0
[12,4,19]  ;  6  ;  2
[18,17,12]  ;  0  ;  0
[1,6,1]  ;  0  ;  0
[6,16,14]  ;  21  ;  27
[11,9,0]  ;  0  ;  0
[16,13,0]  ;  24  ;  49
[9,9,14]  ;  27  ;  85
[17,7,8]  ;  0  ;  0
[10,3,0]  ;  20  ;  26
[7,9,8]  ;  15  ;  5
[3,2,17]  ;  0  ;  0
[15,3,4]  ;  22  ;  32
[2,10,15]  ;  14  ;  8
[1,13,12]  ;  0  ;  0
[2,4,1]  ;  0  ;  0
[18,1,4]  ;  24  ;  34
[6,6,7]  ;  0  ;  0
[8,13,10]  ;  0  ;  0
[16,13,2]  ;  0  ;  0
[3,14,19]  ;  0  ;  0
[7,0,3]  ;  36  ;  205
[3,16,16]  ;  0  ;  0
[19,2,14]  ;  19  ;  2
[19,5,15]  ;  17  ;  20
[11,4,18]  ;  35  ;  135
[10,14,7]  ;  8  ;  1
[5,8,5]  ;  0  ;  0
[4,9,2]  ;  25  ;  38
[8,9,17]  ;  23  ;  46
[19,10,18]  ;  0  ;  0
[16,8,10]  ;  20  ;  27
[1,14,15]  ;  0  ;  0
[19,12,6]  ;  10  ;  3
[6,14,10]  ;  17  ;  7
[2,5,4]  ;  7  ;  2
[15,1,15]  ;  0  ;  0
[2,1,2]  ;  29  ;  63
[4,14,4]  ;  15  ;  10
[10,2,12]  ;  0  ;  0
[9,14,1]  ;  29  ;  64
[18,5,9]  ;  17  ;  12
[6,2,17]  ;  0  ;  0
[9,3,15]  ;  20  ;  19
[7,0,0]  ;  0  ;  0
[19,4,4]  ;  16  ;  12
[7,15,2]  ;  0  ;  0
[7,6,17]  ;  0  ;  0
[8,3,5]  ;  28  ;  92
[13,2,7]  ;  0  ;  0
[5,12,8]  ;  6  ;  1
[8,16,17]  ;  0  ;  0
[13,14,19]  ;  11  ;  3
[13,6,15]  ;  0  ;  0
[5,1,13]  ;  0  ;  0
[2,5,2]  ;  27  ;  104
[3,8,5]  ;  31  ;  104
[11,5,0]  ;  24  ;  38
[9,4,1]  ;  23  ;  14
[5,0,3]  ;  0  ;  0
[3,9,12]  ;  0  ;  0
[19,12,8]  ;  27  ;  61
[10,18,0]  ;  29  ;  84
[0,13,8]  ;  0  ;  0
[3,7,13]  ;  27  ;  56
[8,11,9]  ;  0  ;  0
[1,15,13]  ;  26  ;  59
[6,6,3]  ;  25  ;  33
[17,6,8]  ;  0  ;  0
[14,4,9]  ;  18  ;  21
[15,7,10]  ;  19  ;  18
[9,13,12]  ;  19  ;  27
[5,18,6]  ;  32  ;  90
[0,1,10]  ;  25  ;  15
[14,7,2]  ;  0  ;  0
[15,12,15]  ;  19  ;  15
[17,8,12]  ;  14  ;  7
[15,11,9]  ;  0  ;  0
[3,9,11]  ;  6  ;  1
[6,13,8]  ;  9  ;  2
[0,12,5]  ;  0  ;  0
[18,11,1]  ;  20  ;  21
[9,12,10]  ;  0  ;  0
[4,18,16]  ;  19  ;  13
[11,10,10]  ;  0  ;  0
[6,4,12]  ;  15  ;  12
[19,14,18]  ;  28  ;  43
[11,5,4]  ;  20  ;  29
[3,19,16]  ;  25  ;  12
[19,6,1]  ;  9  ;  3
[5,17,13]  ;  0  ;  0
[11,5,7]  ;  20  ;  25
[9,11,1]  ;  0  ;  0
[18,6,3]  ;  25  ;  42
[10,7,19]  ;  20  ;  14
[13,4,2]  ;  0  ;  0
[19,14,13]  ;  9  ;  2
[12,16,4]  ;  0  ;  0
[9,8,18]  ;  0  ;  0
[14,18,14]  ;  0  ;  0
[13,10,8]  ;  13  ;  5
[15,14,12]  ;  24  ;  39
[8,5,8]  ;  12  ;  7
[6,4,4]  ;  0  ;  0
[0,17,10]  ;  28  ;  76
[18,16,0]  ;  25  ;  74
[16,10,5]  ;  27  ;  37
[7,0,2]  ;  0  ;  0
[8,12,12]  ;  0  ;  0
[5,4,7]  ;  0  ;  0
[13,15,9]  ;  16  ;  13
[19,13,7]  ;  0  ;  0
[12,6,2]  ;  0  ;  0
[8,5,14]  ;  18  ;  23
[10,14,11]  ;  0  ;  0
[3,13,9]  ;  0  ;  0
[1,3,7]  ;  10  ;  2
[12,19,3]  ;  0  ;  0
[16,15,4]  ;  0  ;  0
[15,6,12]  ;  0  ;  0
[15,2,2]  ;  0  ;  0
[16,4,13]  ;  0  ;  0
[17,1,18]  ;  16  ;  6
[19,17,14]  ;  12  ;  6
[2,9,13]  ;  8  ;  2
[6,17,17]  ;  0  ;  0
[9,17,11]  ;  0  ;  0
[1,6,18]  ;  34  ;  168
[9,13,6]  ;  21  ;  29
[2,16,13]  ;  19  ;  14
[14,4,3]  ;  0  ;  0
[19,12,9]  ;  25  ;  15
[6,9,5]  ;  0  ;  0
[8,16,3]  ;  0  ;  0
[7,8,14]  ;  0  ;  0
[0,3,3]  ;  0  ;  0
[19,6,12]  ;  15  ;  10
[8,5,3]  ;  18  ;  20
[1,19,3]  ;  17  ;  3
[7,13,11]  ;  11  ;  2
[2,16,16]  ;  0  ;  0
[7,17,18]  ;  21  ;  33
[19,11,15]  ;  0  ;  0
[8,14,6]  ;  11  ;  4
[14,10,9]  ;  0  ;  0
[0,8,0]  ;  3  ;  0
[16,2,3]  ;  38  ;  270
[0,3,15]  ;  24  ;  20
[12,11,14]  ;  21  ;  30
[9,17,15]  ;  15  ;  9
[1,13,8]  ;  0  ;  0
[16,5,17]  ;  0  ;  0
[12,18,2]  ;  24  ;  38
[11,13,2]  ;  29  ;  65
[14,10,2]  ;  0  ;  0
[7,1,0]  ;  17  ;  6
[13,1,1]  ;  0  ;  0
[15,5,10]  ;  7  ;  1
[13,19,19]  ;  29  ;  103
[4,14,17]  ;  0  ;  0
[3,2,19]  ;  31  ;  134
[12,0,3]  ;  0  ;  0
[15,6,18]  ;  0  ;  0
[4,17,13]  ;  0  ;  0
[6,14,7]  ;  0  ;  0
[15,7,4]  ;  17  ;  14
[11,3,19]  ;  17  ;  13
[13,18,12]  ;  0  ;  0
[2,13,14]  ;  31  ;  103
[0,6,7]  ;  13  ;  3
[16,10,19]  ;  0  ;  0
[7,9,5]  ;  19  ;  27
[15,6,7]  ;  17  ;  19
[8,2,19]  ;  0  ;  0
[8,7,2]  ;  21  ;  32
[5,19,13]  ;  22  ;  19
[6,18,0]  ;  12  ;  3
[1,2,15]  ;  3  ;  0
[6,7,16]  ;  24  ;  59
[13,17,4]  ;  27  ;  28
[18,1,0]  ;  0  ;  0
[1,13,5]  ;  26  ;  49
[2,4,8]  ;  9  ;  3
[8,1,5]  ;  0  ;  0
[2,1,13]  ;  11  ;  3
[3,2,14]  ;  0  ;  0
[8,9,13]  ;  14  ;  7
[4,11,7]  ;  27  ;  87
[14,2,16]  ;  0  ;  0
[3,6,10]  ;  18  ;  22
[1,14,12]  ;  0  ;  0
[2,3,16]  ;  0  ;  0
[3,2,2]  ;  29  ;  118
[12,11,8]  ;  17  ;  21
[12,12,6]  ;  10  ;  3
[13,6,7]  ;  17  ;  20
[2,3,17]  ;  20  ;  35
[2,11,15]  ;  16  ;  11
[16,13,6]  ;  0  ;  0
[0,12,16]  ;  0  ;  0
[15,0,6]  ;  0  ;  0
[4,6,18]  ;  0  ;  0
[16,18,6]  ;  0  ;  0
[18,10,17]  ;  0  ;  0
[0,13,18]  ;  0  ;  0
[15,13,16]  ;  28  ;  66
[7,7,5]  ;  0  ;  0
[19,0,17]  ;  22  ;  40
[13,17,2]  ;  0  ;  0
[12,17,14]  ;  0  ;  0
[18,9,0]  ;  4  ;  0
[14,15,8]  ;  0  ;  0
[5,12,0]  ;  18  ;  11
[12,5,11]  ;  0  ;  0
[11,3,15]  ;  0  ;  0
[10,3,18]  ;  27  ;  97
[9,10,8]  ;  23  ;  47
[9,15,2]  ;  0  ;  0
[17,17,8]  ;  0  ;  0
[19,9,4]  ;  0  ;  0
[0,4,10]  ;  19  ;  25
[8,1,17]  ;  0  ;  0
[14,16,16]  ;  16  ;  10
[9,8,15]  ;  19  ;  23
[2,13,5]  ;  0  ;  0
[7,7,7]  ;  17  ;  20
[14,18,16]  ;  20  ;  24
[8,19,1]  ;  12  ;  5
[11,2,1]  ;  23  ;  37
[14,15,14]  ;  0  ;  0
[2,7,6]  ;  0  ;  0
[7,4,3]  ;  0  ;  0
[0,15,8]  ;  0  ;  0
[0,10,14]  ;  25  ;  44
[15,18,1]  ;  0  ;  0
[12,4,6]  ;  11  ;  4
[8,17,5]  ;  13  ;  6
[1,0,6]  ;  0  ;  0
[0,1,16]  ;  0  ;  0
[11,3,14]  ;  0  ;  0
[0,2,12]  ;  0  ;  0
[12,19,9]  ;  0  ;  0
[17,8,0]  ;  17  ;  9
[4,9,18]  ;  22  ;  23
[8,19,2]  ;  7  ;  1
[18,18,15]  ;  0  ;  0
[10,16,13]  ;  0  ;  0
[9,12,3]  ;  0  ;  0
[12,3,1]  ;  0  ;  0
[19,14,8]  ;  13  ;  5
[3,7,5]  ;  0  ;  0
[3,3,13]  ;  22  ;  23
[2,15,10]  ;  11  ;  3
[11,4,2]  ;  31  ;  98
[9,0,17]  ;  20  ;  13
[3,0,11]  ;  0  ;  0
[2,14,11]  ;  0  ;  0
[18,7,6]  ;  13  ;  10
[14,2,3]  ;  26  ;  34
[6,16,0]  ;  35  ;  169
[18,7,19]  ;  18  ;  17
[14,19,10]  ;  0  ;  0
[5,6,15]  ;  28  ;  81
[15,10,7]  ;  12  ;  1
[7,2,19]  ;  28  ;  42
[9,4,5]  ;  7  ;  2
[12,13,7]  ;  0  ;  0
[11,13,0]  ;  0  ;  0
[3,2,16]  ;  0  ;  0
[6,13,15]  ;  25  ;  55
[0,9,2]  ;  20  ;  13
[7,3,17]  ;  0  ;  0
[7,18,10]  ;  14  ;  10
[10,7,17]  ;  18  ;  24
[6,16,9]  ;  0  ;  0
[16,9,5]  ;  20  ;  15
[9,3,12]  ;  19  ;  13
[18,6,6]  ;  27  ;  59
[0,7,0]  ;  39  ;  213
[18,18,11]  ;  16  ;  19
[1,3,9]  ;  18  ;  19
[8,6,1]  ;  0  ;  0
[15,13,0]  ;  0  ;  0
[15,2,0]  ;  35  ;  93
[6,1,19]  ;  0  ;  0
[9,4,17]  ;  0  ;  0
[17,7,18]  ;  29  ;  92
[5,17,19]  ;  0  ;  0
[14,8,15]  ;  0  ;  0
[19,13,15]  ;  0  ;  0
[3,12,13]  ;  0  ;  0
[6,3,15]  ;  18  ;  27
[11,0,12]  ;  27  ;  47
[7,6,19]  ;  16  ;  18
[11,6,0]  ;  16  ;  9
[14,16,19]  ;  31  ;  71
[19,13,17]  ;  34  ;  98
[8,14,10]  ;  22  ;  35
[8,14,12]  ;  15  ;  11
[0,14,1]  ;  26  ;  58
[14,6,6]  ;  0  ;  0
[10,9,15]  ;  14  ;  5
[16,5,19]  ;  0  ;  0
[14,4,16]  ;  0  ;  0
[5,3,10]  ;  25  ;  43
[4,16,1]  ;  0  ;  0
[18,19,0]  ;  0  ;  0
[8,16,19]  ;  0  ;  0
[4,2,13]  ;  16  ;  12
[13,17,18]  ;  0  ;  0
[9,12,18]  ;  11  ;  2
[9,14,16]  ;  17  ;  11
[8,14,4]  ;  5  ;  1
[3,7,19]  ;  0  ;  0
[10,14,4]  ;  0  ;  0
[18,0,9]  ;  0  ;  0
[15,8,11]  ;  16  ;  7
[16,3,17]  ;  0  ;  0
[14,7,17]  ;  7  ;  1
[12,9,3]  ;  16  ;  9
[11,11,5]  ;  17  ;  10
[10,15,17]  ;  0  ;  0
[7,18,9]  ;  0  ;  0
[3,4,10]  ;  0  ;  0
[4,17,17]  ;  17  ;  17
[1,19,5]  ;  25  ;  24
[7,15,13]  ;  16  ;  10
[15,10,10]  ;  4  ;  1
[14,6,11]  ;  18  ;  10
[18,5,4]  ;  16  ;  13
[3,10,7]  ;  0  ;  0
[10,3,14]  ;  16  ;  14
[2,16,19]  ;  0  ;  0
[14,0,8]  ;  0  ;  0
[1,4,15]  ;  23  ;  28
[18,9,7]  ;  13  ;  5
[7,15,7]  ;  0  ;  0
[11,17,13]  ;  13  ;  8
[6,11,15]  ;  0  ;  0
[8,7,17]  ;  0  ;  0
[14,12,12]  ;  27  ;  86
[2,17,10]  ;  37  ;  170
[12,15,18]  ;  18  ;  19
[13,2,16]  ;  23  ;  32
[10,12,19]  ;  0  ;  0
[17,4,12]  ;  29  ;  120
[5,12,5]  ;  24  ;  28
[12,13,8]  ;  0  ;  0
[1,19,19]  ;  25  ;  55
[16,8,19]  ;  35  ;  118
[18,7,7]  ;  24  ;  27
[4,16,0]  ;  31  ;  116
[3,4,2]  ;  0  ;  0
[9,19,8]  ;  10  ;  5
[16,11,2]  ;  35  ;  163
[12,12,1]  ;  28  ;  50
[8,10,11]  ;  0  ;  0
[9,0,5]  ;  7  ;  1
[1,8,10]  ;  9  ;  2
[3,17,16]  ;  10  ;  2
[1,9,5]  ;  29  ;  98
[15,10,14]  ;  0  ;  0
[10,19,7]  ;  26  ;  56
[3,3,6]  ;  19  ;  21
[0,9,8]  ;  31  ;  114
[13,8,9]  ;  0  ;  0
[7,14,10]  ;  10  ;  3
[6,16,4]  ;  15  ;  15
[19,11,10]  ;  23  ;  37
[15,2,19]  ;  23  ;  8
[4,15,5]  ;  18  ;  14
[2,14,18]  ;  32  ;  90
[14,16,11]  ;  0  ;  0
[2,14,3]  ;  0  ;  0
[19,16,15]  ;  31  ;  121
[16,8,18]  ;  0  ;  0
[4,15,3]  ;  0  ;  0
[16,3,13]  ;  0  ;  0
[15,17,14]  ;  26  ;  58
[2,16,5]  ;  0  ;  0
[12,13,14]  ;  11  ;  5
[11,3,17]  ;  20  ;  19
[9,13,3]  ;  30  ;  84
[17,6,16]  ;  0  ;  0
[8,3,11]  ;  22  ;  25
[16,4,3]  ;  0  ;  0
[17,11,16]  ;  0  ;  0
[3,3,2]  ;  0  ;  0
[5,7,1]  ;  10  ;  3
[9,18,8]  ;  20  ;  30
[5,18,9]  ;  0  ;  0
[11,15,6]  ;  18  ;  9
[14,3,8]  ;  8  ;  1
[9,4,7]  ;  0  ;  0
[7,13,2]  ;  0  ;  0
[11,0,3]  ;  24  ;  39
[2,8,17]  ;  18  ;  5
[9,0,14]  ;  0  ;  0
[2,1,12]  ;  11  ;  4
[4,17,12]  ;  0  ;  0
[8,12,1]  ;  4  ;  0
[11,13,15]  ;  0  ;  0
[17,11,5]  ;  36  ;  115
[6,12,14]  ;  0  ;  0
[5,6,12]  ;  17  ;  26
[9,5,5]  ;  37  ;  129
[2,14,13]  ;  0  ;  0
[0,12,19]  ;  28  ;  61
[12,6,8]  ;  0  ;  0
[19,10,15]  ;  0  ;  0
[14,18,5]  ;  0  ;  0
[2,2,6]  ;  28  ;  76
[3,3,12]  ;  0  ;  0
[18,17,7]  ;  13  ;  10
[7,8,5]  ;  6  ;  1
[17,0,3]  ;  0  ;  0
[15,6,2]  ;  27  ;  66
[13,12,3]  ;  25  ;  61
[6,13,11]  ;  17  ;  19
[2,11,0]  ;  22  ;  24
[11,19,0]  ;  0  ;  0
[3,16,14]  ;  16  ;  10
[13,1,0]  ;  0  ;  0
[19,12,10]  ;  0  ;  0
[4,3,6]  ;  17  ;  12
[0,9,13]  ;  0  ;  0
[0,7,11]  ;  22  ;  36
[5,13,1]  ;  17  ;  9
[4,7,2]  ;  6  ;  1
[0,1,8]  ;  0  ;  0
[19,14,6]  ;  0  ;  0
[10,13,4]  ;  0  ;  0
[1,0,17]  ;  31  ;  100
[0,18,3]  ;  29  ;  59
[8,17,11]  ;  19  ;  16
[5,18,13]  ;  12  ;  4
[2,5,11]  ;  0  ;  0
[17,7,15]  ;  0  ;  0
[19,8,1]  ;  31  ;  75
[5,12,17]  ;  23  ;  33
[5,19,14]  ;  19  ;  25
[7,17,11]  ;  21  ;  14
[6,11,14]  ;  0  ;  0
[1,9,16]  ;  13  ;  4
[16,13,7]  ;  0  ;  0
[11,7,13]  ;  0  ;  0
[0,1,17]  ;  23  ;  37
[4,16,12]  ;  26  ;  70
[4,14,7]  ;  24  ;  36
[5,18,17]  ;  19  ;  8
[14,8,14]  ;  0  ;  0
[17,12,10]  ;  0  ;  0
[19,5,8]  ;  37  ;  155
[0,18,11]  ;  0  ;  0
[17,7,6]  ;  30  ;  106
[8,17,4]  ;  0  ;  0
[3,18,18]  ;  0  ;  0
[17,0,10]  ;  15  ;  6
[7,17,19]  ;  0  ;  0
[3,14,12]  ;  0  ;  0
[13,4,4]  ;  19  ;  13
[19,4,2]  ;  35  ;  161
[14,0,18]  ;  0  ;  0
[13,17,13]  ;  21  ;  23
[9,15,6]  ;  0  ;  0
[16,7,9]  ;  0  ;  0
[0,8,19]  ;  0  ;  0
[2,17,15]  ;  22  ;  26
[6,3,17]  ;  0  ;  0
[18,13,19]  ;  10  ;  5
[0,19,19]  ;  32  ;  92
[13,1,8]  ;  23  ;  63
[1,17,2]  ;  0  ;  0
[9,1,11]  ;  15  ;  12
[4,7,9]  ;  19  ;  15
[15,15,0]  ;  38  ;  164
[3,0,12]  ;  26  ;  32
[12,8,1]  ;  19  ;  9
[9,6,15]  ;  20  ;  15
[9,18,14]  ;  27  ;  92
[10,7,16]  ;  0  ;  0
[18,6,13]  ;  20  ;  23
[6,1,8]  ;  22  ;  14
[2,2,11]  ;  0  ;  0
[7,18,19]  ;  0  ;  0
[16,1,10]  ;  20  ;  6
[1,15,2]  ;  0  ;  0
[3,15,12]  ;  16  ;  16
[10,9,16]  ;  32  ;  85
[18,18,4]  ;  9  ;  2
[2,4,6]  ;  15  ;  8
[13,9,3]  ;  0  ;  0
[10,8,18]  ;  13  ;  6
[16,6,8]  ;  0  ;  0
[18,4,6]  ;  0  ;  0
[13,13,17]  ;  27  ;  97
[9,6,18]  ;  12  ;  5
[16,11,12]  ;  8  ;  2
[14,8,12]  ;  27  ;  85
[8,1,9]  ;  14  ;  10
[5,16,2]  ;  41  ;  271
[2,12,3]  ;  24  ;  48
[11,3,6]  ;  0  ;  0
[13,9,2]  ;  0  ;  0
[5,6,1]  ;  22  ;  27
[3,5,13]  ;  16  ;  13
[0,11,2]  ;  26  ;  48
[10,5,15]  ;  13  ;  6
[2,10,18]  ;  25  ;  50
[3,3,15]  ;  0  ;  0
[7,19,16]  ;  21  ;  31
[18,3,17]  ;  27  ;  56
[6,8,9]  ;  0  ;  0
[3,7,9]  ;  26  ;  94
[10,16,19]  ;  16  ;  15
[5,15,18]  ;  0  ;  0
[16,8,17]  ;  9  ;  3
[10,7,9]  ;  21  ;  30
[9,2,7]  ;  15  ;  18
[8,4,4]  ;  6  ;  1
[5,2,13]  ;  12  ;  9
[14,19,18]  ;  0  ;  0
[12,2,13]  ;  22  ;  37
[12,6,16]  ;  0  ;  0
[4,14,19]  ;  36  ;  138
[12,12,0]  ;  0  ;  0
[0,17,4]  ;  36  ;  118
[10,3,11]  ;  0  ;  0
[1,19,7]  ;  20  ;  21
[18,19,8]  ;  0  ;  0
[14,17,12]  ;  0  ;  0
[2,19,15]  ;  0  ;  0
[12,12,7]  ;  28  ;  58
[6,5,9]  ;  11  ;  4
[12,11,10]  ;  15  ;  8
[18,7,10]  ;  20  ;  23
[8,4,1]  ;  0  ;  0
[9,12,17]  ;  10  ;  3
[19,16,11]  ;  22  ;  50
[12,19,11]  ;  0  ;  0
[16,3,15]  ;  0  ;  0
[14,19,6]  ;  0  ;  0
[8,11,10]  ;  0  ;  0
[0,14,16]  ;  0  ;  0
[13,8,3]  ;  14  ;  10
[18,15,5]  ;  24  ;  39
[13,16,10]  ;  0  ;  0
[7,4,1]  ;  19  ;  27
[14,4,19]  ;  0  ;  0
[16,2,6]  ;  14  ;  3
[8,18,7]  ;  0  ;  0
[9,11,5]  ;  0  ;  0
[12,12,19]  ;  15  ;  13
[0,0,14]  ;  5  ;  1
[13,1,11]  ;  0  ;  0
[1,15,11]  ;  12  ;  4
[3,5,5]  ;  21  ;  24
[9,12,5]  ;  17  ;  16
[19,5,1]  ;  25  ;  23
[6,3,12]  ;  4  ;  0
[7,8,3]  ;  13  ;  7
[4,3,1]  ;  17  ;  11
[1,0,2]  ;  0  ;  0
[8,11,17]  ;  32  ;  97
[3,1,13]  ;  0  ;  0
[14,3,2]  ;  0  ;  0
[1,12,19]  ;  35  ;  175
[11,15,4]  ;  17  ;  13
[5,13,16]  ;  19  ;  11
[19,11,19]  ;  25  ;  20
[7,4,5]  ;  0  ;  0
[12,10,7]  ;  16  ;  20
[3,6,14]  ;  0  ;  0
[18,0,6]  ;  0  ;  0
[11,4,0]  ;  0  ;  0
[16,7,14]  ;  16  ;  9
[15,18,6]  ;  0  ;  0
[19,4,11]  ;  21  ;  29
[19,0,8]  ;  0  ;  0
[3,19,8]  ;  0  ;  0
[4,3,14]  ;  22  ;  31
[18,17,2]  ;  48  ;  380
[9,10,16]  ;  16  ;  18
[11,16,13]  ;  0  ;  0
[16,4,5]  ;  0  ;  0
[17,13,10]  ;  21  ;  33
[16,10,12]  ;  19  ;  16
[7,16,11]  ;  0  ;  0
[1,2,6]  ;  0  ;  0
[15,10,2]  ;  23  ;  37
[1,0,4]  ;  0  ;  0
[8,16,12]  ;  8  ;  2
[10,11,0]  ;  11  ;  5
[0,4,12]  ;  16  ;  20
[6,13,2]  ;  11  ;  5
[1,1,9]  ;  12  ;  9
[9,9,13]  ;  9  ;  1
[1,18,11]  ;  20  ;  33
[19,0,1]  ;  0  ;  0
[12,1,18]  ;  0  ;  0
[8,16,4]  ;  0  ;  0
[14,7,14]  ;  0  ;  0
[7,15,10]  ;  0  ;  0
[15,16,17]  ;  15  ;  12
[14,8,1]  ;  28  ;  65
[19,10,6]  ;  0  ;  0
[4,3,3]  ;  0  ;  0
[11,19,1]  ;  17  ;  8
[19,0,3]  ;  13  ;  7
[16,1,12]  ;  0  ;  0
[13,8,11]  ;  0  ;  0
[2,6,19]  ;  41  ;  250
[4,0,8]  ;  0  ;  0
[19,17,12]  ;  18  ;  16
[8,15,1]  ;  18  ;  13
[6,8,18]  ;  0  ;  0
[11,8,7]  ;  8  ;  1
[9,12,9]  ;  19  ;  11
[2,4,19]  ;  13  ;  9
[14,2,17]  ;  20  ;  13
[0,16,8]  ;  0  ;  0
