------ Execution Data ------ 

Tamanho do Cubo: 30x30x30
N° de Células: 27000
Células Bloqueadas: 8100 (30%)
Número de Rotas (Start- Goal): 8000

 Block   ;G(n) ;Tempo (ms) 
[16,26,4]  ;  17  ;  15
[23,2,9]  ;  0  ;  0
[14,5,15]  ;  0  ;  0
[8,26,9]  ;  0  ;  0
[5,9,24]  ;  0  ;  0
[0,19,25]  ;  0  ;  0
[2,8,26]  ;  0  ;  0
[28,5,8]  ;  40  ;  251
[11,21,1]  ;  0  ;  0
[27,26,24]  ;  0  ;  0
[15,3,7]  ;  28  ;  73
[8,21,24]  ;  0  ;  0
[7,14,19]  ;  0  ;  0
[12,28,9]  ;  26  ;  60
[19,16,29]  ;  24  ;  45
[23,14,19]  ;  0  ;  0
[29,16,5]  ;  0  ;  0
[18,17,10]  ;  0  ;  0
[17,19,6]  ;  0  ;  0
[17,26,22]  ;  36  ;  177
[4,10,6]  ;  43  ;  496
[4,21,28]  ;  49  ;  399
[21,4,11]  ;  0  ;  0
[17,6,5]  ;  26  ;  48
[20,24,16]  ;  0  ;  0
[1,16,10]  ;  9  ;  2
[15,28,27]  ;  0  ;  0
[29,4,0]  ;  55  ;  705
[9,27,19]  ;  0  ;  0
[25,0,7]  ;  25  ;  52
[29,0,12]  ;  37  ;  173
[3,13,3]  ;  21  ;  16
[17,24,21]  ;  0  ;  0
[29,16,6]  ;  0  ;  0
[3,16,7]  ;  29  ;  76
[29,16,12]  ;  39  ;  131
[17,28,15]  ;  0  ;  0
[5,16,16]  ;  28  ;  54
[29,17,4]  ;  30  ;  62
[25,7,22]  ;  21  ;  13
[6,4,21]  ;  58  ;  1068
[1,16,0]  ;  0  ;  0
[17,20,12]  ;  28  ;  54
[3,9,1]  ;  0  ;  0
[9,9,7]  ;  24  ;  22
[20,19,28]  ;  0  ;  0
[2,13,23]  ;  0  ;  0
[1,22,19]  ;  0  ;  0
[16,5,13]  ;  26  ;  79
[22,20,19]  ;  14  ;  9
[15,24,2]  ;  36  ;  191
[21,4,26]  ;  46  ;  313
[22,19,19]  ;  0  ;  0
[24,26,26]  ;  33  ;  85
[9,10,3]  ;  15  ;  9
[7,22,25]  ;  0  ;  0
[29,0,3]  ;  1  ;  0
[19,24,1]  ;  0  ;  0
[6,27,12]  ;  0  ;  0
[25,21,22]  ;  0  ;  0
[28,7,17]  ;  43  ;  201
[16,11,14]  ;  30  ;  104
[19,13,2]  ;  25  ;  44
[3,24,21]  ;  0  ;  0
[23,25,23]  ;  38  ;  260
[16,1,8]  ;  0  ;  0
[18,21,11]  ;  46  ;  451
[11,12,20]  ;  34  ;  111
[6,6,18]  ;  36  ;  189
[5,3,19]  ;  0  ;  0
[9,24,0]  ;  37  ;  87
[29,7,4]  ;  24  ;  26
[16,12,10]  ;  36  ;  150
[18,20,17]  ;  0  ;  0
[6,24,15]  ;  19  ;  26
[6,21,11]  ;  0  ;  0
[29,10,14]  ;  0  ;  0
[0,19,5]  ;  56  ;  919
[12,15,11]  ;  31  ;  120
[17,20,7]  ;  43  ;  420
[0,5,20]  ;  0  ;  0
[18,9,4]  ;  0  ;  0
[2,6,20]  ;  0  ;  0
[19,4,23]  ;  31  ;  90
[6,9,4]  ;  0  ;  0
[6,22,22]  ;  0  ;  0
[7,15,15]  ;  33  ;  86
[21,15,3]  ;  29  ;  61
[23,12,21]  ;  24  ;  27
[3,15,13]  ;  27  ;  49
[25,9,26]  ;  0  ;  0
[14,20,1]  ;  18  ;  15
[5,24,3]  ;  24  ;  11
[22,21,0]  ;  0  ;  0
[29,9,28]  ;  0  ;  0
[14,26,20]  ;  0  ;  0
[26,20,15]  ;  0  ;  0
[14,18,0]  ;  27  ;  64
[18,11,12]  ;  21  ;  19
[4,14,16]  ;  0  ;  0
[7,9,8]  ;  24  ;  40
[7,19,8]  ;  0  ;  0
[28,12,10]  ;  21  ;  23
[12,9,12]  ;  0  ;  0
[16,26,8]  ;  35  ;  98
[24,4,12]  ;  44  ;  369
[14,7,24]  ;  0  ;  0
[17,11,5]  ;  21  ;  39
[1,28,25]  ;  0  ;  0
[29,12,25]  ;  31  ;  98
[23,27,3]  ;  0  ;  0
[27,12,5]  ;  0  ;  0
[28,28,13]  ;  32  ;  136
[8,21,16]  ;  22  ;  39
[16,15,27]  ;  12  ;  5
[8,29,1]  ;  50  ;  599
[17,14,21]  ;  13  ;  6
[18,12,19]  ;  23  ;  39
[7,22,19]  ;  36  ;  166
[29,27,15]  ;  0  ;  0
[29,7,19]  ;  40  ;  238
[26,22,15]  ;  42  ;  359
[25,8,2]  ;  46  ;  325
[4,5,14]  ;  8  ;  1
[10,23,20]  ;  0  ;  0
[6,29,4]  ;  0  ;  0
[24,28,26]  ;  36  ;  44
[9,21,9]  ;  0  ;  0
[18,14,0]  ;  20  ;  4
[22,6,16]  ;  5  ;  1
[6,0,25]  ;  0  ;  0
[19,11,4]  ;  32  ;  139
[3,17,14]  ;  16  ;  11
[18,7,27]  ;  0  ;  0
[27,26,6]  ;  0  ;  0
[3,22,20]  ;  0  ;  0
[26,1,17]  ;  0  ;  0
[26,8,2]  ;  25  ;  51
[21,25,5]  ;  0  ;  0
[3,8,21]  ;  10  ;  3
[17,4,9]  ;  49  ;  590
[11,21,6]  ;  34  ;  160
[4,4,10]  ;  0  ;  0
[22,0,1]  ;  48  ;  435
[3,18,11]  ;  0  ;  0
[27,22,25]  ;  25  ;  56
[15,26,7]  ;  0  ;  0
[20,19,3]  ;  28  ;  48
[13,10,10]  ;  0  ;  0
[25,5,4]  ;  22  ;  24
[1,11,4]  ;  0  ;  0
[23,9,1]  ;  23  ;  34
[25,27,8]  ;  0  ;  0
[10,26,22]  ;  11  ;  4
[7,3,12]  ;  26  ;  47
[1,14,11]  ;  0  ;  0
[5,13,15]  ;  0  ;  0
[26,27,11]  ;  0  ;  0
[13,5,3]  ;  0  ;  0
[17,9,16]  ;  0  ;  0
[21,20,3]  ;  0  ;  0
[8,0,11]  ;  38  ;  143
[20,12,19]  ;  0  ;  0
[26,19,18]  ;  7  ;  1
[19,11,14]  ;  0  ;  0
[13,1,16]  ;  0  ;  0
[17,6,27]  ;  0  ;  0
[9,12,20]  ;  0  ;  0
[27,28,17]  ;  12  ;  3
[22,0,12]  ;  17  ;  15
[13,29,3]  ;  0  ;  0
[14,14,25]  ;  48  ;  356
[24,13,28]  ;  0  ;  0
[27,23,27]  ;  38  ;  241
[9,15,8]  ;  29  ;  71
[6,29,25]  ;  0  ;  0
[19,5,0]  ;  0  ;  0
[2,1,23]  ;  20  ;  22
[3,9,25]  ;  26  ;  65
[28,13,23]  ;  0  ;  0
[27,17,25]  ;  45  ;  379
[24,2,21]  ;  23  ;  9
[7,29,6]  ;  29  ;  100
[18,6,28]  ;  0  ;  0
[15,5,12]  ;  41  ;  335
[3,26,9]  ;  39  ;  287
[16,29,17]  ;  41  ;  207
[26,15,15]  ;  33  ;  122
[25,6,5]  ;  0  ;  0
[29,23,17]  ;  0  ;  0
[28,16,11]  ;  0  ;  0
[27,29,25]  ;  43  ;  225
[9,21,14]  ;  42  ;  357
[26,7,0]  ;  21  ;  28
[2,14,23]  ;  0  ;  0
[8,18,3]  ;  0  ;  0
[1,28,1]  ;  0  ;  0
[5,1,26]  ;  41  ;  151
[25,19,12]  ;  0  ;  0
[22,22,27]  ;  39  ;  190
[22,13,28]  ;  0  ;  0
[18,27,24]  ;  9  ;  4
[5,14,3]  ;  0  ;  0
[24,22,11]  ;  0  ;  0
[23,10,18]  ;  42  ;  293
[3,28,19]  ;  45  ;  326
[29,27,7]  ;  0  ;  0
[26,22,21]  ;  0  ;  0
[1,15,29]  ;  19  ;  12
[0,6,15]  ;  32  ;  128
[5,26,6]  ;  29  ;  60
[24,25,1]  ;  0  ;  0
[19,22,7]  ;  25  ;  36
[29,5,14]  ;  55  ;  648
[19,21,1]  ;  0  ;  0
[0,1,7]  ;  35  ;  161
[3,5,21]  ;  0  ;  0
[11,28,27]  ;  42  ;  397
[5,10,22]  ;  36  ;  149
[7,12,11]  ;  0  ;  0
[22,4,16]  ;  0  ;  0
[22,29,3]  ;  0  ;  0
[8,10,12]  ;  0  ;  0
[11,23,9]  ;  37  ;  236
[29,19,22]  ;  21  ;  39
[29,15,11]  ;  43  ;  326
[29,13,13]  ;  0  ;  0
[20,16,25]  ;  13  ;  7
[24,13,26]  ;  29  ;  80
[8,18,1]  ;  0  ;  0
[24,25,29]  ;  60  ;  1233
[0,11,22]  ;  0  ;  0
[7,11,7]  ;  37  ;  160
[8,5,27]  ;  0  ;  0
[13,3,6]  ;  0  ;  0
[10,29,9]  ;  0  ;  0
[6,9,2]  ;  35  ;  53
[25,12,26]  ;  13  ;  7
[0,15,16]  ;  25  ;  45
[13,24,7]  ;  28  ;  81
[4,19,3]  ;  12  ;  5
[16,4,14]  ;  19  ;  29
[0,9,11]  ;  33  ;  152
[28,9,10]  ;  25  ;  43
[18,5,2]  ;  0  ;  0
[11,11,15]  ;  0  ;  0
[20,3,26]  ;  0  ;  0
[21,20,21]  ;  2  ;  0
[21,17,17]  ;  36  ;  144
[17,15,17]  ;  35  ;  91
[27,29,2]  ;  48  ;  414
[17,15,6]  ;  0  ;  0
[3,1,28]  ;  0  ;  0
[10,2,6]  ;  0  ;  0
[13,2,20]  ;  0  ;  0
[21,4,15]  ;  26  ;  81
[5,9,1]  ;  48  ;  636
[8,17,22]  ;  0  ;  0
[11,22,15]  ;  0  ;  0
[0,4,19]  ;  33  ;  78
[15,24,3]  ;  52  ;  626
[20,4,5]  ;  27  ;  33
[22,13,4]  ;  0  ;  0
[16,23,5]  ;  15  ;  7
[21,10,17]  ;  0  ;  0
[25,14,18]  ;  0  ;  0
[11,10,15]  ;  0  ;  0
[16,25,2]  ;  33  ;  94
[13,10,9]  ;  0  ;  0
[26,15,27]  ;  40  ;  236
[26,13,27]  ;  0  ;  0
[20,8,4]  ;  28  ;  81
[24,21,7]  ;  44  ;  416
[6,17,6]  ;  0  ;  0
[3,24,5]  ;  24  ;  30
[9,2,11]  ;  0  ;  0
[26,7,22]  ;  0  ;  0
[15,24,6]  ;  0  ;  0
[18,23,24]  ;  25  ;  30
[3,27,1]  ;  0  ;  0
[16,10,25]  ;  0  ;  0
[23,12,8]  ;  32  ;  108
[14,1,10]  ;  0  ;  0
[10,19,29]  ;  41  ;  144
[27,3,9]  ;  15  ;  14
[0,26,25]  ;  0  ;  0
[3,19,5]  ;  44  ;  476
[24,26,6]  ;  0  ;  0
[4,1,23]  ;  38  ;  161
[16,26,16]  ;  35  ;  194
[25,23,25]  ;  53  ;  971
[5,8,19]  ;  0  ;  0
[0,25,20]  ;  0  ;  0
[24,22,8]  ;  0  ;  0
[10,28,16]  ;  33  ;  118
[16,12,13]  ;  28  ;  57
[19,9,23]  ;  0  ;  0
[6,6,24]  ;  0  ;  0
[5,0,19]  ;  0  ;  0
[6,1,6]  ;  0  ;  0
[29,5,12]  ;  0  ;  0
[28,24,19]  ;  0  ;  0
[11,25,29]  ;  45  ;  342
[28,23,9]  ;  34  ;  26
[12,8,22]  ;  0  ;  0
[11,6,9]  ;  34  ;  88
[5,13,16]  ;  22  ;  24
[21,15,19]  ;  38  ;  189
[27,3,8]  ;  12  ;  9
[13,19,3]  ;  20  ;  22
[10,22,16]  ;  0  ;  0
[12,5,4]  ;  49  ;  517
[24,28,25]  ;  56  ;  1104
[27,27,0]  ;  39  ;  124
[1,25,17]  ;  23  ;  50
[25,28,15]  ;  53  ;  759
[26,10,18]  ;  0  ;  0
[7,8,2]  ;  0  ;  0
[23,8,6]  ;  33  ;  62
[25,19,6]  ;  42  ;  272
[27,16,12]  ;  20  ;  15
[17,25,14]  ;  0  ;  0
[26,27,21]  ;  0  ;  0
[5,21,20]  ;  0  ;  0
[2,26,10]  ;  0  ;  0
[11,2,16]  ;  19  ;  9
[12,4,23]  ;  0  ;  0
[1,17,20]  ;  39  ;  244
[5,13,7]  ;  0  ;  0
[25,7,5]  ;  36  ;  85
[17,3,0]  ;  0  ;  0
[12,22,3]  ;  16  ;  9
[3,18,17]  ;  0  ;  0
[8,0,28]  ;  40  ;  95
[17,21,28]  ;  26  ;  55
[25,0,19]  ;  42  ;  268
[29,21,23]  ;  34  ;  111
[4,6,10]  ;  30  ;  73
[14,28,20]  ;  21  ;  26
[11,10,14]  ;  49  ;  400
[9,24,19]  ;  0  ;  0
[17,8,9]  ;  0  ;  0
[3,18,12]  ;  22  ;  20
[13,28,2]  ;  0  ;  0
[25,8,28]  ;  0  ;  0
[3,4,4]  ;  0  ;  0
[6,6,16]  ;  0  ;  0
[11,0,6]  ;  0  ;  0
[16,7,14]  ;  0  ;  0
[24,13,13]  ;  0  ;  0
[13,26,4]  ;  20  ;  23
[18,26,12]  ;  0  ;  0
[29,18,15]  ;  29  ;  28
[25,17,24]  ;  0  ;  0
[14,23,5]  ;  0  ;  0
[6,13,1]  ;  0  ;  0
[17,5,27]  ;  0  ;  0
[2,9,14]  ;  0  ;  0
[10,13,7]  ;  0  ;  0
[11,0,15]  ;  0  ;  0
[7,29,11]  ;  49  ;  682
[15,7,21]  ;  29  ;  97
[6,19,23]  ;  18  ;  13
[25,3,24]  ;  0  ;  0
[2,12,28]  ;  0  ;  0
[14,16,28]  ;  29  ;  122
[11,18,28]  ;  17  ;  19
[20,24,4]  ;  43  ;  448
[13,0,21]  ;  8  ;  1
[23,18,16]  ;  0  ;  0
[5,3,22]  ;  62  ;  1274
[2,3,11]  ;  0  ;  0
[26,10,8]  ;  0  ;  0
[10,18,4]  ;  42  ;  232
[5,14,10]  ;  0  ;  0
[19,21,0]  ;  0  ;  0
[26,7,1]  ;  54  ;  943
[7,9,23]  ;  0  ;  0
[20,13,11]  ;  0  ;  0
[15,5,19]  ;  0  ;  0
[2,6,21]  ;  25  ;  41
[9,12,12]  ;  33  ;  121
[9,19,23]  ;  0  ;  0
[10,8,20]  ;  32  ;  169
[8,22,0]  ;  40  ;  230
[8,1,12]  ;  0  ;  0
[19,5,17]  ;  0  ;  0
[25,9,10]  ;  18  ;  11
[23,29,17]  ;  44  ;  190
[1,6,9]  ;  47  ;  572
[18,16,23]  ;  0  ;  0
[25,14,17]  ;  46  ;  384
[18,21,15]  ;  0  ;  0
[20,13,16]  ;  15  ;  8
[29,20,4]  ;  0  ;  0
[15,0,23]  ;  0  ;  0
[6,29,15]  ;  21  ;  12
[2,18,7]  ;  0  ;  0
[26,8,19]  ;  0  ;  0
[24,29,22]  ;  23  ;  13
[20,3,12]  ;  0  ;  0
[27,3,21]  ;  0  ;  0
[4,10,23]  ;  0  ;  0
[3,23,27]  ;  23  ;  36
[25,21,4]  ;  26  ;  41
[29,19,1]  ;  23  ;  32
[15,20,3]  ;  0  ;  0
[9,0,26]  ;  0  ;  0
[20,11,26]  ;  30  ;  95
[13,27,10]  ;  0  ;  0
[18,19,20]  ;  0  ;  0
[27,3,4]  ;  0  ;  0
[24,28,21]  ;  0  ;  0
[28,4,0]  ;  0  ;  0
[29,5,21]  ;  40  ;  302
[19,20,27]  ;  0  ;  0
[16,9,15]  ;  32  ;  88
[18,21,9]  ;  32  ;  81
[14,3,27]  ;  0  ;  0
[2,16,2]  ;  39  ;  277
[6,27,11]  ;  46  ;  521
[11,24,3]  ;  0  ;  0
[14,15,14]  ;  0  ;  0
[25,22,18]  ;  0  ;  0
[22,26,28]  ;  42  ;  367
[2,25,25]  ;  0  ;  0
[9,16,7]  ;  20  ;  24
[28,21,20]  ;  28  ;  96
[13,11,28]  ;  0  ;  0
[28,21,29]  ;  0  ;  0
[14,24,0]  ;  33  ;  115
[17,16,18]  ;  16  ;  6
[9,13,2]  ;  24  ;  27
[27,20,3]  ;  34  ;  98
[16,22,5]  ;  46  ;  362
[20,26,27]  ;  0  ;  0
[24,22,13]  ;  0  ;  0
[11,29,24]  ;  0  ;  0
[5,11,11]  ;  0  ;  0
[2,2,11]  ;  22  ;  31
[6,20,28]  ;  7  ;  1
[21,1,14]  ;  25  ;  43
[28,9,6]  ;  39  ;  273
[28,1,28]  ;  0  ;  0
[25,0,21]  ;  38  ;  129
[3,28,7]  ;  19  ;  8
[24,18,27]  ;  35  ;  151
[15,6,28]  ;  41  ;  180
[27,27,19]  ;  36  ;  173
[20,21,18]  ;  0  ;  0
[19,5,25]  ;  18  ;  13
[1,13,5]  ;  43  ;  427
[21,28,11]  ;  38  ;  92
[19,11,25]  ;  28  ;  62
[2,3,9]  ;  0  ;  0
[4,10,7]  ;  0  ;  0
[21,8,19]  ;  10  ;  3
[21,2,24]  ;  0  ;  0
[2,8,2]  ;  0  ;  0
[5,11,28]  ;  0  ;  0
[29,22,20]  ;  26  ;  35
[26,16,24]  ;  17  ;  21
[0,0,27]  ;  0  ;  0
[24,10,18]  ;  27  ;  43
[28,14,8]  ;  0  ;  0
[12,24,10]  ;  0  ;  0
[18,26,18]  ;  0  ;  0
[20,3,11]  ;  31  ;  34
[18,26,3]  ;  0  ;  0
[20,25,8]  ;  0  ;  0
[1,17,21]  ;  16  ;  8
[7,7,6]  ;  0  ;  0
[3,11,1]  ;  0  ;  0
[13,4,12]  ;  0  ;  0
[17,18,26]  ;  0  ;  0
[2,18,27]  ;  0  ;  0
[28,10,9]  ;  9  ;  2
[8,3,25]  ;  33  ;  146
[2,25,20]  ;  10  ;  2
[8,26,10]  ;  0  ;  0
[19,26,7]  ;  0  ;  0
[27,22,15]  ;  18  ;  19
[11,5,14]  ;  0  ;  0
[23,13,21]  ;  0  ;  0
[22,12,15]  ;  0  ;  0
[1,14,14]  ;  20  ;  18
[10,12,17]  ;  0  ;  0
[24,29,10]  ;  0  ;  0
[8,7,25]  ;  21  ;  21
[27,26,8]  ;  28  ;  53
[1,23,8]  ;  10  ;  4
[27,27,26]  ;  0  ;  0
[14,23,21]  ;  34  ;  123
[24,20,24]  ;  14  ;  14
[19,17,20]  ;  0  ;  0
[27,13,6]  ;  39  ;  248
[20,17,9]  ;  20  ;  13
[11,16,16]  ;  0  ;  0
[16,11,8]  ;  12  ;  3
[1,19,8]  ;  0  ;  0
[9,25,16]  ;  43  ;  408
[20,24,23]  ;  0  ;  0
[11,5,24]  ;  28  ;  55
[24,9,1]  ;  0  ;  0
[17,3,4]  ;  0  ;  0
[7,27,14]  ;  52  ;  695
[23,19,12]  ;  0  ;  0
[18,19,0]  ;  29  ;  94
[18,3,24]  ;  25  ;  18
[28,6,1]  ;  49  ;  666
[5,4,0]  ;  39  ;  301
[10,5,6]  ;  0  ;  0
[29,13,0]  ;  38  ;  246
[24,12,9]  ;  0  ;  0
[13,4,11]  ;  44  ;  280
[13,16,1]  ;  35  ;  115
[8,27,25]  ;  0  ;  0
[5,6,6]  ;  0  ;  0
[5,18,3]  ;  0  ;  0
[15,20,29]  ;  0  ;  0
[12,28,8]  ;  0  ;  0
[10,26,25]  ;  28  ;  42
[25,16,18]  ;  0  ;  0
[28,21,21]  ;  0  ;  0
[7,17,17]  ;  0  ;  0
[17,27,5]  ;  0  ;  0
[20,22,27]  ;  0  ;  0
[16,11,6]  ;  27  ;  59
[21,15,12]  ;  32  ;  138
[5,2,14]  ;  29  ;  43
[1,27,15]  ;  0  ;  0
[10,11,12]  ;  0  ;  0
[25,20,15]  ;  27  ;  67
[20,1,4]  ;  0  ;  0
[22,25,25]  ;  52  ;  985
[15,15,16]  ;  0  ;  0
[11,2,22]  ;  34  ;  172
[13,11,6]  ;  0  ;  0
[29,26,28]  ;  53  ;  450
[17,14,12]  ;  22  ;  35
[3,4,25]  ;  0  ;  0
[20,14,29]  ;  0  ;  0
[5,26,13]  ;  0  ;  0
[28,0,28]  ;  27  ;  11
[1,18,15]  ;  29  ;  48
[25,27,10]  ;  40  ;  256
[23,11,5]  ;  16  ;  13
[2,21,12]  ;  52  ;  667
[14,0,29]  ;  0  ;  0
[3,21,28]  ;  0  ;  0
[14,12,11]  ;  30  ;  91
[17,0,26]  ;  0  ;  0
[29,2,23]  ;  64  ;  1158
[28,10,4]  ;  14  ;  8
[14,12,16]  ;  0  ;  0
[21,13,0]  ;  0  ;  0
[7,28,6]  ;  43  ;  412
[16,15,7]  ;  0  ;  0
[7,24,11]  ;  35  ;  173
[14,7,19]  ;  27  ;  59
[6,21,18]  ;  17  ;  18
[18,17,11]  ;  0  ;  0
[29,22,7]  ;  0  ;  0
[4,24,16]  ;  0  ;  0
[10,25,26]  ;  26  ;  63
[21,24,20]  ;  42  ;  267
[1,25,13]  ;  34  ;  48
[20,11,14]  ;  25  ;  43
[9,6,12]  ;  34  ;  159
[17,20,29]  ;  20  ;  33
[3,7,3]  ;  20  ;  9
[22,10,13]  ;  21  ;  18
[21,1,19]  ;  0  ;  0
[25,28,1]  ;  0  ;  0
[27,27,13]  ;  0  ;  0
[27,14,11]  ;  0  ;  0
[9,27,3]  ;  45  ;  339
[21,20,26]  ;  47  ;  306
[4,8,22]  ;  18  ;  18
[27,2,12]  ;  0  ;  0
[13,24,6]  ;  0  ;  0
[4,24,7]  ;  36  ;  151
[18,1,5]  ;  0  ;  0
[26,21,24]  ;  48  ;  494
[24,20,22]  ;  0  ;  0
[10,19,3]  ;  6  ;  1
[13,12,20]  ;  0  ;  0
[9,2,15]  ;  31  ;  131
[25,5,8]  ;  8  ;  1
[21,6,15]  ;  0  ;  0
[21,1,15]  ;  10  ;  1
[16,1,20]  ;  0  ;  0
[28,24,7]  ;  28  ;  33
[10,19,1]  ;  0  ;  0
[26,15,2]  ;  49  ;  560
[9,1,8]  ;  0  ;  0
[26,21,19]  ;  0  ;  0
[23,25,20]  ;  31  ;  59
[5,1,9]  ;  18  ;  13
[4,8,16]  ;  0  ;  0
[6,1,11]  ;  0  ;  0
[20,2,26]  ;  0  ;  0
[23,19,13]  ;  0  ;  0
[22,22,4]  ;  17  ;  15
[13,28,18]  ;  19  ;  10
[29,5,25]  ;  30  ;  31
[7,10,4]  ;  0  ;  0
[28,14,13]  ;  0  ;  0
[23,24,15]  ;  0  ;  0
[14,3,26]  ;  0  ;  0
[29,13,10]  ;  0  ;  0
[22,19,24]  ;  0  ;  0
[29,15,29]  ;  0  ;  0
[28,4,11]  ;  0  ;  0
[5,29,1]  ;  0  ;  0
[14,12,14]  ;  13  ;  9
[9,19,9]  ;  0  ;  0
[26,19,17]  ;  18  ;  25
[3,3,21]  ;  0  ;  0
[28,25,24]  ;  0  ;  0
[23,6,26]  ;  0  ;  0
[27,19,20]  ;  0  ;  0
[26,8,7]  ;  24  ;  14
[24,6,16]  ;  23  ;  55
[22,3,4]  ;  0  ;  0
[3,11,2]  ;  0  ;  0
[27,0,2]  ;  0  ;  0
[28,6,5]  ;  0  ;  0
[14,24,27]  ;  30  ;  104
[8,22,20]  ;  0  ;  0
[6,24,6]  ;  0  ;  0
[19,19,4]  ;  39  ;  165
[28,11,20]  ;  33  ;  100
[21,24,27]  ;  56  ;  583
[19,1,18]  ;  0  ;  0
[4,9,10]  ;  39  ;  180
[15,10,9]  ;  21  ;  29
[3,16,17]  ;  0  ;  0
[6,4,12]  ;  0  ;  0
[22,27,8]  ;  0  ;  0
[17,3,20]  ;  0  ;  0
[8,27,27]  ;  0  ;  0
[0,23,3]  ;  0  ;  0
[7,12,20]  ;  0  ;  0
[14,2,11]  ;  32  ;  55
[28,21,25]  ;  23  ;  47
[8,7,9]  ;  33  ;  157
[8,17,23]  ;  52  ;  644
[2,0,12]  ;  38  ;  82
[20,23,24]  ;  0  ;  0
[7,2,22]  ;  0  ;  0
[21,5,11]  ;  0  ;  0
[20,0,11]  ;  0  ;  0
[10,10,18]  ;  0  ;  0
[13,11,19]  ;  27  ;  56
[20,27,9]  ;  0  ;  0
[25,22,28]  ;  0  ;  0
[7,26,1]  ;  0  ;  0
[4,12,20]  ;  0  ;  0
[21,4,3]  ;  37  ;  123
[28,20,3]  ;  60  ;  1173
[14,20,8]  ;  0  ;  0
[17,25,4]  ;  29  ;  71
[24,3,12]  ;  45  ;  524
[22,20,21]  ;  16  ;  14
[18,26,23]  ;  49  ;  439
[9,3,12]  ;  29  ;  110
[8,8,4]  ;  29  ;  51
[12,8,6]  ;  0  ;  0
[7,21,6]  ;  0  ;  0
[27,23,5]  ;  29  ;  51
[16,22,22]  ;  0  ;  0
[8,16,13]  ;  0  ;  0
[11,3,15]  ;  30  ;  107
[19,16,6]  ;  0  ;  0
[24,29,20]  ;  49  ;  551
[9,16,0]  ;  41  ;  189
[0,18,21]  ;  31  ;  88
[8,11,11]  ;  41  ;  239
[3,23,26]  ;  35  ;  66
[24,2,6]  ;  0  ;  0
[2,9,12]  ;  25  ;  49
[10,4,22]  ;  33  ;  139
[18,28,2]  ;  0  ;  0
[16,6,28]  ;  55  ;  710
[11,1,26]  ;  43  ;  175
[12,25,2]  ;  42  ;  149
[11,16,20]  ;  18  ;  17
[9,29,9]  ;  39  ;  248
[10,28,23]  ;  38  ;  93
[8,6,6]  ;  30  ;  95
[20,20,6]  ;  0  ;  0
[12,3,8]  ;  0  ;  0
[28,24,11]  ;  10  ;  3
[11,24,0]  ;  22  ;  37
[12,12,4]  ;  0  ;  0
[11,13,18]  ;  0  ;  0
[26,15,1]  ;  34  ;  128
[20,29,0]  ;  0  ;  0
[7,21,29]  ;  28  ;  40
[17,12,12]  ;  0  ;  0
[6,8,20]  ;  0  ;  0
[2,6,1]  ;  0  ;  0
[15,26,10]  ;  15  ;  5
[11,15,20]  ;  0  ;  0
[3,6,7]  ;  0  ;  0
[8,25,16]  ;  56  ;  613
[12,5,13]  ;  0  ;  0
[23,28,27]  ;  47  ;  271
[20,13,20]  ;  0  ;  0
[21,27,1]  ;  0  ;  0
[15,11,29]  ;  15  ;  10
[11,15,16]  ;  0  ;  0
[24,14,29]  ;  25  ;  22
[17,21,18]  ;  0  ;  0
[4,2,16]  ;  0  ;  0
[15,23,16]  ;  22  ;  37
[18,11,26]  ;  0  ;  0
[3,13,22]  ;  10  ;  2
[2,13,28]  ;  0  ;  0
[13,7,17]  ;  24  ;  30
[13,25,11]  ;  0  ;  0
[25,8,4]  ;  29  ;  55
[25,23,8]  ;  31  ;  105
[6,26,1]  ;  0  ;  0
[14,9,0]  ;  0  ;  0
[16,25,15]  ;  0  ;  0
[15,9,21]  ;  20  ;  27
[25,11,5]  ;  0  ;  0
[2,9,23]  ;  0  ;  0
[3,21,0]  ;  48  ;  374
[28,13,11]  ;  0  ;  0
[9,19,2]  ;  32  ;  85
[19,16,12]  ;  26  ;  69
[15,22,19]  ;  0  ;  0
[0,28,0]  ;  0  ;  0
[0,5,2]  ;  27  ;  83
[26,10,11]  ;  22  ;  2
[1,2,11]  ;  44  ;  368
[2,2,28]  ;  0  ;  0
[6,2,16]  ;  0  ;  0
[28,4,27]  ;  30  ;  94
[29,4,11]  ;  31  ;  37
[3,29,21]  ;  44  ;  458
[18,10,26]  ;  0  ;  0
[23,4,11]  ;  0  ;  0
[5,11,29]  ;  49  ;  543
[3,16,12]  ;  0  ;  0
[27,13,24]  ;  0  ;  0
[14,21,27]  ;  0  ;  0
[16,6,0]  ;  0  ;  0
[29,12,7]  ;  0  ;  0
[11,22,9]  ;  0  ;  0
[1,24,7]  ;  0  ;  0
[4,6,16]  ;  0  ;  0
[20,25,15]  ;  0  ;  0
[26,2,19]  ;  0  ;  0
[25,13,24]  ;  0  ;  0
[6,27,6]  ;  42  ;  439
[11,9,12]  ;  0  ;  0
[15,5,2]  ;  43  ;  247
[13,28,14]  ;  0  ;  0
[5,20,6]  ;  21  ;  33
[20,20,18]  ;  0  ;  0
[29,13,17]  ;  23  ;  54
[14,14,15]  ;  4  ;  1
[17,16,11]  ;  39  ;  241
[21,18,22]  ;  32  ;  102
[24,16,9]  ;  0  ;  0
[29,9,5]  ;  0  ;  0
[28,1,15]  ;  0  ;  0
